t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
15,0.12947087,0.001069255,0.14271368,0.06772604,0.09823079,0.08884445,0.058718387,0.09162118,0.26426202,0.35839656,0.3417844,0.3825158,0.09245589
16,0.10831272,0.0012592617,0.14038685,0.067220256,0.082520954,0.07537715,0.048815146,0.08104486,0.24840751,0.33436963,0.32947367,0.3577153,0.1315766
17,0.12895426,0.0011050866,0.13720286,0.06004202,0.097967975,0.08544418,0.05633007,0.08951409,0.26358455,0.358311,0.3399786,0.38604286,0.08647849
18,0.13323821,0.0011008102,0.16620678,0.07910628,0.101732366,0.09110619,0.06316862,0.098102205,0.27641016,0.3858118,0.37277502,0.41866085,0.10683135
19,0.12771425,0.0065653836,0.13561869,0.065334275,0.09691425,0.08432426,0.058302183,0.08836084,0.26161966,0.3620866,0.34938747,0.38833636,0.11546113
20,0.13818933,0.0010765924,0.16253,0.075587444,0.10766543,0.095629685,0.07037502,0.10150432,0.26357248,0.3654043,0.3436559,0.39856356,0.06505843
21,0.36158437,0.0017987621,0.29505932,0.24724378,0.28844756,0.2727911,0.27460033,0.28213143,0.35661665,0.41184363,0.3640945,0.4362768,0.11250468
22,0.13728517,0.0012802611,0.16540603,0.07823439,0.107948795,0.09420461,0.07105674,0.096572876,0.24200132,0.339958,0.3313284,0.37722233,0.08036626
23,0.25423825,0.017793247,0.22527133,0.16704112,0.18449554,0.17209367,0.17007945,0.1946306,0.29098916,0.34933203,0.28322956,0.37941352,0.09941695
24,0.18080252,0.0017111637,0.24959955,0.15740551,0.1597807,0.1503047,0.14388445,0.17267261,0.26904967,0.31691277,0.30929303,0.34750378,0.09551796
25,0.13390972,0.0014651587,0.23053853,0.18193232,0.115434706,0.11220317,0.12261639,0.13817301,0.17444627,0.19499712,0.1919306,0.21415508,0.10129154
26,0.13901938,0.00291517,0.22940592,0.17532039,0.11812721,0.11431483,0.12255285,0.13689217,0.17773849,0.19983152,0.189975,0.21815602,0.06461121
27,0.3915739,0.001932343,0.5402836,0.41156107,0.42460757,0.40717903,0.4287007,0.441415,0.49815896,0.5383066,0.54574233,0.5668177,0.1695876
28,0.13654071,0.004383232,0.11494974,0.08803446,0.105414316,0.08767056,0.08022651,0.08551729,0.11200792,0.12645172,0.11109262,0.13389415,0.030961806
29,0.15928422,0.016074251,0.21162273,0.15592183,0.13368757,0.122001484,0.12606493,0.13771646,0.1706752,0.1899293,0.18174125,0.2063913,0.06808659
30,0.1473569,0.0013747918,0.22078922,0.16612071,0.12383545,0.11439257,0.12242165,0.1306445,0.15492791,0.17732078,0.16672903,0.19272757,0.044485662
31,0.70249397,0.1253486,0.39565626,0.38446003,0.67727053,0.6397889,0.6812396,0.6885258,0.7051041,0.7262484,0.6941751,0.73609656,0.45749742
32,0.88643616,0.016042944,0.6121406,0.49426976,0.8870711,0.84187627,0.8987827,0.89741385,0.9110418,0.93957525,0.90125793,0.94891965,0.41998658
33,0.14280199,0.0012406707,0.16601223,0.11607817,0.1157465,0.09861098,0.094904885,0.09894265,0.12430007,0.1396759,0.13070801,0.15082529,0.030096512
34,0.22847609,0.026542246,0.20096043,0.15174018,0.21736026,0.1891301,0.18258017,0.18890695,0.22069658,0.24567103,0.25008595,0.26169375,0.09875904
35,0.1366966,0.0013636957,0.13528523,0.08930079,0.10591391,0.0865546,0.08518055,0.09397027,0.11731078,0.13037936,0.12109883,0.14246917,0.060859196
36,0.13185722,0.0049351566,0.1809255,0.13901344,0.11023912,0.09948967,0.101815306,0.113179766,0.14097771,0.15661085,0.15400848,0.16931394,0.07505687
37,0.13408276,0.0013894441,0.18081294,0.13399705,0.11087553,0.09887634,0.100559644,0.10866518,0.13791679,0.15461238,0.14968641,0.16674742,0.0464702
38,0.17625834,0.0013111861,0.2120096,0.16293608,0.14177129,0.12087065,0.12191155,0.13233586,0.15871698,0.17700504,0.17226481,0.19236676,0.07007963
39,0.45258003,0.12274349,0.2893427,0.26991785,0.43366495,0.3927879,0.4135538,0.42138097,0.4467802,0.46832672,0.44668016,0.47920144,0.24450873
40,0.38310713,0.004398312,0.2694112,0.19119482,0.3276683,0.28991717,0.2975967,0.30702263,0.3399842,0.36403102,0.3276609,0.38102466,0.15238103
41,0.26570895,0.12005456,0.1922587,0.1591529,0.23360588,0.20344406,0.20014815,0.2154099,0.2454872,0.25983512,0.2548418,0.26964554,0.18466242
42,0.22632779,0.014917668,0.12549788,0.09086707,0.17929007,0.13648303,0.11878049,0.12015955,0.13778882,0.1515982,0.14146894,0.1541453,0.050398085
43,0.41773188,0.0019489084,0.3362246,0.2709154,0.38160896,0.33826342,0.35203406,0.35548845,0.37431666,0.3902379,0.3645951,0.40032655,0.12642737
44,0.15076488,0.0011711231,0.11908294,0.086796604,0.11587853,0.08713867,0.07615624,0.086211346,0.111238845,0.1215892,0.11752012,0.12834832,0.054230496
45,0.3423463,0.0018491785,0.045107495,0.016775625,0.28527248,0.22024062,0.20407279,0.1946731,0.20318183,0.21293439,0.19048388,0.2109429,0.04965854
46,0.18174139,0.0034855728,0.0715727,0.044431172,0.13550626,0.098955505,0.080626264,0.09354097,0.12086536,0.12920097,0.12284886,0.13472849,0.054511413
47,0.33945784,0.022233514,0.2514872,0.22258936,0.30599913,0.25004736,0.24948782,0.25981405,0.28387433,0.29590368,0.29499587,0.30374208,0.14719449
48,0.45164442,0.0024472878,0.35140023,0.28373137,0.42124996,0.36107308,0.38754132,0.39478496,0.40945545,0.4253418,0.3973975,0.4342054,0.13689746
49,0.33063087,0.017579699,0.14887235,0.11618276,0.27570602,0.21655296,0.21108969,0.22135001,0.24506818,0.26067725,0.24221751,0.26591754,0.107823
