t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
0,0.5210719,0.1104045,0.23580936,0.22394745,0.48980948,0.42769808,0.4645811,0.48993322,0.50855505,0.5226498,0.51273346,0.5349512,0.35404465
1,0.7565991,0.04932942,0.7491763,0.6340185,0.749774,0.6814043,0.78948647,0.83803177,0.85745,0.8717332,0.8662311,0.90093577,0.59695315
2,0.59177613,0.0047415937,0.55559134,0.46775603,0.57063234,0.5179357,0.57983977,0.5941745,0.6182824,0.64030063,0.61249655,0.65868425,0.2717634
3,0.5943401,0.01986912,0.2887436,0.18720783,0.5849667,0.5076843,0.52685714,0.52595806,0.52487105,0.5301221,0.536719,0.5260093,0.21753705
4,0.58579016,0.018695567,0.32976323,0.22364292,0.55253905,0.48613003,0.52239895,0.5420821,0.55947554,0.57378376,0.56036496,0.5831546,0.30180317
5,0.44790083,0.0033273015,0.37333736,0.35337505,0.426564,0.3753135,0.40265137,0.42300412,0.45325583,0.47149193,0.46036842,0.48612776,0.20833032
6,0.62312186,0.005935764,0.49439433,0.389254,0.602326,0.5407083,0.5933572,0.60921365,0.62790364,0.6440243,0.6291312,0.65448993,0.315615
7,0.32967386,0.044483457,0.3190904,0.26628533,0.305988,0.27677357,0.29191354,0.31344575,0.3435523,0.36379293,0.35583046,0.38329276,0.19449696
8,0.7278306,0.003982287,0.44581133,0.31348208,0.6879817,0.63728565,0.70074034,0.7208856,0.73814654,0.7619636,0.7057645,0.77549547,0.36049402
9,0.14160748,0.0020719783,0.14211485,0.08730959,0.10978319,0.09292106,0.09179554,0.116236754,0.14598002,0.15913835,0.15807012,0.17342223,0.096152216
10,0.65516645,0.051700518,0.44274053,0.30248043,0.63828826,0.5824607,0.64106673,0.6729303,0.6918983,0.71004957,0.70417035,0.7205229,0.48419243
11,0.12666008,0.01584909,0.12779933,0.084603064,0.10310018,0.08918494,0.07743914,0.09668434,0.15513693,0.17703253,0.167765,0.18685248,0.07267677
12,0.12898101,0.0014091155,0.16800964,0.09430412,0.09896966,0.09152685,0.06572935,0.10297259,0.2414326,0.29045457,0.27945486,0.3038833,0.12781589
13,0.21181656,0.031200517,0.12932363,0.09014956,0.17528267,0.15129633,0.13119727,0.14833198,0.23157065,0.27118188,0.25486466,0.28128022,0.11634956
14,0.13317145,0.0010284267,0.1592842,0.0775513,0.10715821,0.099584766,0.0708939,0.10551949,0.28235543,0.3630918,0.33946538,0.38243642,0.08839127
