t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.024878634,0.038372613,0.021897905,0.043393865,0.12770094,0.011971402,0.028375199,0.015351855,0.027375326,0.008528593,0.0011401706,0.017095972,0.003998407,-0.004893266,0.035165213,0.030293027,0.03049786,0.0049330313,-0.0016653215,-0.16529477,0.07354824,-0.15220003,0.00072076026,0.023416748,0.00053672073,0.031088145,0.04577971,-0.00094714697,0.021758823,-0.06655959,0.2382245,0.009997803
1,-0.054328803,0.074065425,0.04155985,0.07850143,0.14894313,0.025406592,0.056698315,0.022984784,0.05790493,0.027618198,-0.0032060053,0.026104458,0.008325288,-0.011436295,0.09270801,0.04672902,0.0606807,0.012042465,-0.0039668474,-0.22986904,0.12141526,-0.29845643,0.008028024,0.044973984,0.019501472,0.056250863,0.07916474,-0.003712387,0.033262856,-0.12654056,0.41810197,0.04796521
2,-0.057187762,0.07055095,0.036528096,0.0793535,0.1468728,0.025953718,0.057398446,0.017249998,0.05368034,0.03138334,-0.007511301,0.027006937,0.0037973947,-0.021144351,0.13711296,0.038212553,0.05774475,0.015779069,-0.009736641,-0.2679183,0.12001032,-0.33464965,0.0015337698,0.04393789,0.017395345,0.058019392,0.07953134,-0.006446753,0.030199032,-0.16772088,0.4259436,0.109400325
3,-0.05440608,0.06087491,0.029089171,0.080951944,0.11834415,0.022792427,0.052650366,0.011740017,0.03892082,0.021879941,-0.009886745,0.030203797,-0.0016077955,-0.03060174,0.10480223,0.0328188,0.04918667,0.016622214,-0.017695347,-0.31921864,0.10860762,-0.28915495,-0.011662827,0.039341196,-0.012953405,0.05834497,0.082304776,-0.01027422,0.029416662,-0.16765249,0.47402334,0.10870029
4,-0.054829072,0.059113026,0.02673567,0.08254883,0.1216349,0.021803092,0.051063187,0.010304531,0.033578705,0.017067576,-0.010377711,0.029508462,-0.00082531077,-0.032231584,0.10437606,0.031222403,0.047501273,0.01593275,-0.019232713,-0.3540664,0.08495633,-0.2723096,-0.01469908,0.038702704,-0.020264085,0.057924137,0.08248289,-0.010886762,0.027655046,-0.16002202,0.47955337,0.11077593
5,-0.049481764,0.053558044,0.021521784,0.07266104,0.11582171,0.021133289,0.047332793,0.008164048,0.02849479,0.018564017,-0.009943392,0.02301022,0.0005818083,-0.028377306,0.13333979,0.022885326,0.04287918,0.015709585,-0.017509677,-0.34317732,0.055088773,-0.2816043,-0.009825541,0.034468498,-0.0019203424,0.05019265,0.06896434,-0.00980843,0.021195935,-0.167537,0.39120135,0.16579644
6,-0.055940546,0.06271312,0.027846936,0.081003785,0.12229136,0.024776187,0.05516805,0.0116930865,0.03790012,0.024438584,-0.01009855,0.026731482,0.0016114193,-0.028444925,0.15040861,0.028816057,0.051041618,0.017922645,-0.017610742,-0.35091263,0.081431635,-0.3203798,-0.0074452767,0.04059805,0.004554158,0.057060868,0.07823813,-0.010052953,0.026634645,-0.18371457,0.43870854,0.17269431
7,-0.04900577,0.05031055,0.018565474,0.06638445,0.096813016,0.023477927,0.04565929,0.0074972305,0.02520898,0.020370163,-0.009009149,0.017525502,0.0061443187,-0.024410276,0.17690489,0.015457133,0.04070279,0.014862259,-0.013523387,-0.33019906,0.021331815,-0.25582844,-0.0038103345,0.03412267,0.017656833,0.043960273,0.058988124,-0.01045135,0.015987383,-0.14575763,0.31964552,0.20057744
8,-0.05997705,0.066367716,0.032200545,0.08569845,0.10850543,0.026612373,0.057639245,0.013600225,0.042211086,0.024648063,-0.010223758,0.029776301,0.0039492324,-0.029224828,0.16023284,0.032794215,0.05413393,0.01878955,-0.016399128,-0.36439216,0.09756811,-0.29614782,-0.00849433,0.045191325,-0.00035425927,0.061438277,0.085679516,-0.010720663,0.031095905,-0.19129626,0.47662354,0.17095034
9,-0.0424331,0.035853893,0.0113607235,0.05404806,0.013027489,0.018778121,0.033925176,0.0010290756,0.012837691,0.011863134,-0.010182221,0.012768743,0.0068876036,-0.025596408,0.1456674,0.0052569825,0.028812554,0.012149582,-0.012825608,-0.29198092,-0.021654446,-0.12452161,-0.008548748,0.02747669,0.0044285785,0.03431849,0.04686706,-0.011659752,0.009202786,-0.10060516,0.25921637,0.17333016
