t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
22,0.6996769,0.006675598,0.60597354,0.45116654,0.68770313,0.65651053,0.69652855,0.7067785,0.738685,0.7723784,0.7534709,0.7949953,0.31436193
23,0.57350916,0.020458907,0.52345765,0.41865563,0.5785931,0.54374546,0.5690785,0.5801279,0.61405075,0.642275,0.63835657,0.6583311,0.35593572
24,0.83825976,0.019488111,0.46675867,0.31214473,0.8123232,0.75641096,0.79020846,0.79054844,0.79928756,0.823898,0.7945303,0.832624,0.3807158
25,0.12451965,0.0014893609,0.30847248,0.18720087,0.10468477,0.10234086,0.104236685,0.14132881,0.22699587,0.26401994,0.27697158,0.30951217,0.14501448
26,0.91816896,0.079383664,0.43353495,0.33200744,0.90336394,0.853201,0.9149052,0.9300848,0.94431585,0.9702203,0.9301739,0.97288567,0.55965346
27,0.14558916,0.0012936451,0.24631442,0.1450603,0.11470553,0.10227539,0.09456217,0.117768206,0.18798661,0.22623442,0.21696174,0.26195782,0.056900803
28,0.14711244,0.002915316,0.3003553,0.18092875,0.119781844,0.112319276,0.10237501,0.1385909,0.23400731,0.27095997,0.27012384,0.30995685,0.0795151
29,0.9281402,0.18467501,0.2907056,0.27720705,0.91037714,0.86082816,0.9072605,0.9160194,0.92296684,0.9413462,0.92136335,0.9406237,0.65198195
30,0.1628271,0.0015460907,0.26982185,0.15188977,0.13031657,0.11591876,0.097491845,0.12608561,0.2227577,0.26777944,0.26104268,0.3017428,0.05680089
31,0.16893822,0.029486557,0.22779658,0.14158307,0.13476014,0.12767527,0.11824457,0.14423253,0.23328187,0.27019697,0.26113027,0.30135858,0.09150798
32,0.29354456,0.029394234,0.33489645,0.2154357,0.24474025,0.23196255,0.22600149,0.24557313,0.34493676,0.40541247,0.3847288,0.44669223,0.124860406
33,0.3011546,0.01633722,0.32214114,0.20731658,0.43478605,0.36851582,0.34351197,0.34169728,0.37306693,0.3854992,0.47505546,0.3877664,0.17428136
34,0.20812382,0.001858372,0.18842456,0.10466951,0.16943957,0.14185649,0.12057362,0.13262112,0.19613688,0.23114656,0.21924618,0.25425568,0.050411478
35,0.48426473,0.029196465,0.40226465,0.3066898,0.46130145,0.4320067,0.4500661,0.46172157,0.4907808,0.5142911,0.49903032,0.5329842,0.27299237
36,0.14593056,0.0017713316,0.11238067,0.07229018,0.11739686,0.09435905,0.07887971,0.085102,0.119324155,0.13540734,0.12896594,0.14508146,0.033834256
37,0.14506735,0.0030443948,0.06537265,0.037772063,0.10667297,0.080859445,0.059479382,0.065405674,0.09341128,0.10222819,0.091257125,0.105035685,0.025506284
38,0.13337393,0.0037531597,0.25021064,0.15083319,0.10312756,0.090228476,0.07901767,0.10657585,0.18158251,0.21178097,0.21012315,0.2419109,0.07313852
39,0.14085466,0.016291128,0.18039641,0.109341785,0.10932099,0.094084024,0.07883418,0.1037135,0.16746438,0.18922497,0.19015558,0.2113885,0.09306389
40,0.16087078,0.013595662,0.20972109,0.1199825,0.12110143,0.10454474,0.08981082,0.117223024,0.1912269,0.22082166,0.21376172,0.251241,0.07163506
41,0.16087078,0.013595662,0.20972109,0.1199825,0.12110143,0.10454474,0.08981082,0.117223024,0.1912269,0.22082166,0.21376172,0.251241,0.07163506
42,0.13891877,0.0010707784,0.2337424,0.13275887,0.10578854,0.08955884,0.07579679,0.1045997,0.18358181,0.21564463,0.22131479,0.2496783,0.08884197
43,0.22460012,0.0028915566,0.20052814,0.1504716,0.19562915,0.16271433,0.14858976,0.15871756,0.18697947,0.20174429,0.21770577,0.21559502,0.09890038
44,0.25517526,0.092064194,0.22046357,0.1584841,0.22854635,0.1990783,0.18885225,0.2108327,0.261865,0.28377274,0.2903571,0.30678838,0.15998808
45,0.56936276,0.012047608,0.44719863,0.3491276,0.5368443,0.48329878,0.50878084,0.5039222,0.5217226,0.55074465,0.5131487,0.5641372,0.14362028
46,0.85518384,0.23460011,0.24683754,0.25875047,0.80793667,0.7421014,0.80428374,0.83080864,0.8393954,0.8570278,0.8201958,0.8661518,0.61222637
47,0.46653625,0.00267226,0.46220368,0.40646458,0.4359025,0.38248414,0.41640556,0.4218449,0.44542298,0.4676324,0.4398615,0.48407525,0.14949578
48,0.54816926,0.001946769,0.43477932,0.35935014,0.5074311,0.4413302,0.47289497,0.4774405,0.49814597,0.51598555,0.4796918,0.52548486,0.14530659
49,0.23012592,0.002202267,0.21124268,0.15128559,0.18462487,0.1471622,0.1328093,0.16005678,0.2199134,0.24469045,0.2524114,0.2701043,0.10208046
