t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
0,0.3025727,0.0031526955,0.15220904,0.13238175,0.2682306,0.20648454,0.20118177,0.21027286,0.23022746,0.23767784,0.23774976,0.24067831,0.0997774
1,0.66027504,0.010811211,0.4992012,0.3971738,0.5944354,0.531813,0.60589707,0.63739955,0.6619804,0.6862723,0.61864364,0.70499355,0.37433642
2,0.48363072,0.0035019456,0.52518606,0.45019537,0.4701083,0.42945376,0.48137924,0.5020404,0.53967017,0.5633302,0.5446077,0.58633816,0.22886547
3,0.25878373,0.025274938,0.11426796,0.09711612,0.24260002,0.20566481,0.20355253,0.22515039,0.27300087,0.29069734,0.28846204,0.3019748,0.13802923
4,0.5223728,0.005097287,0.4171431,0.3511835,0.4868095,0.42803723,0.45789638,0.47280544,0.4930048,0.5073648,0.4914445,0.51741487,0.2493017
5,0.5716874,0.10719654,0.803313,0.71410567,0.59776556,0.5631033,0.6565439,0.7055727,0.75511557,0.77666205,0.8037656,0.812681,0.6030088
6,0.4937391,0.020736344,0.5824317,0.49273193,0.45834762,0.42653075,0.4920369,0.5378879,0.58505774,0.61377555,0.58955294,0.64198536,0.427222
7,0.6162545,0.00469452,0.47987294,0.38538483,0.5853674,0.52231747,0.5745783,0.59712785,0.61819535,0.6382685,0.6117571,0.6519826,0.3084988
8,0.590396,0.13762796,0.25342333,0.24800006,0.5625766,0.5130822,0.5505936,0.5697217,0.59684926,0.6137505,0.59828067,0.6245191,0.38859603
9,0.5299718,0.0187902,0.36484012,0.26544634,0.50129795,0.45426804,0.4948308,0.5193618,0.54190445,0.5591531,0.5433373,0.57202256,0.31854486
10,0.16378276,0.017397644,0.21895657,0.13680409,0.13201873,0.11818079,0.1091307,0.15128289,0.22461545,0.25193414,0.25238517,0.2795026,0.117075756
11,0.13618654,0.0017970367,0.20674023,0.10062733,0.104238346,0.10105937,0.06501023,0.12047883,0.300651,0.3585944,0.35787314,0.3928421,0.12178634
12,0.12928143,0.0012839879,0.1710847,0.07362876,0.09894946,0.09329354,0.055727758,0.10495746,0.29105002,0.35427752,0.35030773,0.38425976,0.10841719
13,0.19998065,0.008352714,0.24466856,0.15052707,0.20150326,0.1778856,0.15168571,0.18507846,0.32008412,0.37633777,0.37154475,0.39998436,0.12056646
14,0.16034485,0.012405426,0.18061015,0.09279841,0.13700198,0.13130543,0.099002354,0.14760324,0.3648229,0.45444378,0.43535995,0.48979107,0.13378732
15,0.10896255,0.0011160478,0.14992963,0.063768655,0.08407354,0.08223215,0.047303535,0.09346664,0.3154071,0.4061618,0.40653005,0.43925127,0.144559
16,0.13363774,0.0012276508,0.18021221,0.078365974,0.102175616,0.099636205,0.06015953,0.113435544,0.35842356,0.4531538,0.44362602,0.49409574,0.12466316
17,0.42608672,0.004570653,0.5779092,0.41731626,0.4639067,0.44651917,0.47412452,0.49924737,0.58148164,0.62760144,0.65690637,0.6666194,0.27773768
18,0.8095367,0.4791679,0.3632221,0.38019174,0.7982874,0.74615884,0.781425,0.7938483,0.81162107,0.82652307,0.8290451,0.83122987,0.7025139
19,0.13682283,0.008197358,0.18610366,0.090434045,0.10719182,0.10211439,0.0717108,0.122354515,0.3156637,0.39547458,0.39033562,0.4379046,0.1235711
20,0.13259053,0.0012077651,0.18861344,0.08341226,0.10226599,0.10005475,0.06466903,0.117961854,0.30847493,0.3790906,0.366236,0.42220145,0.0693349
21,0.42649096,0.027812526,0.22788167,0.18001635,0.33109644,0.3173523,0.3337124,0.35531527,0.4331462,0.4796294,0.40207195,0.50842345,0.17573607
