t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.4859495,0.4802706,0.4933809,0.48199505,0.43660164,0.49373832,0.48714763,0.49113262,0.49039263,0.49122465,0.48971194,0.49274215,0.49400198,0.484027,0.5732866,0.48210347,0.4793916,0.4921576,0.49373558,0.55203605,0.47606915,0.55096656,0.48411682,0.49279982,0.49847,0.49264544,0.4925202,0.49222553,0.4794175,0.58367527,0.49734962,0.5970609
1,0.46829522,0.45659205,0.4857091,0.46173117,0.3388277,0.48578256,0.47099292,0.47968996,0.4792743,0.47973952,0.4768208,0.483777,0.4857068,0.4650747,0.659081,0.4629456,0.45604005,0.48207453,0.48520267,0.6332485,0.44615448,0.5839279,0.46317768,0.4838144,0.47229397,0.48427922,0.48335707,0.48205316,0.45041198,0.71802336,0.47508606,0.7450909
2,0.47822082,0.47192073,0.4897653,0.478449,0.377885,0.48966193,0.48016784,0.48564804,0.48539445,0.48582634,0.4843126,0.48861644,0.48909163,0.47651163,0.6520714,0.47854617,0.4728261,0.48729676,0.48904276,0.60941,0.4653552,0.5297606,0.4736658,0.488212,0.45822352,0.48888844,0.4873916,0.487332,0.46258894,0.6825594,0.45630598,0.7224769
3,0.48865646,0.48248708,0.49337927,0.4871019,0.44383705,0.49404982,0.48822,0.49135587,0.49125013,0.49206638,0.490349,0.49248445,0.4932442,0.4859048,0.54736614,0.48533738,0.48224264,0.49276057,0.49415907,0.55089045,0.4810807,0.51046956,0.48366666,0.49301606,0.53033,0.4928807,0.4922677,0.49320024,0.48145628,0.59949815,0.49001905,0.6317286
4,0.47636324,0.46723482,0.48806447,0.47359723,0.37926695,0.48848498,0.47775427,0.4839544,0.48330784,0.48422784,0.48204568,0.48665667,0.4882433,0.473192,0.64074314,0.47315645,0.46734837,0.48599443,0.4882386,0.6053399,0.46089312,0.54857713,0.47113863,0.48680568,0.48140052,0.487096,0.4858188,0.4860576,0.46119502,0.67816037,0.46874562,0.7222998
5,0.482668,0.4787569,0.4929007,0.48804215,0.34238613,0.49127644,0.48447305,0.4875917,0.49011543,0.48559782,0.48721495,0.49022955,0.49009642,0.48204064,0.63417095,0.4872291,0.48202214,0.4886374,0.48948306,0.6170341,0.46879712,0.48732704,0.4774519,0.48994264,0.35876772,0.49217904,0.48920554,0.4879375,0.45773205,0.73959,0.4476731,0.75752234
6,0.48252875,0.47781217,0.49127102,0.48634022,0.37917808,0.49089953,0.4837721,0.48721853,0.48849317,0.48705113,0.48667896,0.48937923,0.48961282,0.48128015,0.6255781,0.48460588,0.47969952,0.4890533,0.4899913,0.6093282,0.47138903,0.49922004,0.47689876,0.48943943,0.4351512,0.4906988,0.4882789,0.48856118,0.46330178,0.7000882,0.44999757,0.74630946
7,0.4702434,0.45794445,0.4848542,0.46615726,0.35176513,0.48531422,0.4713218,0.47912398,0.479084,0.4804875,0.47669882,0.48292378,0.48456952,0.46574977,0.6648316,0.46569988,0.45783058,0.48239788,0.48524496,0.6359399,0.45152333,0.5444764,0.4620195,0.48338807,0.5035058,0.48360342,0.48194394,0.4826307,0.45247105,0.7177184,0.4557006,0.77709323
8,0.474492,0.45909792,0.48699987,0.46682832,0.35215205,0.48708376,0.47331622,0.48086846,0.48195356,0.4813426,0.4779601,0.48416936,0.4862537,0.46776107,0.5876087,0.4656807,0.45833036,0.48364,0.48723873,0.6027187,0.45279506,0.5216785,0.46427494,0.48541477,0.52910507,0.4854623,0.4844557,0.48445222,0.45823443,0.7097938,0.49337485,0.73021835
9,0.47509414,0.46322912,0.48660845,0.47106162,0.37194312,0.48717138,0.4750653,0.48204362,0.48172617,0.48273045,0.479709,0.4846124,0.4864138,0.47050044,0.6215035,0.47037524,0.46308163,0.4845879,0.48728243,0.61203337,0.4571704,0.5324077,0.46724066,0.4853083,0.5155702,0.48556098,0.4842346,0.48489356,0.45916227,0.6921301,0.47240904,0.74316716
10,0.4978535,0.49713993,0.4972591,0.50294334,0.4747922,0.49759158,0.49702913,0.49716586,0.4971879,0.4970845,0.4974702,0.4965569,0.49645376,0.4971752,0.53797066,0.50069046,0.4984418,0.4976485,0.4973248,0.5323364,0.49671832,0.46776074,0.494588,0.49687904,0.48719776,0.49755004,0.49603778,0.49757636,0.4901278,0.56681144,0.4776479,0.61521554
11,0.4987044,0.4997824,0.4987914,0.50324273,0.4786531,0.4990187,0.498848,0.49909267,0.49899662,0.4983666,0.4992482,0.49794865,0.49781778,0.49979243,0.52433246,0.50233465,0.5008064,0.49912766,0.49821267,0.5322995,0.4973919,0.48748824,0.4976745,0.49835274,0.47657406,0.49946424,0.49802372,0.498883,0.49218753,0.5466901,0.4849776,0.5955588
