t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
21,0.6363937,0.0119627435,0.5464792,0.44426277,0.6303124,0.58952856,0.6119128,0.6089453,0.6374617,0.6761018,0.65344334,0.69405985,0.22569372
22,0.14229046,0.0012990457,0.29506278,0.19212246,0.12511471,0.124090776,0.12959693,0.15891989,0.25513637,0.3108145,0.29283515,0.34962878,0.067905486
23,0.20672919,0.0013094632,0.18141058,0.12876202,0.16621284,0.14626521,0.13611174,0.15268883,0.21484943,0.2540196,0.23161459,0.27011916,0.07813741
24,0.22828883,0.0023941551,0.17212902,0.114175625,0.19986168,0.18214907,0.17553674,0.18263833,0.23728657,0.26908436,0.25398394,0.27660283,0.078604415
25,0.163942,0.012501591,0.3126861,0.19805507,0.14617126,0.14455229,0.14451177,0.18029337,0.29607615,0.3527277,0.3374786,0.39617077,0.08802115
26,0.98423135,0.59487444,0.2830861,0.33776608,0.9762954,0.92693895,0.9691328,0.99386626,0.993751,1.001085,1.0048358,0.9920144,0.9540028
27,0.5730089,0.016555546,0.4731072,0.3625988,0.55639386,0.516024,0.5361535,0.53837883,0.57108206,0.60762197,0.58259773,0.6231502,0.2204711
28,0.16911228,0.0018910934,0.20194796,0.12477181,0.14659841,0.13221574,0.11497058,0.14428017,0.2602671,0.31208232,0.30138892,0.33876416,0.09399392
29,0.31967798,0.06871042,0.32797354,0.2432767,0.3291732,0.29951784,0.29475647,0.31189826,0.39543965,0.4421999,0.44376624,0.46995726,0.18121272
30,0.1505272,0.0027389263,0.19259742,0.113800354,0.12299269,0.10447423,0.09530923,0.106637575,0.1606247,0.19162306,0.18562707,0.21404764,0.040117495
31,0.19543782,0.025443697,0.2548111,0.1840899,0.16758163,0.15715769,0.16173324,0.18377885,0.24790934,0.28067333,0.27107957,0.30721822,0.1157367
32,0.3103585,0.0017775348,0.29476765,0.22560222,0.29601002,0.26515546,0.26377353,0.26475567,0.30398425,0.3275693,0.31920147,0.3416825,0.08892322
33,0.14567925,0.0014509741,0.20252736,0.11789098,0.11551384,0.09952903,0.09271121,0.11619062,0.1963196,0.22944437,0.23918366,0.25735703,0.10737968
34,0.13467333,0.0014421869,0.2407969,0.16276227,0.114296935,0.10701268,0.10755034,0.12897956,0.2009619,0.2338868,0.23704007,0.26416713,0.07247769
35,0.5580292,0.0019845327,0.43729103,0.35976282,0.50381655,0.4644296,0.49198812,0.50145304,0.5205422,0.5428661,0.4892112,0.555223,0.22189178
36,0.16347559,0.0021192844,0.16406016,0.09768656,0.12537523,0.10163543,0.092504054,0.10924652,0.16831037,0.19797404,0.18130808,0.22858696,0.051387634
37,0.5860743,0.18320322,0.31491563,0.30336183,0.55845565,0.5088829,0.5418484,0.5455633,0.5642172,0.5840426,0.5531294,0.5948089,0.3366682
38,0.20117797,0.05155976,0.19251841,0.11961929,0.1834554,0.15386601,0.13702111,0.16087762,0.22485659,0.25123116,0.25915408,0.2727843,0.115245365
39,0.3085666,0.14912517,0.2198592,0.18812723,0.2767529,0.24536386,0.24583189,0.26649317,0.30510393,0.32226327,0.31322172,0.33282283,0.23442851
40,0.36955297,0.009508986,0.20655297,0.18357232,0.34537634,0.30721423,0.31530032,0.3280474,0.36034927,0.3794083,0.36588255,0.3912643,0.18278548
41,0.8951473,0.18057667,0.3287281,0.31386203,0.909684,0.82446325,0.89523923,0.9091123,0.92834455,0.9590235,0.9393548,0.9754398,0.48060015
42,0.5447031,0.002843658,0.5175575,0.45758396,0.49795932,0.44578406,0.49142665,0.5000576,0.52590615,0.5498409,0.5045744,0.57262033,0.18428533
43,0.17391989,0.005650298,0.039633162,0.03903829,0.12598616,0.085756145,0.06326493,0.07018954,0.090490736,0.09530719,0.08830449,0.09656899,0.04548521
44,0.19948958,0.0030048906,0.14026462,0.074282266,0.14919782,0.10936024,0.08035666,0.11016938,0.19952215,0.23041148,0.2313122,0.25382262,0.087695345
45,0.20274605,0.0031687475,0.04866859,0.034280915,0.15247081,0.10291284,0.076379046,0.082012884,0.109520316,0.11708839,0.11351773,0.114855066,0.057235386
46,0.49807566,0.0031680318,0.35827893,0.26653355,0.47362965,0.40852687,0.43682146,0.44848397,0.4626259,0.47687873,0.45841238,0.48476163,0.21626532
47,0.60295886,0.050057255,0.36913913,0.28613797,0.55960435,0.48548684,0.5373299,0.5562609,0.57722825,0.6032587,0.56646556,0.6207991,0.24801125
48,0.54131997,0.14855996,0.24272914,0.23632015,0.5144151,0.454407,0.4910376,0.5047937,0.5218385,0.5356511,0.52106667,0.54227895,0.3491169
49,0.5427654,0.042820875,0.30378807,0.22109164,0.5033564,0.4348472,0.45347142,0.46328852,0.4695949,0.47733667,0.4599509,0.47793633,0.25942242
