t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.47547013,0.47664025,0.4967148,0.46320903,0.44458503,0.4800195,0.48003766,0.47318348,0.48906475,0.48554638,0.47706532,0.4944932,0.4870698,0.4763576,0.5754293,0.48067725,0.46721292,0.49022377,0.48964107,0.5596339,0.5304534,0.55562544,0.47461912,0.48809895,0.5869471,0.49293002,0.49173203,0.483415,0.48635402,0.5374097,0.4500541,0.56081194
1,0.48334807,0.48420894,0.5061948,0.46695077,0.39122328,0.47826302,0.48221675,0.47291842,0.49969625,0.4853421,0.47637087,0.49841017,0.4885582,0.4781875,0.6197013,0.48682094,0.4693313,0.496623,0.49151254,0.60661596,0.5402918,0.5574575,0.47530535,0.49167356,0.58587694,0.49916026,0.49784213,0.48417136,0.4861645,0.5452103,0.45504746,0.5448669
2,0.4627895,0.46666119,0.497172,0.44644105,0.36709583,0.46536696,0.46693367,0.45747134,0.4860591,0.4747424,0.4617391,0.4887705,0.47781324,0.46214,0.68635213,0.4741892,0.4499161,0.48488995,0.48222363,0.66104317,0.5691237,0.5910129,0.45856798,0.48118877,0.6640038,0.4873865,0.48678917,0.47289985,0.4748934,0.59628344,0.42043447,0.6135091
3,0.4566515,0.45872867,0.49448106,0.43721026,0.3814813,0.46189067,0.4624573,0.45165908,0.4808562,0.4729358,0.4570024,0.48811594,0.47530735,0.4575491,0.6725226,0.46837294,0.4424351,0.4826469,0.4795828,0.6398338,0.56554425,0.6010833,0.45287699,0.47822446,0.668233,0.485661,0.48372763,0.470261,0.47256154,0.5840072,0.41019732,0.6108182
4,0.48173192,0.4821025,0.49712992,0.47498986,0.43675008,0.48206967,0.48317978,0.47836277,0.49157792,0.4877164,0.4805193,0.49344316,0.4879271,0.48117054,0.59931135,0.48712987,0.47573686,0.49207932,0.48972562,0.5844098,0.5385771,0.5457047,0.47836235,0.4895046,0.59394807,0.49196687,0.49132225,0.4866191,0.4867982,0.5506612,0.4571031,0.56093967
5,0.49492428,0.4949665,0.49977288,0.49294454,0.47218254,0.4924893,0.49452826,0.49220306,0.49873993,0.4958279,0.49259627,0.49728352,0.49499294,0.49401465,0.54569864,0.4963825,0.49207598,0.4973774,0.49574,0.54071724,0.51573014,0.52016497,0.49208158,0.49610162,0.53776526,0.49733075,0.4971516,0.49521598,0.49500686,0.5172151,0.48322454,0.5200879
6,0.49002543,0.49003482,0.49847463,0.48630625,0.4594579,0.4894842,0.49066895,0.48736918,0.49554884,0.4929512,0.48861614,0.4959829,0.4929444,0.48916447,0.5641371,0.49275368,0.48619753,0.495358,0.49383458,0.5546481,0.5239036,0.5267529,0.48763216,0.4940377,0.55878097,0.49547625,0.4953286,0.49224374,0.49241114,0.53086954,0.47558543,0.53695357
7,0.4863895,0.4873805,0.5017391,0.4798674,0.39290953,0.48289698,0.48520818,0.47980404,0.49689645,0.4877658,0.481591,0.49490172,0.48965254,0.48201913,0.64765555,0.49211338,0.47884506,0.49551773,0.49114618,0.62624526,0.5507277,0.53658396,0.48027006,0.4927231,0.6089773,0.49473664,0.49547678,0.48771307,0.48713818,0.57269776,0.46600345,0.56815994
8,0.49260986,0.49329123,0.49956325,0.49165836,0.45509115,0.49086007,0.49286324,0.4903366,0.49821848,0.49468857,0.49061742,0.496285,0.49373925,0.49174678,0.5787529,0.4960735,0.49011144,0.49645352,0.49449912,0.564988,0.5251428,0.5207618,0.48956043,0.4956289,0.5572233,0.495956,0.4963678,0.49412745,0.49341515,0.53277814,0.48103693,0.534362
9,0.46684265,0.4685678,0.4983954,0.4491318,0.39502847,0.46863198,0.47067901,0.46068776,0.48856282,0.478474,0.46470425,0.49130055,0.4803723,0.4664673,0.6491985,0.4750874,0.45294905,0.4866037,0.48423925,0.6275052,0.5521817,0.58427954,0.46210334,0.4835005,0.6263099,0.49069047,0.48907167,0.47586957,0.47818172,0.5634992,0.42917913,0.58043325
10,0.49524558,0.49478257,0.50035363,0.49326873,0.4704475,0.49240664,0.49471903,0.49217066,0.49928766,0.49640283,0.49241272,0.49778682,0.49499792,0.4939916,0.55071074,0.49671403,0.49201137,0.49797773,0.49560043,0.5419675,0.51686853,0.51917696,0.49159947,0.49645534,0.53849304,0.4976828,0.49727395,0.4955551,0.49526322,0.5170972,0.4841532,0.5171652
11,0.4962155,0.49689576,0.49992085,0.49522674,0.47458345,0.49404538,0.49593508,0.49446818,0.49940276,0.49683443,0.49429655,0.49741986,0.49596223,0.49543545,0.54371375,0.49768335,0.4940923,0.4978634,0.49654385,0.53639114,0.51350075,0.5159569,0.4941434,0.49716586,0.5343082,0.49791825,0.4981638,0.49633902,0.496191,0.51702,0.48810002,0.51787937
12,0.43794903,0.44214433,0.4948702,0.40592247,0.324601,0.4448087,0.44594026,0.4297683,0.475439,0.46027228,0.4373857,0.4838628,0.465232,0.43841168,0.7359373,0.45353281,0.4146367,0.4752026,0.4721819,0.69933796,0.587939,0.64646167,0.43280342,0.46985438,0.71876705,0.48252422,0.47997898,0.45605895,0.46097332,0.6136892,0.37467468,0.6481365
