t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.011648501,0.018975472,0.010001383,0.025130237,0.0824347,0.00412507,0.016302576,0.007615616,0.012875807,0.005413884,-0.00041247354,0.014356423,-0.0049456474,-0.008495033,-0.03975075,0.017344106,0.014449345,0.0044000237,-0.0071770637,-0.0726007,0.03452301,-0.0656607,-0.006811687,0.011381694,0.012711984,0.020776572,0.02919002,-0.0020245279,0.014946906,-0.02402708,0.17161544,0.04134372
1,-0.027587462,0.04441813,0.021624848,0.054393377,0.17852308,0.014154987,0.03450846,0.017940598,0.023021631,0.0055522155,0.0008885633,0.017220253,0.0036919652,-0.0066119283,0.03632605,0.03257918,0.033857998,0.0069100023,-0.007216303,-0.22954582,0.0559725,-0.18097454,-0.00026394636,0.02558737,0.022039572,0.036642015,0.054306235,-0.0037096129,0.023124725,-0.044638414,0.31413954,0.055304445
2,-0.046897627,0.06205704,0.0313175,0.07411997,0.17564675,0.020435693,0.049615555,0.018135382,0.0386764,0.01746372,-0.00515567,0.022888603,0.003379648,-0.015800713,0.085714646,0.038747065,0.049431376,0.013046606,-0.0123981675,-0.28404146,0.080409445,-0.27372187,-0.00077971804,0.03731657,0.029325072,0.052019775,0.07407169,-0.0069002225,0.02910142,-0.091221884,0.43078873,0.087250754
3,-0.049555447,0.05957088,0.029284023,0.077783,0.12942217,0.018793236,0.051123153,0.014083719,0.038779754,0.020846345,-0.009451848,0.03052513,-0.0060849097,-0.027904265,0.08289714,0.03655794,0.04742702,0.018563736,-0.02099785,-0.31248426,0.12686539,-0.2650031,-0.012798829,0.037100315,-0.006863538,0.059267715,0.082858905,-0.008524811,0.03322914,-0.11640836,0.4955377,0.11272916
4,-0.041173592,0.0446684,0.017192587,0.061981205,0.10830489,0.015890382,0.04083725,0.00662124,0.022902055,0.016914463,-0.010044945,0.020716256,-0.004845079,-0.02690666,0.10429693,0.019333452,0.035104863,0.016175425,-0.020434769,-0.29423523,0.05360225,-0.22424334,-0.011950001,0.027849922,0.011669072,0.045254525,0.06108395,-0.0093665,0.020282453,-0.0999968,0.36812225,0.17597339
5,-0.031731516,0.027504768,0.007856714,0.04314134,0.07629153,0.012234543,0.027091142,0.00079178414,0.008218082,0.009194555,-0.009577375,0.009534012,0.0011903644,-0.021561932,0.11456088,0.0047589564,0.021275163,0.012811882,-0.015049487,-0.2531935,-0.011703238,-0.15205774,-0.010800194,0.02030319,0.022191267,0.029298758,0.039380077,-0.009030738,0.008715381,-0.08157827,0.23677889,0.18640396
6,-0.028741643,0.025649764,0.008092599,0.037703827,0.077155724,0.01227697,0.025910519,0.001698737,0.008903524,0.0109092295,-0.008206005,0.007744338,0.0027677063,-0.017472588,0.12005144,0.0036829975,0.020291932,0.012107525,-0.012474057,-0.2242443,-0.021803703,-0.15777299,-0.006878694,0.019673597,0.0519043,0.025851754,0.03404199,-0.008731159,0.00798426,-0.074238196,0.19925371,0.18770039
7,-0.045304563,0.052779693,0.024014993,0.056618482,0.1545522,0.024409963,0.04525856,0.013688827,0.032778483,0.025025925,-0.005116609,0.010393846,0.013193976,-0.009482433,0.19200626,0.018601632,0.04343129,0.01322154,-0.0049761636,-0.2630031,0.0059445947,-0.29823408,0.010649195,0.035849903,0.08305174,0.037873544,0.049960412,-0.008484523,0.015997,-0.09496467,0.25873378,0.20413494
8,-0.04481872,0.040767837,0.017680261,0.046661884,0.121079504,0.022596698,0.03633613,0.006688198,0.024137001,0.02209751,-0.007861473,0.006125695,0.015506297,-0.013041013,0.22082052,0.007938487,0.03422551,0.012352694,-0.0032528858,-0.25376478,-0.030120013,-0.23653677,0.006573715,0.032604415,0.08246268,0.03039605,0.040048063,-0.010848433,0.008912747,-0.09363584,0.1959607,0.20714605
9,-0.052025937,0.052991875,0.026350044,0.06695294,0.11478618,0.024894185,0.04625722,0.010920877,0.03241139,0.021451421,-0.008623803,0.018964967,0.010620438,-0.020495242,0.17430513,0.023582984,0.044183906,0.015635287,-0.009002439,-0.3222944,0.04995151,-0.26619488,-0.001321323,0.039326586,0.033882882,0.045840945,0.064808324,-0.012433001,0.022460263,-0.14298627,0.34643728,0.15533671
10,-0.040026367,0.033817265,0.012666513,0.047923688,0.04490438,0.019084394,0.031284135,0.00365488,0.0143401455,0.012672026,-0.008247403,0.010591927,0.010488797,-0.019843835,0.14738396,0.007501124,0.027404573,0.01173036,-0.007735546,-0.2703149,-0.017579542,-0.13191918,-0.004142683,0.028192524,0.018111547,0.030876616,0.042965963,-0.01188592,0.009750513,-0.09546155,0.22625718,0.1761575
