t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.011942636,0.018474715,0.011149021,0.019990005,0.05010588,0.00573655,0.013649907,0.0072209304,0.0137090655,0.004147114,0.0005172221,0.008538134,0.0019704197,-0.002332203,0.022948977,0.014683612,0.014207938,0.0024606213,-0.00080877217,-0.10131526,0.041312236,-0.087300934,0.00035658546,0.0115441065,-0.00018323456,0.015545908,0.022867383,-0.00044826983,0.010605743,-0.03735087,0.104215354,0.0049303966
1,-0.013847037,0.019358022,0.009843098,0.023913898,0.055275436,0.0057682865,0.016003625,0.005885642,0.012396044,0.0052680187,-0.0014585822,0.010603743,-0.0016047428,-0.007283628,0.019569274,0.013874507,0.014702113,0.0046605584,-0.0055806492,-0.12697409,0.042395998,-0.097892836,-0.00333753,0.011663394,0.00015736482,0.018989477,0.026848992,-0.002139989,0.011345578,-0.04106905,0.13666569,0.04510611
2,-0.020235095,0.025385568,0.013799299,0.03126786,0.056211982,0.0075852703,0.021240113,0.006200098,0.017224358,0.0076369434,-0.0033202858,0.013357077,-0.001901659,-0.010466653,0.044819918,0.016807998,0.019635154,0.0069293845,-0.008191166,-0.17828335,0.060881488,-0.1450899,-0.004769367,0.015888738,0.0010979071,0.025426172,0.036052033,-0.00322061,0.014280157,-0.05756388,0.17234603,0.05116207
3,-0.02574606,0.030533984,0.016749617,0.037554074,0.051762342,0.009702827,0.02539085,0.0067267525,0.020715293,0.009146818,-0.0044312063,0.015503914,-0.0010021472,-0.012879397,0.062338535,0.019040657,0.023565305,0.008250659,-0.009388129,-0.21538053,0.06888534,-0.17254612,-0.0053945314,0.019822996,-0.003382648,0.030628106,0.043418027,-0.004004757,0.016195133,-0.08234456,0.19684123,0.05546164
4,-0.025928987,0.029550485,0.015044131,0.03862209,0.04637988,0.009647631,0.025405755,0.005644429,0.018315595,0.00846905,-0.005086329,0.016297389,-0.0023128022,-0.015302491,0.05996728,0.017509842,0.022726126,0.008813543,-0.011322019,-0.22492191,0.06480172,-0.16466787,-0.0074772793,0.019278029,-0.0143439155,0.03126837,0.044110708,-0.004761945,0.015746469,-0.08716825,0.20435403,0.06158372
5,-0.02885002,0.032564487,0.017523507,0.04175279,0.04322999,0.01060537,0.027224034,0.006095082,0.021093596,0.008454534,-0.005465158,0.017609224,-0.0011347776,-0.016078522,0.071442746,0.019494927,0.024951722,0.009193789,-0.011076926,-0.25603274,0.075195305,-0.17879707,-0.007814782,0.021749921,-0.02114565,0.03416882,0.048732348,-0.0046849176,0.017011998,-0.10582774,0.21241514,0.055472203
6,-0.021252522,0.019429328,0.0061281384,0.031388868,0.016969014,0.0072795553,0.017182162,0.00050916476,0.0058396948,0.0023750379,-0.005634662,0.009193093,-0.00015315578,-0.015573216,0.04357308,0.006739968,0.014862884,0.0061351173,-0.009939828,-0.17854658,0.00059626054,-0.06500152,-0.008594066,0.013055694,-0.022021262,0.020789817,0.029417358,-0.0053529157,0.0066125565,-0.05019063,0.162157,0.07065719
7,-0.013258829,0.012004629,0.0024932802,0.01994378,0.008247367,0.0045871986,0.011354138,-0.00122665,0.0014103445,0.0016595208,-0.0048715244,0.003923537,-0.00019461564,-0.0114627145,0.04980048,0.00039483132,0.008845736,0.005092386,-0.008120213,-0.13076699,-0.023589775,-0.04254333,-0.005803093,0.008014274,0.010013933,0.012676085,0.017076772,-0.004842064,0.001970133,-0.021632629,0.10089707,0.08147352
8,-0.021196153,0.025061445,0.012445916,0.02627216,0.048309192,0.009569339,0.020435099,0.004549932,0.017736923,0.011684104,-0.0037476192,0.005871056,0.0038902503,-0.0069837896,0.12201306,0.008808707,0.020462742,0.006648055,-0.0036153295,-0.16684061,0.011637969,-0.14328936,0.0027596112,0.016407587,0.03783229,0.018803075,0.024704868,-0.00376167,0.007249525,-0.041228674,0.11257435,0.09828151
9,-0.02901615,0.034115642,0.018935302,0.036337983,0.049164332,0.013657498,0.0276708,0.0079399645,0.02523872,0.01457518,-0.0038557465,0.011211495,0.0058254837,-0.0090068,0.13092297,0.016491607,0.02704707,0.008018097,-0.0037930883,-0.20731896,0.036476307,-0.18287146,0.002706243,0.023680748,0.027552934,0.02807533,0.038344014,-0.0049797664,0.013329659,-0.080607556,0.16316628,0.09789733
10,-0.031943403,0.037904743,0.020722425,0.04361216,0.047018137,0.015696699,0.030805338,0.009426854,0.024628991,0.011718079,-0.0035995655,0.014468842,0.006747251,-0.011311056,0.11117551,0.02009704,0.028994521,0.00853244,-0.005083672,-0.24494594,0.047368888,-0.18733601,0.00041864158,0.026536299,0.007196422,0.033380102,0.04721836,-0.0060784095,0.01616297,-0.1113021,0.19993755,0.08313116
11,-0.032454647,0.037887044,0.021186713,0.045075748,0.04103395,0.015217052,0.031856276,0.0083114505,0.025611578,0.012572359,-0.00484754,0.017190948,0.003661855,-0.01463277,0.11255968,0.020345815,0.029047016,0.009611328,-0.008064458,-0.25698304,0.062151857,-0.19956556,-0.0026505808,0.026667403,0.0010690956,0.036076218,0.050928738,-0.0065139,0.01735277,-0.1304346,0.2097882,0.08703568
12,-0.023970796,0.021914298,0.007735323,0.031663842,0.008925078,0.010949105,0.019803248,0.0010810941,0.008968395,0.006906014,-0.0056068003,0.0074585723,0.0038017582,-0.014395753,0.088063315,0.0042032804,0.017288806,0.0065922784,-0.006874531,-0.16396396,-0.00806063,-0.07248786,-0.003749774,0.015983213,0.0014466129,0.020099394,0.027773812,-0.006788742,0.0052417917,-0.06124088,0.14571987,0.09400079
13,-0.016434548,0.0142114675,0.0046541067,0.019899312,0.002952495,0.007762443,0.013267197,-0.0007760579,0.0053334376,0.0055908523,-0.004907745,0.0028289394,0.0038287004,-0.010451047,0.09472575,-0.0012373532,0.01124584,0.0053760274,-0.004515569,-0.12563355,-0.02312502,-0.05953871,-0.001923304,0.011192155,0.023740651,0.012282278,0.01640478,-0.005809,0.0011814667,-0.04078349,0.083527036,0.08995879
