t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
28,-0.015660495,-0.0028794848,-0.0026304333,0.0030263278,-0.010904328,-0.011650911,0.011045637,0.0070419027,-0.004746347,0.0066022747,0.005340235,0.0071837693,0.008231863
29,-0.013992139,-0.0005361113,-0.0037007232,-0.0014983582,-0.007624726,-0.0067287264,0.0063085216,0.005229551,-2.6263186e-05,0.00482639,0.0037561895,0.0049630855,0.009023304
30,-0.021348128,-0.004084655,-0.00072536303,0.0029141954,-0.012428256,-0.023978265,0.03090082,-0.001655087,-0.014863458,0.010051814,0.010155532,0.0113887,0.013672149
31,-0.029983478,-0.0030388671,0.008008553,-0.009039987,-0.014749868,-0.019124616,0.01736881,0.019392123,-0.017485153,0.00786979,0.008073461,0.008444684,0.02426454
32,0.36239377,-0.0029657022,0.24165475,-0.7365021,-0.28185683,-0.32630998,1.3960638,-0.08481384,-1.1894923,0.1929485,0.108105816,0.23530474,0.08546957
33,0.13177374,0.07959659,0.48699144,-0.6624713,-0.10886716,-0.336195,1.3853352,-0.5797893,-1.032782,0.16489556,0.138718,0.1980914,0.13470283
34,0.12125984,0.111152224,0.24058494,-0.42682752,-0.06287541,-0.21129556,1.0163058,-0.48324677,-0.7064086,0.1557953,0.13312994,0.1782087,-0.06578279
35,0.16137022,0.07044873,0.18271597,-0.31126225,0.0043692566,-0.28711858,0.25845873,0.042513467,-0.40373087,0.06549059,0.053934556,0.08266641,0.08014374
36,-0.008047859,0.0007499256,-0.0047729625,-0.0018181839,-0.0028955473,-0.0038548138,0.0053871777,-0.0015149297,-0.00042546005,0.0031681892,0.0029921138,0.0032160843,0.007816266
37,-0.0067001227,-6.151317e-05,-0.00038649116,-0.0037933525,-0.002831222,-0.0076596527,0.010007272,-0.0018752083,-0.0031635948,0.0028695816,0.0024017512,0.0029700708,0.008222484
38,0.100027785,0.0002931938,0.2021277,-0.31531325,0.058488842,-0.15552749,0.44278145,-0.20341675,-0.28440237,0.03793152,0.032432582,0.043666825,0.040910013
39,-3.3369735e-05,-0.0006597214,0.0002352194,0.0010507471,-0.0009446967,-0.0056237616,0.009605805,-0.004843188,-0.004455834,0.0015923438,0.0012289062,0.0017214462,0.001126103
40,-0.004290711,0.002161312,-0.004824342,0.0010247502,-0.0019246585,-0.008286617,0.0069619045,-0.0011318022,-3.2700653e-05,0.0030245115,0.0025311625,0.0033272405,0.0014599491
41,-0.0017210735,0.060251523,0.086538345,-0.10632187,0.026433855,-0.2696618,0.21557628,-0.23704728,0.05072082,0.027070861,0.024686702,0.028885243,0.094588414
42,-0.0025946046,-0.016243108,0.009145552,-0.006757743,-0.00035964604,-0.010514645,0.028660111,-4.0372317e-05,-0.0027639607,-0.0044901,-0.0047302567,-0.004482968,0.015171742
43,0.00092236005,0.001265172,0.0013492185,0.000201211,-0.00034314772,-0.005754267,0.008489683,-0.0061070933,-0.0031234904,0.0016111312,0.0011641269,0.0017068301,-0.0013817381
44,0.0071950792,-0.0036629678,-0.008372314,-0.015971806,-0.0023465795,-0.016931664,0.07064086,-0.021476287,-0.017467786,0.0030595637,0.0026072662,0.003932169,-0.0012055323
45,-0.0033050284,-0.021246126,0.05094245,-0.04309521,0.020506341,-0.09455667,0.1356242,-0.07675394,0.004229424,-0.0065299207,-0.007058384,-0.006191251,0.047434103
46,0.012119831,-0.010035345,0.04217733,-0.05059945,0.03417921,-0.15271917,0.19190758,-0.12306302,0.0005411641,0.00074560754,0.00023656516,0.0009628251,0.053546876
47,-0.0066960524,-0.003009915,1.0027902e-05,0.0004198988,-0.0067956205,-0.006734056,0.018886276,-0.0009997296,-0.009279212,0.0030741415,0.0027452498,0.003311409,0.0050675846
48,-0.020397862,0.008861335,-0.011868197,-0.00644342,-0.00591808,-0.0071568987,0.00227734,-0.0020282387,0.008925851,0.005976833,0.005491025,0.0062224264,0.016057888
49,-0.006717156,-0.015898034,0.02086211,0.017632646,-0.006830569,-0.010974559,0.007171834,0.004730489,-0.010877823,-0.00012563737,0.00031189123,-0.00018261225,0.00089741684
