t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
19,0.13916829,0.007161936,0.1984688,0.10890697,0.11121127,0.10653687,0.081620455,0.1337506,0.317818,0.39542443,0.38978663,0.43929237,0.1203286
20,1.124899,0.17123915,0.22901869,0.22247694,1.0459695,1.0020705,1.0605795,1.07954,1.0915002,1.1128666,1.0535234,1.1237541,0.7654258
21,0.16275635,0.0012152595,0.3721511,0.20908809,0.14351623,0.14517903,0.12629049,0.19018185,0.3345219,0.40970764,0.4166323,0.4787417,0.09585656
22,0.94718814,0.58754665,0.268506,0.31217065,0.9427622,0.8882258,0.92294407,0.9466186,0.94767797,0.9552095,0.9614268,0.94697535,0.9151946
23,0.6523311,0.02248209,0.57133394,0.43935323,0.6361051,0.60724354,0.64512295,0.6598368,0.69552124,0.7250051,0.70730203,0.7439761,0.41632724
24,0.16957931,0.001637841,0.20327629,0.125392,0.14246605,0.12898812,0.11535321,0.14024574,0.24100406,0.29048124,0.2820402,0.31802234,0.08366942
25,0.31149173,0.13202384,0.1939862,0.16036953,0.3285981,0.29641554,0.2840646,0.29354525,0.34612185,0.3752698,0.3980802,0.38708463,0.22494912
26,0.12846617,0.0013974047,0.3024151,0.18378562,0.10930802,0.108394876,0.10830524,0.1459613,0.24593224,0.29302803,0.30222896,0.33449626,0.15041338
27,0.1391956,0.0012668226,0.28546488,0.16032733,0.11813271,0.1129166,0.10993021,0.14219587,0.2458035,0.30555475,0.30260873,0.3505751,0.075919315
28,0.1563109,0.00088173954,0.124374114,0.072276734,0.11931253,0.09859757,0.084347956,0.09326666,0.13377194,0.15688461,0.14471032,0.16857886,0.039206617
29,0.40915278,0.010618565,0.30407423,0.24755207,0.40999204,0.37840238,0.38545838,0.39002138,0.42992234,0.45705685,0.4578384,0.47226351,0.18836106
30,0.5501317,0.007543021,0.6467085,0.52367127,0.5837753,0.5594799,0.5920351,0.61022687,0.6624666,0.6921831,0.694303,0.7130193,0.32344425
31,0.12143755,0.006082137,0.1615502,0.09967154,0.09219296,0.08060896,0.07010839,0.087041944,0.15008712,0.1794523,0.17058647,0.20188016,0.04580942
32,0.4516734,0.023140425,0.48164532,0.36189875,0.4625276,0.43564102,0.4398218,0.4446266,0.5045932,0.55212814,0.55852723,0.5822643,0.18868367
33,0.29630038,0.0022361702,0.3237762,0.21587288,0.30560413,0.27463594,0.27467355,0.27437252,0.3196995,0.3541923,0.35294455,0.3789156,0.07714347
34,0.16895038,0.008489783,0.35793623,0.23321652,0.14115204,0.13336842,0.14699699,0.17486955,0.238467,0.275126,0.27310774,0.3174446,0.08297103
35,0.7140582,0.0077571897,0.48193792,0.29215854,0.719811,0.69594765,0.74971163,0.748423,0.7783785,0.8080429,0.78330743,0.8314602,0.3082463
36,0.27654946,0.040510803,0.23101744,0.18575005,0.2493535,0.22939147,0.23361611,0.25098753,0.29747468,0.32233164,0.31341538,0.34186044,0.16765161
37,0.14659262,0.004062193,0.30339703,0.21621448,0.11585239,0.10439668,0.11178679,0.1337389,0.17733409,0.2019332,0.19968371,0.22983442,0.07186745
38,0.32238147,0.033517174,0.26859745,0.22199225,0.30317965,0.27802783,0.2819248,0.28846037,0.31916335,0.3407958,0.33237484,0.3547946,0.15885381
39,0.1501598,0.015174164,0.23383717,0.15996766,0.118934676,0.10619448,0.10507608,0.12949553,0.17544451,0.1965918,0.1963979,0.21988212,0.09524606
40,0.2029199,0.0015938742,0.20838319,0.13696514,0.16259116,0.13718738,0.12980117,0.14400697,0.1873246,0.20843635,0.20691742,0.2277647,0.08085071
41,0.14963517,0.0010670563,0.16009666,0.0856376,0.11613271,0.09076701,0.07976238,0.093657985,0.13870475,0.15961695,0.16993879,0.17576072,0.033574563
42,0.26014093,0.09434697,0.23969649,0.16949296,0.2390121,0.2081975,0.19760905,0.2215437,0.2815328,0.3096753,0.315857,0.33403283,0.16806579
43,0.8029853,0.20679495,0.21083066,0.2154836,0.78382987,0.70848525,0.75887096,0.77821076,0.78682935,0.79918224,0.784572,0.8028421,0.538748
44,0.40178826,0.0026843348,0.36176535,0.31012422,0.37271577,0.31648245,0.33194345,0.33552837,0.35730132,0.37272158,0.3591254,0.38423067,0.11669787
45,0.17351499,0.0024075755,0.22214793,0.13264248,0.1338314,0.10322579,0.093964785,0.12143266,0.18208593,0.2098209,0.21794324,0.24877957,0.117866404
46,0.18954895,0.0010073883,0.104137406,0.057541713,0.14948018,0.12030358,0.10988038,0.1426539,0.21248433,0.24314426,0.24665387,0.2853843,0.098232105
47,0.41443747,0.0045434884,0.49484956,0.44564107,0.36381948,0.33911568,0.38983983,0.42982265,0.4934111,0.5301408,0.4894129,0.5722881,0.26130334
48,0.32302028,0.003963923,0.19012704,0.16812392,0.26078552,0.20697235,0.20150802,0.21134159,0.2311893,0.2419939,0.22266823,0.25073567,0.12294861
49,0.58388585,0.21299733,0.29563272,0.28408945,0.557812,0.49946553,0.5406086,0.5609934,0.5805883,0.59411323,0.5825555,0.6010141,0.43398026
