t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.46664384,0.46887565,0.49607873,0.44997382,0.41863492,0.47235313,0.4723646,0.4636046,0.48574936,0.47986904,0.46838146,0.49212182,0.4822782,0.4678267,0.611437,0.47444773,0.45530882,0.48673782,0.48591465,0.5892323,0.54215443,0.5761119,0.4654141,0.48402688,0.61726916,0.49055144,0.4891296,0.47728345,0.48078787,0.5537367,0.43304357,0.5812626
1,0.47052172,0.47218865,0.498171,0.45550853,0.3942279,0.47268513,0.47345215,0.46498683,0.4880747,0.48006973,0.46929526,0.49261785,0.4829471,0.46914515,0.64071035,0.47876412,0.45920485,0.48939455,0.48602057,0.6156523,0.5527361,0.5700039,0.4664525,0.48538983,0.631561,0.49101532,0.49001834,0.4786581,0.4803267,0.56954527,0.43657768,0.58492327
2,0.47970605,0.48039255,0.5080882,0.45959848,0.3640771,0.47217476,0.47769898,0.46613538,0.5003318,0.48188114,0.4700381,0.49777442,0.48520342,0.47306666,0.6541575,0.48408285,0.46188262,0.4958766,0.4889293,0.638611,0.5520429,0.5729249,0.46859458,0.4894401,0.606002,0.49877533,0.4968869,0.48031405,0.48229071,0.5570639,0.44325405,0.553581
3,0.46290678,0.46462637,0.49502718,0.4465803,0.39530808,0.46689427,0.4675929,0.45836452,0.48325306,0.47649172,0.46288365,0.48943326,0.47846296,0.463347,0.65277326,0.47298643,0.45077994,0.4850456,0.4820551,0.62498826,0.55921465,0.58847404,0.45929137,0.48093694,0.6512422,0.4872021,0.48555368,0.47433925,0.47617406,0.5767009,0.42139986,0.59911543
4,0.4679227,0.46963125,0.50463057,0.44361448,0.35609546,0.46314684,0.468292,0.4552718,0.49419174,0.47544008,0.45988187,0.4932244,0.47868425,0.4634524,0.6749791,0.47487435,0.44757327,0.48928583,0.48382118,0.6596948,0.56094354,0.60078424,0.45783767,0.4830765,0.6338389,0.4941554,0.49164578,0.4727025,0.4758023,0.56975824,0.42062527,0.5770324
5,0.46685243,0.47055766,0.49622932,0.45603675,0.3488087,0.46716708,0.46816528,0.4618004,0.48575866,0.47567248,0.46439642,0.48662934,0.47834173,0.4646242,0.72043455,0.4800749,0.4568053,0.48611587,0.4817499,0.68792224,0.5804698,0.5780155,0.46135986,0.48244444,0.6860516,0.4854375,0.48616862,0.47531414,0.47448725,0.62068236,0.42840436,0.62430596
6,0.49675503,0.49726254,0.5000211,0.4968304,0.4795833,0.49305817,0.49625364,0.49467793,0.50052273,0.4976931,0.49412495,0.49704343,0.49486002,0.4964107,0.54432404,0.4981974,0.49479067,0.49766067,0.4958581,0.53850937,0.5129895,0.51946515,0.49337178,0.4965167,0.5330954,0.497381,0.49719238,0.49645466,0.4961343,0.51160234,0.48553193,0.51349264
7,0.48226488,0.48282665,0.4975604,0.47509372,0.42937014,0.48226544,0.4834051,0.47852355,0.4920158,0.48760352,0.4805339,0.49329612,0.48821968,0.48096132,0.60632855,0.4873958,0.47575343,0.4921533,0.4899161,0.5912576,0.53991395,0.54436356,0.47881296,0.49004284,0.5975517,0.49251038,0.49225175,0.48655492,0.4870466,0.5548436,0.4592457,0.56282145
8,0.4965462,0.49719876,0.5000042,0.4959423,0.47806033,0.49387297,0.4964423,0.4946273,0.500101,0.49743885,0.49441344,0.49742457,0.49569806,0.49605256,0.54231435,0.4978401,0.4944694,0.49774376,0.49642643,0.53456265,0.51144975,0.5169432,0.49411646,0.49715173,0.5317291,0.4980427,0.49823985,0.49652305,0.4964664,0.51104724,0.487834,0.51411176
9,0.4977203,0.4984948,0.50001097,0.49815905,0.4756423,0.4954646,0.49748537,0.49626726,0.5001314,0.4979582,0.4959486,0.4977372,0.49674687,0.4968756,0.5441476,0.4991213,0.49648744,0.49842504,0.4971318,0.5350443,0.51268744,0.51111245,0.49576485,0.49808642,0.5329818,0.49823883,0.49884325,0.49750766,0.4972537,0.5161985,0.49184284,0.51679254
10,0.47207507,0.4736722,0.49681407,0.46006414,0.40239254,0.47467884,0.47535083,0.4679511,0.48813853,0.48172617,0.47132483,0.49140197,0.4835811,0.47132084,0.6439927,0.48018536,0.46245876,0.48839,0.4862163,0.6198341,0.55224955,0.5636019,0.46880656,0.48611993,0.6287562,0.4901608,0.48980558,0.48011687,0.48148695,0.57163495,0.44195917,0.5861234
