t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
0,0.51462567,0.0030062182,0.2136963,0.13543749,0.46240452,0.3725472,0.388686,0.39315757,0.39950648,0.40865743,0.380995,0.40856433,0.14543174
1,0.5511237,0.082752995,0.37792507,0.2990573,0.51926845,0.44927183,0.4873065,0.4888547,0.50457203,0.5229621,0.49590334,0.53153914,0.21846814
2,0.6299541,0.33274913,0.27924848,0.28736877,0.6025563,0.5313236,0.5757476,0.60715675,0.6156663,0.62281173,0.61983395,0.62117976,0.5553309
3,0.58978856,0.010658996,0.3837705,0.24119967,0.55581474,0.48990318,0.52133995,0.51755285,0.53649825,0.56675655,0.5269654,0.58063334,0.12803176
4,0.698953,0.23593327,0.2511285,0.26913482,0.687283,0.6059022,0.6628613,0.6918838,0.7001139,0.7097179,0.71058625,0.7109656,0.54239064
5,0.61970985,0.006783119,0.8002509,0.6800374,0.65663874,0.6310343,0.7235171,0.77586496,0.84506255,0.8835965,0.90245944,0.93402475,0.42950827
6,0.17509289,0.0019389961,0.15462461,0.082222015,0.13558936,0.1133545,0.09215428,0.14027761,0.24299447,0.27964842,0.29160535,0.31685013,0.1485329
7,0.39352992,0.0038044348,0.33670202,0.3038379,0.34899205,0.30281007,0.31769454,0.3360082,0.36727154,0.3850371,0.37306902,0.39924607,0.18729968
8,0.16581781,0.0018422417,0.15832664,0.081747085,0.12676483,0.107567206,0.08705969,0.1392968,0.24393745,0.28027132,0.28949907,0.31672588,0.15327018
9,0.15670018,0.0030768323,0.21277319,0.12664302,0.121907115,0.103623316,0.091153756,0.1368723,0.23073727,0.2639696,0.27962846,0.30509758,0.16573681
10,0.50841135,0.0034673295,0.41527772,0.35236582,0.47520074,0.41595563,0.44892278,0.46801624,0.48766592,0.5050175,0.4866345,0.516695,0.25110132
11,0.4700733,0.044220954,0.41990983,0.35327342,0.43514034,0.3964308,0.42829,0.44872984,0.4720985,0.48699987,0.47421727,0.5025777,0.32455876
12,0.18427972,0.039529473,0.16989517,0.10673344,0.14909309,0.12962991,0.12745863,0.15867092,0.21235146,0.2412254,0.23966727,0.27407482,0.10423596
13,0.500536,0.084479325,0.16970906,0.15734279,0.47963184,0.43522233,0.46482313,0.4818656,0.5144815,0.53089654,0.51786876,0.54266196,0.2898544
14,0.6848307,0.016792262,0.5424776,0.44726297,0.66751575,0.6129835,0.6615336,0.6753241,0.6896945,0.709781,0.68879586,0.72082514,0.36442307
15,0.8955155,0.030076237,0.42887893,0.29510552,0.8771228,0.81182367,0.8752442,0.8701767,0.88504654,0.9134319,0.87411803,0.92188483,0.37873858
16,0.19048227,0.0014087622,0.15284503,0.10111112,0.16660035,0.13854538,0.12685597,0.14590545,0.18678689,0.20547259,0.21173519,0.22287516,0.088275425
17,0.13650179,0.0019541911,0.22127955,0.105884194,0.10602752,0.1026098,0.071305595,0.12766181,0.30709934,0.3726667,0.3822621,0.4218205,0.13850158
18,0.48098478,0.034085147,0.28905332,0.21286291,0.47880295,0.43517265,0.43842983,0.43856856,0.4449975,0.44796336,0.46595478,0.44381997,0.27984715
19,0.124905854,0.0014903119,0.1948444,0.08935263,0.09420135,0.09234031,0.05620037,0.11155508,0.29948434,0.36239567,0.36787036,0.3983177,0.17248711
20,0.12719178,0.016052056,0.17694376,0.08349629,0.10299871,0.10211498,0.06803654,0.11809224,0.3191063,0.39755067,0.3998427,0.43346855,0.16219486
21,0.12384292,0.004380312,0.15532672,0.06935382,0.09856672,0.09565214,0.060852192,0.1111258,0.3208495,0.40638387,0.3964122,0.4450953,0.11559301
22,0.126779,0.0010500682,0.1724809,0.071878985,0.09640149,0.09489277,0.05411964,0.10551053,0.3329936,0.42864722,0.42285648,0.4707382,0.10758227
23,0.12180281,0.005550731,0.23479643,0.11815695,0.09577226,0.08695999,0.06976913,0.10849657,0.20598635,0.24986975,0.25811931,0.29813206,0.10316703
24,0.1336471,0.0016721345,0.0969379,0.041035157,0.110618606,0.08950693,0.059326462,0.07638104,0.1687174,0.2113174,0.21261135,0.22642037,0.046107173
25,1.0010806,0.5875341,0.30796617,0.36181486,0.98668015,0.9365749,0.97659075,1.001512,1.0000365,1.0050197,1.0030074,0.99238425,0.960312
26,0.7278746,0.01834552,0.68171364,0.5597386,0.7343928,0.6978693,0.73349786,0.74477863,0.7800341,0.8061421,0.7973532,0.8191797,0.4079841
27,0.11827233,0.002700089,0.23604764,0.11491743,0.09108189,0.090016976,0.06252601,0.11197313,0.2673256,0.32171544,0.3248066,0.37111846,0.1073323
28,0.2704353,0.02035998,0.31148443,0.24951671,0.26499104,0.24400726,0.23460369,0.25603634,0.3431481,0.38724282,0.3873946,0.41277853,0.17127965
29,0.91972834,0.1889397,0.18952455,0.21474276,0.89919364,0.848436,0.89364797,0.8989526,0.9068555,0.9268804,0.8994413,0.923763,0.60276794
30,0.19832398,0.042479683,0.14193054,0.0923509,0.16903616,0.15445006,0.14096196,0.16439463,0.25413576,0.29499257,0.30105284,0.32329282,0.14541419
31,0.75247884,0.09939449,0.42465693,0.39043736,0.73852134,0.69824964,0.7425551,0.7479207,0.7658515,0.78631747,0.76341176,0.7969069,0.46271953
32,0.8631588,0.010982164,0.59726685,0.45575237,0.85553247,0.81095874,0.8650165,0.8563984,0.8755102,0.90882206,0.8575186,0.9223219,0.33724737
33,0.122716285,0.0010307408,0.20957695,0.10214776,0.09380238,0.07933635,0.060409054,0.08537255,0.18548432,0.22802667,0.22320893,0.26600105,0.047335196
34,0.2885057,0.016014582,0.28497747,0.20199426,0.27945128,0.2523044,0.24600379,0.26764458,0.34146872,0.3711299,0.37699994,0.39463583,0.19969706
35,0.11761466,0.0035869104,0.19075373,0.095588304,0.08986292,0.07930491,0.05651696,0.09397853,0.22229353,0.26607725,0.27128014,0.30338183,0.12124109
36,0.13199091,0.0011257699,0.20162608,0.09825975,0.09742195,0.0839158,0.057942867,0.09437447,0.23132755,0.28311583,0.2869121,0.32115036,0.10813572
37,0.26622954,0.0013651365,0.2159398,0.15332013,0.23343895,0.1966595,0.18311347,0.19427982,0.23870812,0.26039353,0.2552543,0.27558336,0.089843236
38,0.20061927,0.0030560526,0.1848935,0.13519174,0.16469483,0.13838679,0.12191455,0.13801654,0.19653212,0.22105893,0.22069511,0.24176896,0.09722693
39,0.41148454,0.0018807505,0.25914192,0.14097059,0.39636374,0.3571801,0.36784154,0.3691811,0.39752883,0.41778824,0.40377563,0.42930713,0.1428748
40,0.47597405,0.0140252635,0.37264216,0.24748951,0.46304035,0.42375967,0.44246295,0.44835368,0.47611895,0.49645972,0.48636255,0.5130408,0.2069898
41,0.29509786,0.13437818,0.2050526,0.17151505,0.26688623,0.23709191,0.23410779,0.25442913,0.2957548,0.31245035,0.30920583,0.32375836,0.22037658
42,0.39029714,0.0021094445,0.1972714,0.16258156,0.3580909,0.31614596,0.32721794,0.32699925,0.35355487,0.37648085,0.3459253,0.390975,0.10749504
43,0.6665632,0.013630487,0.65649074,0.5235799,0.6657003,0.6257087,0.6876596,0.688207,0.71646667,0.7583138,0.71599543,0.786203,0.194342
44,0.14527032,0.0013885673,0.16470748,0.08677607,0.10804662,0.08156659,0.059670106,0.08847112,0.18252319,0.21828926,0.22218269,0.250072,0.0878295
45,0.1770753,0.013354902,0.16238141,0.09313061,0.14029962,0.10763097,0.08836167,0.11617863,0.1950282,0.22388706,0.23053916,0.25222254,0.11914957
46,0.5499907,0.0025098636,0.36034974,0.24381891,0.51854235,0.45625344,0.4851162,0.47639623,0.4926483,0.51792926,0.479878,0.52947044,0.13173147
