t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
23,0.41715837,0.01172348,0.31010485,0.27614424,0.3957438,0.36870742,0.3828668,0.39314193,0.43926433,0.4721394,0.45483044,0.4906904,0.21022657
24,0.1391135,0.003025729,0.07387027,0.04524616,0.113273054,0.0885509,0.06892665,0.07493909,0.10643819,0.11641679,0.115326166,0.11702775,0.029623557
25,0.90659094,0.16244322,0.55148596,0.3821692,0.9038222,0.9009927,0.9640152,0.9840602,0.986155,0.9904154,0.99505895,0.9989367,0.74640226
26,0.5480035,0.06026036,0.48742452,0.38595474,0.57656544,0.53903776,0.55651736,0.5696416,0.59563243,0.61384165,0.6296142,0.6231454,0.40063167
27,0.14649779,0.010350315,0.26626652,0.16233198,0.12070644,0.10794837,0.109165505,0.13255818,0.18506864,0.21539403,0.21392997,0.24930398,0.07308647
28,0.132494,0.0013453021,0.28538063,0.16653596,0.111327365,0.101193175,0.106778674,0.12820661,0.17875226,0.21109436,0.20846501,0.24878132,0.052116316
29,0.69333076,0.11415374,0.37657434,0.3744998,0.65375805,0.61751616,0.65896964,0.66871107,0.68750775,0.70869637,0.6628238,0.71900237,0.4525978
30,0.87788826,0.015224853,0.61243266,0.49238682,0.87662125,0.831028,0.88571346,0.8852825,0.8979834,0.92601526,0.8880772,0.9348965,0.4136042
31,0.14636557,0.017361578,0.23032151,0.14017831,0.11904254,0.10634187,0.09264738,0.118264325,0.18946762,0.22151259,0.21806145,0.24833605,0.070853576
32,0.5685595,0.0027552126,0.50214744,0.41067436,0.5622467,0.5246351,0.5496442,0.5399141,0.5579816,0.58444256,0.56214535,0.59576267,0.17791714
33,0.13324168,0.004075872,0.24512091,0.14305289,0.10359428,0.091050394,0.076027595,0.10604686,0.19072181,0.22415255,0.2186355,0.25080687,0.0751097
34,0.2479528,0.032947,0.25301385,0.17109546,0.22809365,0.20306489,0.19531448,0.21225664,0.27367532,0.31090495,0.30557218,0.3359806,0.12858635
35,0.14858545,0.022628779,0.2078795,0.12518027,0.118669584,0.10576415,0.087986775,0.12045904,0.20621765,0.23510683,0.23184349,0.2578412,0.113728814
36,0.123069204,0.0047658663,0.19818279,0.109962836,0.09605102,0.08477225,0.06524978,0.09972178,0.19744283,0.22924559,0.22797796,0.25314274,0.10473543
37,0.1520141,0.012316448,0.19982398,0.10862479,0.116439566,0.101393156,0.079707585,0.11322735,0.21280864,0.24831368,0.23559935,0.27502012,0.07168098
38,0.1520141,0.012316448,0.19982398,0.10862479,0.116439566,0.101393156,0.079707585,0.11322735,0.21280864,0.24831368,0.23559935,0.27502012,0.07168098
39,0.29101664,0.11488756,0.24043423,0.1894399,0.26286286,0.24030155,0.2328269,0.2619254,0.34093884,0.37554085,0.3659452,0.39616832,0.22078091
40,0.12824985,0.0013835335,0.20446397,0.10520932,0.099050485,0.08409726,0.063118584,0.09159731,0.19385402,0.2327769,0.23024523,0.26018283,0.069487095
41,0.15603825,0.0010968363,0.2173677,0.11344603,0.11952952,0.099503756,0.07656949,0.10826516,0.21054006,0.25044113,0.24179783,0.27969724,0.06566099
42,0.45873234,0.002070021,0.3832325,0.3080814,0.44842178,0.40075624,0.409461,0.41149879,0.42738962,0.44039044,0.43352643,0.4455021,0.17232622
43,0.2892968,0.0015482561,0.27469027,0.16555355,0.26960245,0.24219279,0.23853326,0.25735492,0.32934982,0.36528283,0.3562998,0.3929913,0.104959235
44,0.4713753,0.0020256147,0.4385265,0.35789877,0.45593938,0.41788906,0.44847742,0.45355543,0.47959867,0.50100213,0.47621402,0.51591676,0.159989
45,0.19233714,0.0012765771,0.059679225,0.029453345,0.13969511,0.09333985,0.06204797,0.07411165,0.11120682,0.12094544,0.1131842,0.12502666,0.033037867
46,0.16841288,0.0016214027,0.14283252,0.077703506,0.12802412,0.0959405,0.06946592,0.099210046,0.17817011,0.20212518,0.201436,0.21885756,0.10376341
47,0.34705633,0.021909205,0.24402745,0.22813056,0.28760847,0.2366394,0.23677218,0.25236303,0.28587756,0.30408743,0.27932847,0.3167588,0.15679358
48,0.6315598,0.18598145,0.27925488,0.27318597,0.6080737,0.5404593,0.59027743,0.60751903,0.6229465,0.6379575,0.6211172,0.64637107,0.42637143
49,0.45781425,0.01952247,0.32041273,0.26851478,0.4231453,0.3643389,0.3909932,0.4107561,0.43870264,0.45725295,0.44239357,0.47256324,0.19452697
