t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
0,0.3116568,0.0023290643,0.092198916,0.061908994,0.25281432,0.179715,0.15948458,0.15991116,0.17207912,0.17566931,0.16100982,0.17211644,0.055311512
1,0.53232914,0.11868462,0.24490254,0.23105727,0.5097334,0.4459209,0.4825446,0.50994503,0.53036106,0.5426459,0.53823936,0.5528054,0.3683089
2,0.81709933,0.11083038,0.5226579,0.3957505,0.87861735,0.7622028,0.82799846,0.84888846,0.8476917,0.8493453,0.918254,0.8443847,0.4993386
3,0.58983654,0.05311698,0.23502156,0.16676287,0.55186516,0.47961035,0.5160546,0.5231841,0.5364718,0.55078274,0.51271635,0.55459523,0.22864302
4,0.6462772,0.00551012,0.61230606,0.4831706,0.64272094,0.5921035,0.6685581,0.6866629,0.71277165,0.7375879,0.7119831,0.75778097,0.31255177
5,0.5946261,0.018494816,0.27028644,0.18869615,0.5309023,0.45696026,0.47244632,0.47597918,0.48141336,0.49182194,0.45266408,0.49305144,0.21574354
6,0.7799165,0.26481023,0.28116012,0.3163537,0.7650967,0.6816145,0.7526954,0.78943026,0.8008303,0.8160794,0.80941933,0.8187573,0.6529262
7,0.4338824,0.0030140842,0.34712648,0.34092513,0.4073219,0.35950935,0.387178,0.410783,0.44469,0.463033,0.44496462,0.4771829,0.20055936
8,0.41683835,0.05163381,0.26138884,0.1942611,0.39323553,0.3367254,0.3534964,0.37074876,0.39621282,0.4113976,0.40232477,0.42127037,0.21101828
9,0.6053688,0.008597008,0.5693616,0.499301,0.5837844,0.5304885,0.59524524,0.6271355,0.6565428,0.6844152,0.6556319,0.7051332,0.33510047
10,0.7727478,0.01810446,0.5188463,0.38783288,0.7562343,0.6961479,0.751407,0.7668426,0.77826715,0.7977487,0.773794,0.8048465,0.42968404
11,0.14723493,0.002030246,0.21779847,0.12880656,0.11952552,0.108286336,0.111333944,0.15208563,0.20737018,0.2344265,0.24513596,0.27137586,0.13196488
12,0.11415197,0.0045864875,0.22290067,0.12193099,0.09109815,0.08646379,0.074332155,0.11726087,0.21370019,0.24709815,0.26168326,0.28404632,0.1662537
13,0.124903716,0.0014628359,0.19167471,0.08777242,0.09437734,0.09137591,0.054834705,0.11130827,0.2944849,0.35601124,0.35302657,0.38843665,0.16219747
14,0.22292371,0.03646804,0.1972685,0.12000671,0.19097976,0.17558469,0.14747085,0.1878691,0.35644934,0.43196502,0.42405424,0.4608272,0.17325196
15,0.12274466,0.0045920718,0.17805092,0.08323097,0.09446505,0.090860985,0.059320774,0.11122949,0.32963374,0.42875108,0.4191374,0.46672675,0.13309295
16,1.0135747,0.02670892,0.46657497,0.31885582,1.0167289,0.96117353,1.0097297,1.0025755,1.0068799,1.0409895,1.008349,1.0456243,0.4435551
17,0.46998385,0.0019668192,0.44712517,0.3713815,0.40481788,0.39141217,0.41618308,0.42891258,0.5023826,0.55521065,0.48775122,0.58173746,0.15467861
18,0.62845874,0.023561997,0.61250937,0.49412158,0.62306213,0.59875935,0.6371381,0.654125,0.70495623,0.7408875,0.73381907,0.76412255,0.41706648
19,0.47171518,0.17217593,0.26742563,0.24668054,0.44741228,0.4222229,0.43161842,0.45085666,0.5074094,0.54188025,0.52600837,0.5560689,0.35577825
20,0.8881565,0.0126094725,0.5506823,0.4353192,0.87289953,0.8173776,0.8608218,0.85966575,0.8666966,0.89548033,0.8629289,0.9070472,0.37539545
21,0.11168083,0.0013606251,0.24854809,0.13203546,0.09045893,0.087624185,0.07328382,0.117673926,0.23254783,0.2789214,0.28235713,0.31579572,0.13074155
22,0.17225945,0.011277301,0.28125426,0.17026503,0.15350246,0.1445652,0.13904747,0.1705717,0.26954922,0.321179,0.32135364,0.36286765,0.10393473
