t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.42799884,0.43528247,0.46587506,0.4301585,0.28344974,0.4538735,0.44212988,0.44907588,0.4583968,0.4526594,0.4486093,0.4597734,0.4596514,0.4326918,0.21887192,0.41448957,0.42174533,0.45784888,0.4614722,0.2923507,0.4457862,0.31273586,0.4354629,0.45413405,0.2171116,0.45716542,0.45816666,0.447008,0.46374032,0.36755142,0.5892954,0.24834184
1,0.42231423,0.4342847,0.4652476,0.42793828,0.20218396,0.44798186,0.43893373,0.44264653,0.45838538,0.44648278,0.44273192,0.45652637,0.45554876,0.42557192,0.1369777,0.40404245,0.41425854,0.45640376,0.4568055,0.27386045,0.40525797,0.2586496,0.43155512,0.4486877,0.117517725,0.45448816,0.45418066,0.43817592,0.45962003,0.32540956,0.59807956,0.18437622
2,0.4773731,0.47885442,0.48517087,0.48251954,0.4158969,0.48292854,0.48118517,0.48093364,0.4830434,0.48123425,0.48177996,0.48307237,0.48492432,0.47768503,0.36207482,0.4688016,0.4737735,0.48356083,0.4848144,0.38537827,0.4802465,0.4172023,0.47987795,0.48062265,0.37473854,0.4818974,0.48054066,0.47920308,0.48503795,0.45650867,0.5267118,0.39094308
3,0.49176592,0.49533632,0.49366835,0.4989938,0.4189739,0.4929609,0.49556622,0.49210206,0.49362165,0.49151373,0.4928379,0.49272594,0.4930809,0.49320272,0.3792242,0.49389365,0.4938176,0.49398527,0.49200866,0.37679845,0.48297113,0.47174704,0.49463484,0.49145257,0.39374387,0.49226764,0.49089304,0.4891053,0.49191484,0.49801898,0.5039621,0.40597767
4,0.47330117,0.47742873,0.48669687,0.478167,0.36533785,0.48111343,0.47977352,0.47909206,0.48466092,0.48024052,0.47920942,0.48351467,0.48367998,0.47452652,0.32454884,0.46899742,0.47158697,0.48464075,0.4832652,0.35985857,0.46246734,0.40879774,0.47674373,0.48076165,0.32654026,0.48257196,0.4815336,0.47688773,0.4841651,0.4491368,0.5284468,0.34011644
5,0.41611183,0.42869186,0.45975244,0.42543024,0.1868591,0.44387907,0.43529874,0.43780217,0.45245153,0.44184855,0.43786412,0.4512509,0.4505899,0.4220279,0.12290433,0.40559006,0.41216868,0.45117548,0.45135477,0.20064797,0.40043172,0.2665875,0.42668554,0.44388956,0.115122005,0.44840145,0.44782606,0.43243217,0.45387232,0.35128906,0.5936546,0.14292374
6,0.42361858,0.42872092,0.45973873,0.42871323,0.25829506,0.4477102,0.43700635,0.4418892,0.45211136,0.4456728,0.4421297,0.4526108,0.45460704,0.42641717,0.18949446,0.4038537,0.41429088,0.45217317,0.45588645,0.25265577,0.42754903,0.28349185,0.43042022,0.44612178,0.18496244,0.44946837,0.44870508,0.43952027,0.4578076,0.35637468,0.5899232,0.19908063
7,0.42705697,0.4370393,0.46278635,0.43714833,0.20928608,0.44972456,0.44316956,0.443871,0.45646968,0.44725513,0.4447554,0.4551964,0.4558115,0.43137926,0.14419971,0.414515,0.42222545,0.45592,0.45626992,0.21286531,0.40950045,0.29152077,0.43619648,0.4483334,0.13125993,0.45253026,0.45121944,0.43873435,0.45797804,0.36702618,0.5804499,0.16672565
8,0.49386027,0.49304786,0.49239218,0.50062805,0.42992312,0.4926198,0.49506038,0.49111906,0.49197322,0.4912953,0.49254265,0.4913988,0.49352568,0.49337253,0.4162921,0.49175856,0.49303234,0.49381068,0.49227417,0.36737788,0.47919843,0.478249,0.4944891,0.49012345,0.41668817,0.49054983,0.48825848,0.4894845,0.49183825,0.49599072,0.49748465,0.40701956
9,0.44744322,0.4545476,0.47313735,0.4555474,0.27065182,0.4642977,0.45979926,0.46022195,0.4682227,0.46233377,0.4606908,0.46791103,0.46852717,0.45201597,0.22554319,0.44381455,0.4465703,0.46895653,0.4682475,0.24474421,0.43622637,0.36352804,0.45413336,0.46342003,0.22092353,0.465696,0.4648826,0.4561461,0.46937695,0.41191095,0.5505972,0.23681103
10,0.47269532,0.47503367,0.48385814,0.47979066,0.35126784,0.4797619,0.47897828,0.4768498,0.48145247,0.47840044,0.4778665,0.48091102,0.48225957,0.47448713,0.32266584,0.46982884,0.47163278,0.48279592,0.48141786,0.3048688,0.45814463,0.42369223,0.47563645,0.4781894,0.32101277,0.4794207,0.4777969,0.4744191,0.48174298,0.459051,0.52075034,0.31629258
11,0.47617477,0.478382,0.48578888,0.4824943,0.36549547,0.4819066,0.48165503,0.47925133,0.48413584,0.48082432,0.48009858,0.48295775,0.48397958,0.47724712,0.32555065,0.47247002,0.4744998,0.48467025,0.48332822,0.3298883,0.4635798,0.4231457,0.47881407,0.4804582,0.33249134,0.48183686,0.4801087,0.4770586,0.48358396,0.4653112,0.5208346,0.3271146
12,0.49559972,0.49566597,0.49492136,0.5012449,0.43036988,0.49459815,0.49730617,0.49332228,0.4951493,0.4938676,0.49419975,0.4939645,0.49496853,0.49573496,0.4138245,0.49657413,0.49609387,0.49609193,0.4938126,0.37838495,0.4808214,0.48305035,0.49621248,0.49312937,0.42351392,0.4934636,0.49163336,0.49176857,0.49349236,0.506673,0.49615678,0.3991543
13,0.49632412,0.49666452,0.49617356,0.5002534,0.4462103,0.49545226,0.4976892,0.49470863,0.49666974,0.49509323,0.49496228,0.49525362,0.49570912,0.49639788,0.42718658,0.49703825,0.4962682,0.4968103,0.49481168,0.4119618,0.4827048,0.4735058,0.49682748,0.49459836,0.43815467,0.4951464,0.49372646,0.4932406,0.49477923,0.5047853,0.498653,0.4069425
14,0.49267635,0.49367177,0.4949141,0.4964678,0.43457517,0.49349815,0.4949821,0.4926425,0.49495745,0.49322435,0.49277574,0.49387017,0.49396485,0.49344695,0.41668528,0.49390697,0.49274576,0.4951519,0.4931482,0.3986727,0.47995546,0.46811533,0.49362576,0.49294335,0.42570332,0.49367717,0.49256143,0.49094608,0.4933673,0.4990302,0.50290376,0.39493266
15,0.49130204,0.49306706,0.4945887,0.49531686,0.42353722,0.49255884,0.4941151,0.4916186,0.49472392,0.49231324,0.49173123,0.49332547,0.4931034,0.4921491,0.39710012,0.49195257,0.49109674,0.4945137,0.49232948,0.39769253,0.4770484,0.45753103,0.49258006,0.49212304,0.40611023,0.4932457,0.49212584,0.48958945,0.49268255,0.49440238,0.50596267,0.3840529
16,0.4959345,0.4972863,0.49632528,0.5003292,0.43993035,0.49547327,0.4979484,0.4947881,0.49701515,0.49523586,0.49497825,0.49568892,0.495425,0.49666157,0.41339928,0.4976621,0.49627277,0.49681842,0.49449888,0.4054161,0.4816213,0.4703183,0.49683842,0.49483347,0.42716613,0.49575964,0.49453488,0.4927373,0.49474218,0.5070523,0.50026536,0.39817095
17,0.4879832,0.4899606,0.49287775,0.4918117,0.4177842,0.4902827,0.4912322,0.48906812,0.49286744,0.49002966,0.48908284,0.49137366,0.49103943,0.48864508,0.3787895,0.48622227,0.48662093,0.49221283,0.4904952,0.39964637,0.47561175,0.44174674,0.48947403,0.48981157,0.39101058,0.49129117,0.49019974,0.4870575,0.4910512,0.48670742,0.5126046,0.37223786
18,0.49610204,0.49728435,0.49643725,0.50007874,0.44280198,0.49536043,0.49779308,0.49471527,0.49724248,0.4951809,0.4948194,0.49578038,0.49545208,0.49630013,0.41462052,0.49592295,0.49546787,0.49677947,0.49460912,0.41907614,0.47999448,0.46407712,0.49680182,0.49476728,0.42404228,0.49599302,0.49476838,0.49273735,0.49502784,0.5019541,0.50189245,0.39923552
19,0.36643744,0.37733373,0.43529928,0.36910218,0.13427761,0.41141984,0.3904888,0.4021358,0.42163312,0.40979064,0.4011074,0.42334515,0.42323554,0.37300342,0.087329894,0.3391625,0.35293615,0.4205262,0.4264718,0.16624784,0.36298114,0.18137313,0.37809286,0.4124806,0.06893273,0.41870746,0.42014498,0.39865467,0.43112484,0.25135398,0.65752375,0.08343727
20,0.49656457,0.4927491,0.49343476,0.49874893,0.4761767,0.49410278,0.49493718,0.49274388,0.49351737,0.49340537,0.49371356,0.49273208,0.4950981,0.4940662,0.45886448,0.4871441,0.49157533,0.49438256,0.49474669,0.43546534,0.4929219,0.47890908,0.4949925,0.49168384,0.4691313,0.4920934,0.49028984,0.49284104,0.49407077,0.49538502,0.50392365,0.4442951
21,0.4908716,0.4927389,0.49353695,0.49480125,0.43269435,0.49211764,0.49338973,0.49161825,0.49344045,0.4912747,0.49174273,0.49265394,0.49277353,0.4916469,0.4063611,0.48933282,0.4899359,0.49349084,0.49198696,0.40222907,0.48155174,0.46172425,0.49247295,0.4911584,0.41202173,0.49248642,0.49163952,0.48901019,0.49225107,0.48912156,0.50928223,0.4030397
22,0.41014642,0.42346564,0.4632474,0.41398415,0.139611,0.43828845,0.4287138,0.43179524,0.4558855,0.43785736,0.43165916,0.45079336,0.44907323,0.41046274,0.095246814,0.38224143,0.39632905,0.45311958,0.45048833,0.25408894,0.36932403,0.21235389,0.4196438,0.44054678,0.06844731,0.44927907,0.4481347,0.4273096,0.45441598,0.26969728,0.6187044,0.13484758
