t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.0733611,0.11010747,0.061900966,0.1124782,0.5293052,0.032902878,0.08581388,0.038208257,0.09441596,0.05084864,-0.0018628273,0.048153263,-0.001270504,-0.016629918,0.35142535,0.081060134,0.0937487,0.021680303,-0.008114885,-0.5693686,0.31352147,-0.67441446,0.007795936,0.061977368,0.07062788,0.0850664,0.11679481,0.0003784876,0.06053328,-0.26995024,0.49181935,0.1996257
1,-0.063105434,0.08223333,0.036243524,0.10192309,0.42264646,0.026926063,0.06648606,0.022977363,0.050561212,0.025532931,-0.0059131375,0.037138566,-0.0019743622,-0.029623462,0.21809472,0.05262843,0.066653445,0.017666563,-0.016951043,-0.5764934,0.18023571,-0.43699738,-0.009546206,0.04677474,-0.0068769115,0.07021683,0.0994132,-0.008267473,0.041123472,-0.14302628,0.46379542,0.2288445
2,-0.076185405,0.08395003,0.037545316,0.109956056,0.41372827,0.026291449,0.06819524,0.013946303,0.051205672,0.026298877,-0.014243496,0.036208246,-0.0023574803,-0.040472984,0.3011337,0.048176076,0.07110532,0.020731794,-0.022438578,-0.62974215,0.16966556,-0.49052912,-0.016760444,0.04917458,-0.011619357,0.0730797,0.10429653,-0.012184715,0.038566437,-0.15995614,0.4804203,0.15879402
3,-0.07693509,0.09041351,0.035672583,0.11805292,0.42587999,0.033243276,0.07034059,0.022134507,0.04110255,0.015064739,-0.0075733033,0.03180497,0.012228209,-0.03191058,0.27430192,0.050963763,0.072473556,0.015663546,-0.015321196,-0.68153876,0.08335732,-0.44320285,-0.007878636,0.05481196,-0.028805273,0.07309134,0.10627936,-0.012848701,0.03528518,-0.15747252,0.4838297,0.19177936
4,-0.07361717,0.087066755,0.033991743,0.12515159,0.3364684,0.028111838,0.0700121,0.017402234,0.035938174,0.010399711,-0.011914202,0.039974544,0.000264721,-0.044553436,0.11487673,0.054215852,0.06993797,0.020788442,-0.026679344,-0.693522,0.13907644,-0.42030367,-0.024126891,0.051168956,-0.14939927,0.07938473,0.11655005,-0.014380247,0.041543193,-0.2070579,0.5259879,0.114140704
5,-0.029198995,0.023224933,-0.0026840726,0.039411444,0.079007275,0.013959622,0.022676127,-0.003938307,-0.007829193,0.0012308279,-0.008942239,0.00024586337,0.007643707,-0.021529883,0.19289531,-0.008528227,0.016059807,0.008080484,-0.013168511,-0.37429264,-0.11093646,-0.11487349,-0.006263774,0.015753644,0.024755329,0.019519342,0.025383681,-0.010548178,-0.004691638,-0.021640465,0.15275723,0.27441373
6,-0.07045637,0.09030871,0.042994503,0.09792845,0.37826693,0.0317975,0.07567886,0.020077154,0.06462689,0.044599988,-0.011470662,0.030058004,0.0020352043,-0.026454588,0.42849284,0.043313313,0.076563716,0.025574418,-0.016772095,-0.5971606,0.16914332,-0.5884071,0.004173992,0.052944284,0.11604434,0.069776066,0.09262132,-0.009220871,0.037813675,-0.2025052,0.42326024,0.28632167
7,-0.0314701,0.012847456,-0.0038418637,0.032715067,-0.043255694,0.0131778,0.016141709,-0.00839345,-0.011202424,2.4454668e-05,-0.010802436,0.0006783245,0.010545532,-0.023860648,0.11392972,-0.013224695,0.01026439,0.007997456,-0.010422006,-0.28863895,-0.10561421,-0.030156905,-0.011490011,0.015701909,-0.01749708,0.015236959,0.021455977,-0.012839252,-0.004887645,-0.040642772,0.117104046,0.109354764
8,-0.03849888,0.0468786,0.018647457,0.05294674,0.16764951,0.020712571,0.04081321,0.009809304,0.024697857,0.020721316,-0.0056903334,0.012418633,0.007617544,-0.01541036,0.22575174,0.014743546,0.037848696,0.012427981,-0.008646955,-0.3583431,-0.016278483,-0.29045826,0.0041486383,0.030702604,0.11698466,0.03564028,0.046496175,-0.009492617,0.014257019,-0.083990425,0.2243016,0.2070796
9,-0.05677944,0.061406143,0.027733255,0.08993338,0.16986312,0.022471674,0.05091086,0.013019942,0.028671876,0.01017136,-0.009226321,0.03032986,0.004940616,-0.03140953,0.04313012,0.04014999,0.05119263,0.017390413,-0.016252074,-0.5182486,0.11216265,-0.32431424,-0.018059164,0.041875217,-0.1374553,0.05827076,0.08644549,-0.010689268,0.033317346,-0.21428807,0.38722813,-0.007695404
