t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
32,0.24474025,0.23196255,0.22600149,0.24557313,0.34493676,0.40541247,0.3847288,0.33489645,0.2154357,0.44669223
33,0.43478605,0.36851582,0.34351197,0.34169728,0.37306693,0.3854992,0.47505546,0.32214114,0.20731658,0.3877664
34,0.16943957,0.14185649,0.12057362,0.13262112,0.19613688,0.23114656,0.21924618,0.18842456,0.10466951,0.25425568
35,0.46130145,0.4320067,0.4500661,0.46172157,0.4907808,0.5142911,0.49903032,0.40226465,0.3066898,0.5329842
36,0.11739686,0.09435905,0.07887971,0.085102,0.119324155,0.13540734,0.12896594,0.11238067,0.07229018,0.14508146
37,0.10667297,0.080859445,0.059479382,0.065405674,0.09341128,0.10222819,0.091257125,0.06537265,0.037772063,0.105035685
38,0.10312756,0.090228476,0.07901767,0.10657585,0.18158251,0.21178097,0.21012315,0.25021064,0.15083319,0.2419109
39,0.10932099,0.094084024,0.07883418,0.1037135,0.16746438,0.18922497,0.19015558,0.18039641,0.109341785,0.2113885
40,0.12110143,0.10454474,0.08981082,0.117223024,0.1912269,0.22082166,0.21376172,0.20972109,0.1199825,0.251241
41,0.12110143,0.10454474,0.08981082,0.117223024,0.1912269,0.22082166,0.21376172,0.20972109,0.1199825,0.251241
42,0.10578854,0.08955884,0.07579679,0.1045997,0.18358181,0.21564463,0.22131479,0.2337424,0.13275887,0.2496783
43,0.19562915,0.16271433,0.14858976,0.15871756,0.18697947,0.20174429,0.21770577,0.20052814,0.1504716,0.21559502
44,0.22854635,0.1990783,0.18885225,0.2108327,0.261865,0.28377274,0.2903571,0.22046357,0.1584841,0.30678838
45,0.5368443,0.48329878,0.50878084,0.5039222,0.5217226,0.55074465,0.5131487,0.44719863,0.3491276,0.5641372
46,0.80793667,0.7421014,0.80428374,0.83080864,0.8393954,0.8570278,0.8201958,0.24683754,0.25875047,0.8661518
47,0.4359025,0.38248414,0.41640556,0.4218449,0.44542298,0.4676324,0.4398615,0.46220368,0.40646458,0.48407525
48,0.5074311,0.4413302,0.47289497,0.4774405,0.49814597,0.51598555,0.4796918,0.43477932,0.35935014,0.52548486
49,0.18462487,0.1471622,0.1328093,0.16005678,0.2199134,0.24469045,0.2524114,0.21124268,0.15128559,0.2701043
