t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.49305534,0.42356542,0.4577916,0.45527533,0.4685735,0.48720035,0.45607218,0.35355932,0.28621915,0.49387276
1,0.4981827,0.41280687,0.428316,0.4427687,0.4502811,0.45354608,0.4500512,0.33139363,0.28023085,0.45746794
2,0.7447495,0.6531308,0.7313126,0.7683556,0.7911933,0.799711,0.8043743,0.35714954,0.36377066,0.8099612
3,0.53695893,0.46811104,0.49388468,0.49843982,0.5150978,0.5254774,0.5459233,0.41281763,0.2988357,0.5262423
4,0.6771848,0.5976865,0.65548486,0.6895042,0.7012464,0.71364695,0.70467687,0.2824359,0.30600205,0.7134057
5,0.409148,0.355867,0.37994796,0.39744496,0.42305335,0.44006243,0.42429805,0.24010219,0.15030882,0.453435
6,0.50495684,0.44295833,0.47500855,0.4883777,0.5033011,0.5169908,0.5065134,0.42934093,0.3625472,0.52400327
7,0.11167917,0.094608724,0.07641207,0.12157288,0.20703971,0.23416553,0.25032026,0.14744225,0.07936148,0.26633677
8,0.1538297,0.12141394,0.11296777,0.13678028,0.18222524,0.1998191,0.19207627,0.14304791,0.089953564,0.21384025
9,0.4542612,0.4102631,0.44233268,0.45648044,0.4798999,0.502344,0.4825073,0.40204492,0.3229142,0.5240486
10,0.41748714,0.3729456,0.3992521,0.41751987,0.43716666,0.45266646,0.4307515,0.26402602,0.18339705,0.4625121
11,0.72290665,0.6646158,0.7163796,0.73322326,0.7481754,0.7647927,0.74447405,0.51239526,0.36197457,0.7725353
12,0.8199354,0.7547668,0.81249964,0.8075004,0.8249254,0.85392916,0.8179535,0.4122083,0.27612543,0.86588526
13,0.13718727,0.12453945,0.11643847,0.15676674,0.23151603,0.2599171,0.265596,0.19582342,0.1217549,0.28700092
14,0.32392228,0.30172732,0.3068944,0.33235282,0.38196367,0.39925224,0.3988807,0.23599884,0.19878367,0.40977663
15,0.09839537,0.09002066,0.05899038,0.103257746,0.25599235,0.31199968,0.3173629,0.17013384,0.07748419,0.3436075
16,0.08837703,0.088184014,0.053675156,0.101890385,0.30778086,0.37807927,0.39220312,0.16419488,0.07377876,0.41319814
17,0.15205455,0.14123139,0.11245236,0.15501586,0.3385057,0.41195026,0.39758202,0.18486732,0.10006808,0.4446745
18,0.09876634,0.09560036,0.05775699,0.105411045,0.3182108,0.40669283,0.40438962,0.16409163,0.07145792,0.4436503
19,0.101064384,0.09767142,0.059376713,0.111057125,0.34553188,0.43389478,0.43351594,0.17506862,0.07619719,0.4729906
20,0.8222057,0.77691895,0.81747705,0.8319373,0.8504223,0.8660673,0.86339104,0.37437284,0.39319456,0.874349
21,0.10013455,0.09537836,0.05889693,0.1072849,0.3081744,0.39216512,0.38261673,0.16695303,0.0704085,0.43676287
22,0.30155286,0.29237792,0.30790177,0.32771286,0.40922788,0.45840445,0.38874817,0.36099836,0.31833073,0.49122444
23,0.109160416,0.10122578,0.06933562,0.11241817,0.29277766,0.37598535,0.3767067,0.1805704,0.079344876,0.42145735
24,0.69393206,0.6606978,0.6976562,0.70426136,0.73998684,0.76959574,0.7432653,0.5935898,0.5002004,0.78838867
25,0.09125125,0.087901294,0.08093046,0.1207427,0.21486513,0.25344878,0.2662447,0.25211203,0.14155538,0.29485023
26,0.10086211,0.09666505,0.087331876,0.12428682,0.22639897,0.2698668,0.27020222,0.26609895,0.1502972,0.31037542
27,0.30633917,0.31888708,0.35715643,0.3889048,0.448185,0.4876419,0.4146114,0.42636767,0.34583512,0.51499504
28,0.30054158,0.26843086,0.2622846,0.26838943,0.31104478,0.3395908,0.32563883,0.15232213,0.12727444,0.35518378
29,0.100614116,0.090008594,0.06668005,0.0984179,0.2191024,0.26855135,0.26747802,0.20720316,0.100641094,0.30090815
30,0.27895468,0.26767218,0.28349835,0.30244353,0.3858109,0.43760034,0.39974844,0.41971606,0.32121962,0.47528926
31,0.122493185,0.11216447,0.091414824,0.13109083,0.2610164,0.31330186,0.3065501,0.25514376,0.14157845,0.35015914
32,0.10473103,0.09445855,0.07509443,0.108675376,0.2207569,0.2721758,0.27684635,0.23369795,0.1149951,0.31332746
33,0.7116363,0.68930715,0.74173933,0.740834,0.7734276,0.8053978,0.77408904,0.4707063,0.27743888,0.82902527
34,0.25383335,0.22557172,0.22253793,0.22657672,0.26199514,0.28249538,0.27425468,0.26798964,0.23263006,0.29527017
35,0.09823789,0.08705694,0.064848885,0.10089595,0.21268259,0.24745971,0.2490654,0.2098939,0.10905383,0.27762341
36,0.09876518,0.08406055,0.06526527,0.09266772,0.18438664,0.22312556,0.21954471,0.19200067,0.094576135,0.25274155
37,0.20548353,0.1771192,0.17057368,0.17567475,0.20591424,0.2252293,0.21594083,0.1675203,0.12940666,0.23778379
38,0.0953695,0.08412988,0.06347431,0.10158517,0.20111968,0.23530361,0.24146616,0.17676692,0.093476534,0.2636123
39,0.12258068,0.10632022,0.08260806,0.11668646,0.20488463,0.24260953,0.23540872,0.18053651,0.09709808,0.27226597
40,0.12258068,0.10632022,0.08260806,0.11668646,0.20488463,0.24260953,0.23540872,0.18053651,0.09709808,0.27226597
