t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
33,0.14682677,0.14871156,0.17213412,0.19660848,0.2525683,0.28754574,0.28028017,0.33094344,0.22475797,0.31985268
34,0.8728839,0.8348009,0.8983535,0.8942052,0.9180459,0.9557341,0.9064302,0.699065,0.5463366,0.97090596
35,0.24681254,0.231796,0.24077149,0.26107112,0.3163921,0.34731466,0.3247606,0.2981385,0.21668957,0.37103164
36,0.18743828,0.17875673,0.18209979,0.20324388,0.25994256,0.28499615,0.2756739,0.23261572,0.17218238,0.30590507
37,0.12568258,0.12926331,0.14218268,0.16730401,0.22678062,0.25092548,0.24989142,0.26580554,0.1960503,0.27407134
38,0.15746711,0.15359204,0.17474471,0.19864173,0.25156248,0.28148547,0.2828419,0.31905556,0.23347574,0.31254327
39,0.4185761,0.38408834,0.4032743,0.40557668,0.43122205,0.4522447,0.41990325,0.2639763,0.1368168,0.46611342
40,0.17093807,0.15133022,0.1519241,0.17075878,0.21541269,0.23674814,0.23221773,0.20293047,0.13759862,0.25481603
41,0.39827657,0.35447553,0.36133093,0.365567,0.3908681,0.41212723,0.40681973,0.31201547,0.20437893,0.42293218
42,0.37502545,0.33935052,0.35807395,0.3663854,0.3951223,0.41805908,0.3835147,0.3203377,0.25635216,0.43206134
43,0.54911894,0.48417544,0.5133423,0.52521724,0.5279952,0.53704745,0.5199897,0.18387385,0.17354687,0.53995895
44,0.66535413,0.5919964,0.6455436,0.6665042,0.6701315,0.67748725,0.68041754,0.38162494,0.2652114,0.67767876
45,0.3349557,0.2634593,0.26099747,0.2672161,0.27673757,0.2842646,0.25882193,0.20247328,0.17591022,0.28838933
46,0.33296135,0.2741812,0.28747976,0.3026781,0.3244047,0.33923706,0.29546505,0.31093824,0.30203572,0.35545173
47,0.6110073,0.54548144,0.5989769,0.61108893,0.624545,0.6427938,0.6261678,0.4733705,0.34008074,0.6483221
48,0.7256579,0.639801,0.717117,0.73619354,0.74720746,0.775956,0.74413985,0.33379573,0.24765237,0.79012275
49,0.22157641,0.17977852,0.17647852,0.1921811,0.21900283,0.23184085,0.22624086,0.15672846,0.11224578,0.23931372
