t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.25281432,0.179715,0.15948458,0.15991116,0.17207912,0.17566931,0.16100982,0.092198916,0.061908994,0.17211644
1,0.5097334,0.4459209,0.4825446,0.50994503,0.53036106,0.5426459,0.53823936,0.24490254,0.23105727,0.5528054
2,0.87861735,0.7622028,0.82799846,0.84888846,0.8476917,0.8493453,0.918254,0.5226579,0.3957505,0.8443847
3,0.55186516,0.47961035,0.5160546,0.5231841,0.5364718,0.55078274,0.51271635,0.23502156,0.16676287,0.55459523
4,0.64272094,0.5921035,0.6685581,0.6866629,0.71277165,0.7375879,0.7119831,0.61230606,0.4831706,0.75778097
5,0.5309023,0.45696026,0.47244632,0.47597918,0.48141336,0.49182194,0.45266408,0.27028644,0.18869615,0.49305144
6,0.7650967,0.6816145,0.7526954,0.78943026,0.8008303,0.8160794,0.80941933,0.28116012,0.3163537,0.8187573
7,0.4073219,0.35950935,0.387178,0.410783,0.44469,0.463033,0.44496462,0.34712648,0.34092513,0.4771829
8,0.39323553,0.3367254,0.3534964,0.37074876,0.39621282,0.4113976,0.40232477,0.26138884,0.1942611,0.42127037
9,0.5837844,0.5304885,0.59524524,0.6271355,0.6565428,0.6844152,0.6556319,0.5693616,0.499301,0.7051332
10,0.7562343,0.6961479,0.751407,0.7668426,0.77826715,0.7977487,0.773794,0.5188463,0.38783288,0.8048465
11,0.11952552,0.108286336,0.111333944,0.15208563,0.20737018,0.2344265,0.24513596,0.21779847,0.12880656,0.27137586
12,0.09109815,0.08646379,0.074332155,0.11726087,0.21370019,0.24709815,0.26168326,0.22290067,0.12193099,0.28404632
13,0.09437734,0.09137591,0.054834705,0.11130827,0.2944849,0.35601124,0.35302657,0.19167471,0.08777242,0.38843665
14,0.19097976,0.17558469,0.14747085,0.1878691,0.35644934,0.43196502,0.42405424,0.1972685,0.12000671,0.4608272
15,0.09446505,0.090860985,0.059320774,0.11122949,0.32963374,0.42875108,0.4191374,0.17805092,0.08323097,0.46672675
16,1.0167289,0.96117353,1.0097297,1.0025755,1.0068799,1.0409895,1.008349,0.46657497,0.31885582,1.0456243
17,0.40481788,0.39141217,0.41618308,0.42891258,0.5023826,0.55521065,0.48775122,0.44712517,0.3713815,0.58173746
18,0.62306213,0.59875935,0.6371381,0.654125,0.70495623,0.7408875,0.73381907,0.61250937,0.49412158,0.76412255
19,0.44741228,0.4222229,0.43161842,0.45085666,0.5074094,0.54188025,0.52600837,0.26742563,0.24668054,0.5560689
20,0.87289953,0.8173776,0.8608218,0.85966575,0.8666966,0.89548033,0.8629289,0.5506823,0.4353192,0.9070472
21,0.09045893,0.087624185,0.07328382,0.117673926,0.23254783,0.2789214,0.28235713,0.24854809,0.13203546,0.31579572
22,0.15350246,0.1445652,0.13904747,0.1705717,0.26954922,0.321179,0.32135364,0.28125426,0.17026503,0.36286765
23,0.3957438,0.36870742,0.3828668,0.39314193,0.43926433,0.4721394,0.45483044,0.31010485,0.27614424,0.4906904
24,0.113273054,0.0885509,0.06892665,0.07493909,0.10643819,0.11641679,0.115326166,0.07387027,0.04524616,0.11702775
25,0.9038222,0.9009927,0.9640152,0.9840602,0.986155,0.9904154,0.99505895,0.55148596,0.3821692,0.9989367
26,0.57656544,0.53903776,0.55651736,0.5696416,0.59563243,0.61384165,0.6296142,0.48742452,0.38595474,0.6231454
27,0.12070644,0.10794837,0.109165505,0.13255818,0.18506864,0.21539403,0.21392997,0.26626652,0.16233198,0.24930398
28,0.111327365,0.101193175,0.106778674,0.12820661,0.17875226,0.21109436,0.20846501,0.28538063,0.16653596,0.24878132
29,0.65375805,0.61751616,0.65896964,0.66871107,0.68750775,0.70869637,0.6628238,0.37657434,0.3744998,0.71900237
30,0.87662125,0.831028,0.88571346,0.8852825,0.8979834,0.92601526,0.8880772,0.61243266,0.49238682,0.9348965
31,0.11904254,0.10634187,0.09264738,0.118264325,0.18946762,0.22151259,0.21806145,0.23032151,0.14017831,0.24833605
32,0.5622467,0.5246351,0.5496442,0.5399141,0.5579816,0.58444256,0.56214535,0.50214744,0.41067436,0.59576267
33,0.10359428,0.091050394,0.076027595,0.10604686,0.19072181,0.22415255,0.2186355,0.24512091,0.14305289,0.25080687
34,0.22809365,0.20306489,0.19531448,0.21225664,0.27367532,0.31090495,0.30557218,0.25301385,0.17109546,0.3359806
35,0.118669584,0.10576415,0.087986775,0.12045904,0.20621765,0.23510683,0.23184349,0.2078795,0.12518027,0.2578412
36,0.09605102,0.08477225,0.06524978,0.09972178,0.19744283,0.22924559,0.22797796,0.19818279,0.109962836,0.25314274
37,0.116439566,0.101393156,0.079707585,0.11322735,0.21280864,0.24831368,0.23559935,0.19982398,0.10862479,0.27502012
38,0.116439566,0.101393156,0.079707585,0.11322735,0.21280864,0.24831368,0.23559935,0.19982398,0.10862479,0.27502012
39,0.26286286,0.24030155,0.2328269,0.2619254,0.34093884,0.37554085,0.3659452,0.24043423,0.1894399,0.39616832
40,0.099050485,0.08409726,0.063118584,0.09159731,0.19385402,0.2327769,0.23024523,0.20446397,0.10520932,0.26018283
41,0.11952952,0.099503756,0.07656949,0.10826516,0.21054006,0.25044113,0.24179783,0.2173677,0.11344603,0.27969724
42,0.44842178,0.40075624,0.409461,0.41149879,0.42738962,0.44039044,0.43352643,0.3832325,0.3080814,0.4455021
43,0.26960245,0.24219279,0.23853326,0.25735492,0.32934982,0.36528283,0.3562998,0.27469027,0.16555355,0.3929913
44,0.45593938,0.41788906,0.44847742,0.45355543,0.47959867,0.50100213,0.47621402,0.4385265,0.35789877,0.51591676
45,0.13969511,0.09333985,0.06204797,0.07411165,0.11120682,0.12094544,0.1131842,0.059679225,0.029453345,0.12502666
46,0.12802412,0.0959405,0.06946592,0.099210046,0.17817011,0.20212518,0.201436,0.14283252,0.077703506,0.21885756
47,0.28760847,0.2366394,0.23677218,0.25236303,0.28587756,0.30408743,0.27932847,0.24402745,0.22813056,0.3167588
48,0.6080737,0.5404593,0.59027743,0.60751903,0.6229465,0.6379575,0.6211172,0.27925488,0.27318597,0.64637107
49,0.4231453,0.3643389,0.3909932,0.4107561,0.43870264,0.45725295,0.44239357,0.32041273,0.26851478,0.47256324
