t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.086,0.0989,0.1104,0.1377,0.164,0.1767,0.1815,0.1209,0.0794,0.1811
1,0.086,0.0989,0.1104,0.1377,0.164,0.1767,0.1815,0.1209,0.0794,0.1811
2,0.086,0.0989,0.1104,0.1377,0.164,0.1767,0.1815,0.1209,0.0794,0.1811
3,0.0870625,0.10764,0.12882666,0.15459,0.1864,0.19676,0.21337,0.21762,0.16694,0.20365
4,0.0422,0.06675,0.08645,0.1121,0.1374,0.1464,0.15385,0.17265,0.1184,0.1505
5,0.0534,0.07725,0.0991,0.1258,0.151,0.16,0.1682,0.213,0.1769,0.1651
6,0.05321,0.07747,0.07239,0.10976,0.2203,0.2526,0.2597975,0.18562,0.12345,0.2572
7,0.027275,0.051725,0.0368,0.08225,0.27745,0.359775,0.3639625,0.1543,0.08125,0.365725
8,0.0486,0.064525,0.047375,0.089225,0.28625,0.3768375,0.3825375,0.15165,0.0738375,0.392925
9,0.057116665,0.07118333,0.05625,0.09906667,0.2972,0.42073333,0.41698334,0.1792,0.0963,0.44273335
10,0.1626,0.1817,0.1816,0.2318,0.33225,0.3739,0.3849,0.3024,0.2186,0.3996
11,0.07285,0.1102375,0.1449,0.163975,0.1801,0.1922,0.1939375,0.263,0.2205,0.19815
12,0.08055,0.119425,0.156575,0.17655,0.1871,0.19985,0.1961,0.28265,0.24735,0.2009
13,0.076065,0.1161,0.15299,0.17238,0.1864675,0.197375,0.1889625,0.271225,0.2325125,0.20045
14,0.066525,0.10725,0.14475,0.164625,0.17445,0.1842,0.178375,0.26715,0.2311,0.187325
15,0.0713,0.105525,0.13625,0.15535,0.1671,0.17515,0.1704,0.25405,0.2168,0.178025
16,0.06615833,0.107125,0.1382875,0.15773334,0.17150417,0.18026666,0.18356666,0.24726667,0.21023333,0.18441667
17,0.069416665,0.107933335,0.13858333,0.15943334,0.1809,0.19246666,0.19593333,0.25861666,0.2237,0.19633333
18,0.0769,0.1176,0.1494,0.17245,0.189575,0.19995,0.20055,0.2729,0.23465,0.20275
19,0.068225,0.10170833,0.12291667,0.14830834,0.1760375,0.18484166,0.18755834,0.226725,0.186375,0.188075
20,0.05955,0.08581667,0.096433334,0.12416667,0.1625,0.16973333,0.17456667,0.18055,0.1381,0.1734
21,0.04715,0.07455,0.0796,0.1154,0.1508,0.1584,0.1614,0.1226,0.0815,0.1622
22,0.04715,0.07455,0.0796,0.1154,0.1508,0.1584,0.1614,0.1226,0.0815,0.1622
