t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.0589,0.0807,0.0757,0.1396,0.2405,0.2726,0.3067,0.173,0.0987,0.3085
1,0.0589,0.0807,0.0757,0.1396,0.2405,0.2726,0.3067,0.173,0.0987,0.3085
2,0.0589,0.0807,0.0757,0.1396,0.2405,0.2726,0.3067,0.173,0.0987,0.3085
3,0.053133335,0.0729,0.081,0.12775,0.202825,0.229225,0.270575,0.241225,0.160125,0.2667
4,0.0478,0.0662,0.0891,0.1375,0.1892,0.2148,0.2458,0.2305,0.1397,0.2562
5,0.0598,0.0787,0.1001,0.1459,0.1959,0.2172,0.2456,0.3019,0.2065,0.2505
6,0.057825,0.08215,0.06598,0.12515,0.2854,0.32948,0.36026,0.24344,0.13916,0.355
7,0.028875,0.064525,0.02975,0.1045,0.413275,0.512925,0.53125,0.20605,0.097975,0.52725
8,0.0481,0.0744,0.04036667,0.1125,0.40716666,0.5168,0.5139667,0.2002,0.09596667,0.5462
9,0.0512,0.076066665,0.0476,0.117866665,0.40053332,0.5107,0.5344,0.2243,0.10626667,0.5542
10,0.1535,0.1713,0.1626,0.2136,0.3453,0.3915,0.3986,0.2866,0.1997,0.4146
11,0.0496,0.070125,0.065825,0.121625,0.2412,0.284925,0.30535,0.239775,0.137875,0.324775
12,0.05375,0.07035,0.06765,0.1128,0.1968,0.22875,0.2415,0.26405,0.15825,0.26795
13,0.07184,0.09646,0.1235,0.16736,0.21222,0.24316,0.25634,0.34902,0.2267,0.28722
14,0.06515,0.08985,0.12975,0.16005,0.1892,0.2127,0.2304,0.35815,0.2416,0.25425
15,0.06155,0.07555,0.0932,0.1159,0.1397,0.15895,0.1622,0.29485,0.2293,0.17705
16,0.066675,0.0848,0.094525,0.121475,0.170725,0.188175,0.1987,0.279175,0.20975,0.21455
17,0.060966667,0.08093333,0.07806667,0.11653333,0.1916,0.215,0.2332,0.27813333,0.19453333,0.23606667
18,0.05855,0.07235,0.0718,0.1129,0.19405,0.21655,0.2307,0.2938,0.19775,0.242
19,0.052441668,0.06909167,0.062816665,0.10735,0.197175,0.21734166,0.23605,0.2447,0.16145833,0.24155
20,0.04633333,0.06583333,0.053833332,0.1018,0.2003,0.21813333,0.2414,0.1956,0.12516667,0.2411
21,0.0376,0.0595,0.0392,0.0977,0.2025,0.2057,0.2334,0.1166,0.066,0.228
22,0.0376,0.0595,0.0392,0.0977,0.2025,0.2057,0.2334,0.1166,0.066,0.228
