t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.1025,0.10785,0.1182,0.1355,0.1447,0.1503,0.16735,0.0892,0.0662,0.1506
1,0.1025,0.10785,0.1182,0.1355,0.1447,0.1503,0.16735,0.0892,0.0662,0.1506
2,0.1025,0.10785,0.1182,0.1355,0.1447,0.1503,0.16735,0.0892,0.0662,0.1506
3,0.2896,0.30495,0.35445,0.3994,0.4469,0.46985,0.51105,0.48705,0.3881,0.5004
4,0.0653,0.0812,0.1074,0.127,0.1362,0.1457,0.15945,0.1766,0.1308,0.1587
5,0.0658,0.07965,0.101,0.1203,0.1295,0.1387,0.1491,0.1789,0.1379,0.151
6,0.112575,0.1376125,0.1698625,0.1914,0.2115,0.224575,0.2405,0.284175,0.2621,0.239275
7,0.1264375,0.1650875,0.1994375,0.233,0.2669,0.282875,0.2908125,0.33455,0.310525,0.2992875
8,0.0906875,0.127125,0.119025,0.185625,0.3285375,0.37305,0.377075,0.281625,0.20285,0.389975
9,0.06,0.08965,0.055033334,0.13293333,0.39613333,0.50266665,0.50456667,0.2055,0.109183334,0.5248333
10,0.1393,0.1598,0.14715,0.2037,0.3559,0.417,0.4295,0.2748,0.1891,0.4431
11,0.06924583,0.114445835,0.12859167,0.20316666,0.2925875,0.33193332,0.35795,0.23866667,0.1599,0.37256667
12,0.10545,0.1387,0.1845,0.22855,0.25945,0.289,0.30885,0.31715,0.22675,0.33455
13,0.10401,0.13888,0.18929,0.22255,0.24094,0.26511,0.27714,0.39634,0.31583,0.30203
14,0.1227,0.1546,0.20025,0.2275,0.2343,0.252,0.255175,0.36155,0.3371,0.27145
15,0.097675,0.11665,0.139475,0.1573,0.1703,0.183075,0.1846,0.23305,0.1985,0.1929
16,0.1164,0.15528333,0.19006667,0.2223,0.249,0.26493335,0.27515,0.3547,0.32043332,0.28441668
17,0.09171667,0.12926666,0.13995,0.18606667,0.26613334,0.29115,0.30425,0.31406668,0.2605,0.30736667
18,0.095575,0.1338,0.13525,0.19255,0.2991,0.3275,0.3387,0.3209,0.2401,0.3511
19,0.0830375,0.1108,0.123783335,0.16256666,0.22315,0.24118334,0.25325835,0.26958334,0.21773334,0.2609
20,0.0705,0.0878,0.11231667,0.13258334,0.1472,0.15486667,0.16781667,0.21826667,0.19536667,0.1707
21,0.0492,0.0588,0.0756,0.0896,0.0961,0.1036,0.1158,0.1072,0.0774,0.1184
22,0.0492,0.0588,0.0756,0.0896,0.0961,0.1036,0.1158,0.1072,0.0774,0.1184
