t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.09415,0.1276,0.12925,0.1754,0.27735,0.31435,0.32655,0.27815,0.21525,0.32355
1,0.09415,0.1276,0.12925,0.1754,0.27735,0.31435,0.32655,0.27815,0.21525,0.32355
2,0.09415,0.1276,0.12925,0.1754,0.27735,0.31435,0.32655,0.27815,0.21525,0.32355
3,0.09415,0.1276,0.12925,0.1754,0.27735,0.31435,0.32655,0.27815,0.21525,0.32355
4,0.09415,0.1276,0.12925,0.1754,0.27735,0.31435,0.32655,0.27815,0.21525,0.32355
5,0.09415,0.1276,0.12925,0.1754,0.27735,0.31435,0.32655,0.27815,0.21525,0.32355
6,0.09415,0.1276,0.12925,0.1754,0.27735,0.31435,0.32655,0.27815,0.21525,0.32355
7,0.0341,0.06035,0.0443,0.0998,0.3363,0.4418,0.45255,0.1972,0.11015,0.4527
8,0.04045,0.05775,0.04605,0.08655,0.22435,0.2913,0.29435,0.1535,0.089,0.30355
9,0.0484,0.05225,0.04015,0.0733,0.1445,0.1796,0.17255,0.1039,0.0617,0.1837
10,0.07125,0.079525,0.074275,0.107575,0.1684,0.19825,0.196275,0.134275,0.08785,0.209725
11,0.0941,0.1068,0.1084,0.14185,0.1923,0.2169,0.22,0.16465,0.114,0.23575
12,0.055,0.0714,0.0817,0.1086,0.1673,0.1921,0.1791,0.2373,0.1678,0.2103
13,0.08515,0.1155,0.1536,0.18925,0.2345,0.2616,0.27255,0.36585,0.2497,0.2962
14,0.0697,0.1007,0.1361,0.1725,0.2118,0.2337,0.244,0.3436,0.2345,0.27
15,0.0837,0.1006,0.1197,0.1565,0.1992,0.2225,0.2246,0.3218,0.2325,0.2474
16,0.04625,0.06915,0.0797,0.1149,0.1704,0.189,0.192,0.27015,0.1981,0.20445
17,0.04605,0.069,0.0852,0.11115,0.1484,0.16175,0.16305,0.23355,0.18315,0.1758
18,0.1228,0.1154,0.1047,0.1218,0.1392,0.1438,0.1543,0.1053,0.0747,0.1454
19,0.07565,0.08985,0.09365,0.11475,0.12955,0.13755,0.14445,0.14475,0.11515,0.1438
20,0.0285,0.0643,0.0826,0.1077,0.1199,0.1313,0.1346,0.1842,0.1556,0.1422
21,0.0342,0.06075,0.0749,0.09905,0.1096,0.119,0.1207,0.148,0.11635,0.1288
22,0.0399,0.0572,0.0672,0.0904,0.0993,0.1067,0.1068,0.1118,0.0771,0.1154
