t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.1124,0.1145,0.11525,0.148,0.1892,0.1975,0.2104,0.11685,0.07995,0.2008
1,0.1124,0.1145,0.11525,0.148,0.1892,0.1975,0.2104,0.11685,0.07995,0.2008
2,0.1124,0.1145,0.11525,0.148,0.1892,0.1975,0.2104,0.11685,0.07995,0.2008
3,0.0816,0.0974,0.1128,0.13775,0.17793334,0.1861,0.20385,0.20073333,0.16153333,0.1988
4,0.05175,0.07035,0.0855,0.1158,0.1438,0.15645,0.1665,0.1683,0.1114,0.1661
5,0.0568,0.0715,0.08395,0.1135,0.1405,0.1517,0.16045,0.1736,0.1276,0.1576
6,0.05415,0.0722,0.065875,0.099425,0.197825,0.2307,0.23445,0.16213334,0.11215,0.238325
7,0.026525,0.04945,0.0313375,0.079625,0.290325,0.38545,0.3908125,0.15885,0.07825,0.392825
8,0.0456,0.062375,0.0415625,0.090725,0.308925,0.4197,0.4284,0.164875,0.081575,0.43715
9,0.059233334,0.073016666,0.0521,0.10023333,0.31153333,0.44243333,0.45163333,0.1743,0.08806667,0.46805
10,0.1342,0.15455,0.1603,0.2059,0.3003,0.3384,0.3485,0.2892,0.2017,0.3678
11,0.0750375,0.094375,0.1142625,0.131325,0.149475,0.161,0.166525,0.21735,0.1843,0.173725
12,0.2991,0.1936,0.1436,0.1131,0.1263,0.1135,0.3676,0.1346,0.0586,0.0959
13,0.07366,0.09501,0.11462,0.13179,0.14772,0.1634,0.15332,0.21878,0.1885,0.17152
14,0.072775,0.099125,0.124475,0.14345,0.154,0.167275,0.1633,0.2415,0.2106,0.17975
15,0.070875,0.090525,0.109125,0.12575,0.1425,0.15505,0.14825,0.21705,0.181925,0.1616
16,0.0610375,0.08605,0.1095875,0.123675,0.13895,0.15075,0.1522,0.2072,0.17385,0.162525
17,0.065516666,0.090166666,0.115266666,0.12971666,0.14596666,0.15906666,0.16351667,0.2279,0.19618334,0.1682
18,0.088125,0.114075,0.13975,0.15765,0.17705,0.19065,0.192575,0.2611,0.224425,0.20175
19,0.09652916,0.11820417,0.13748333,0.15954167,0.187225,0.19836667,0.2049625,0.25525,0.21624583,0.211575
20,0.10493334,0.12233333,0.13521667,0.16143334,0.1974,0.20608333,0.21735,0.2494,0.20806667,0.2214
21,0.051,0.06555,0.07105,0.09355,0.117,0.1227,0.1302,0.09405,0.0648,0.1309
22,0.051,0.06555,0.07105,0.09355,0.117,0.1227,0.1302,0.09405,0.0648,0.1309
