t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.554347,0.47369012,0.5136218,0.5298047,0.54545915,0.55939144,0.53480035,0.36851397,0.2742325,0.56828636
1,0.52886176,0.461024,0.4946325,0.50591856,0.5231284,0.53716207,0.50548935,0.21509169,0.16314787,0.54064107
2,0.5088702,0.44746584,0.4777603,0.48222974,0.50312304,0.5133053,0.54547113,0.43836606,0.3226899,0.51939297
3,0.6478345,0.5729871,0.6254497,0.6556742,0.66685146,0.67556447,0.67032754,0.26312947,0.28455466,0.6777877
4,0.2604284,0.21913426,0.22148131,0.23803489,0.27885756,0.29683563,0.2895811,0.14726073,0.1492689,0.3092508
5,0.47708708,0.4243158,0.4606454,0.48194376,0.5103266,0.5301618,0.51289225,0.33171475,0.23577563,0.54404455
6,0.1119862,0.09147303,0.07543344,0.108220324,0.17308399,0.19524145,0.20169602,0.11773255,0.07067915,0.21398012
7,0.14594306,0.11347786,0.10390526,0.11953181,0.15441233,0.16548073,0.17385781,0.14560139,0.10505005,0.17694409
8,0.6186415,0.55469763,0.6096341,0.63182247,0.65091276,0.6708425,0.652986,0.5178691,0.42428288,0.6823878
9,0.4848803,0.44652867,0.48635066,0.50095105,0.5207106,0.53805095,0.5164355,0.43971878,0.35932055,0.5510154
10,0.80075705,0.73993474,0.8101096,0.82754683,0.8468814,0.8720974,0.8329673,0.5424506,0.40306053,0.88385034
11,0.5558868,0.5069922,0.5426653,0.5622163,0.5907442,0.6083496,0.59303486,0.25752228,0.25261247,0.62045723
12,0.1338624,0.10919579,0.097390905,0.11646766,0.15874931,0.17713565,0.18532471,0.13178186,0.07839138,0.19212408
13,0.1359554,0.12371417,0.11245991,0.14624782,0.235103,0.2688446,0.27425992,0.19059286,0.12058696,0.2966555
14,0.10268454,0.09474916,0.06988636,0.11075839,0.24260879,0.29154596,0.29825598,0.17721686,0.09128191,0.3233873
15,0.09047815,0.08892637,0.059271634,0.104310095,0.28133434,0.34670705,0.35837698,0.16674119,0.082572214,0.3794393
16,0.08670129,0.08418848,0.054525945,0.09597989,0.28654465,0.35922357,0.37041253,0.16026816,0.07554253,0.3957984
17,0.2964559,0.26174197,0.25141472,0.26565692,0.33900645,0.37415227,0.37137023,0.25233155,0.17618741,0.3849445
18,0.11373207,0.100944325,0.072903395,0.108209625,0.2599758,0.33316684,0.32732537,0.1840934,0.0856031,0.3739874
19,0.73164827,0.69586015,0.7371962,0.7484594,0.7718122,0.79299587,0.7876299,0.5932413,0.44546446,0.80551916
20,0.2709946,0.25461876,0.25308087,0.27246433,0.33436623,0.36751387,0.3483418,0.19083591,0.1626102,0.38481498
21,0.11111485,0.102795795,0.10516932,0.1327358,0.20863993,0.2533603,0.25955257,0.27228227,0.1581025,0.29964933
22,0.32983133,0.29859197,0.29777074,0.30149144,0.33824268,0.36237684,0.35743332,0.18714969,0.14004242,0.37265316
23,0.09890039,0.091367275,0.08537116,0.10852074,0.18819085,0.22320278,0.2270882,0.25461212,0.15118,0.25905
24,0.101075366,0.09187958,0.082295164,0.108699,0.19644119,0.23774411,0.23324159,0.24439101,0.13736498,0.26887083
25,0.6844023,0.65675694,0.70026076,0.70092124,0.7283615,0.75528216,0.7383046,0.51044554,0.32845622,0.7746289
26,0.84961987,0.8100083,0.86725456,0.8670686,0.886343,0.91718787,0.8682965,0.66719794,0.54609036,0.9282962
27,0.21441746,0.18693809,0.17340949,0.17464036,0.20671819,0.22032055,0.23503068,0.18940113,0.11998328,0.2259897
28,0.19910121,0.17848146,0.17225449,0.19092841,0.25048068,0.27661046,0.2691382,0.18908079,0.13670528,0.29748484
29,0.22289918,0.19352576,0.18604518,0.1893698,0.2245386,0.24714571,0.23981147,0.22774106,0.18241498,0.26124185
30,0.10285378,0.08808736,0.0776607,0.0985005,0.16139582,0.18903267,0.18776324,0.21158904,0.1305727,0.21477021
31,0.10199721,0.084788986,0.07520586,0.09010397,0.14603677,0.16925213,0.16757056,0.19300339,0.11445839,0.1975437
32,0.10594224,0.08772453,0.07678284,0.100218795,0.16198944,0.19459358,0.19669816,0.1857418,0.110962726,0.21844207
33,0.0992648,0.08456703,0.07289256,0.09410129,0.15654606,0.17462571,0.18086444,0.17100736,0.10758762,0.20022365
34,0.10085523,0.08151325,0.06891272,0.08523092,0.14145796,0.16171633,0.16552046,0.17223999,0.1018755,0.18622276
35,0.11822282,0.08708307,0.06897931,0.07797797,0.11449343,0.13276218,0.12264448,0.106451735,0.06728294,0.14908777
36,0.48743895,0.4384106,0.4637342,0.4676614,0.49148855,0.51160216,0.49091992,0.35170916,0.32494983,0.524382
37,0.24209729,0.20408732,0.19437043,0.21439107,0.26798183,0.28596222,0.28148553,0.21102579,0.16860771,0.30286327
38,0.46651968,0.42495564,0.43726835,0.438976,0.45966554,0.47308993,0.4718057,0.33287883,0.21082272,0.48242998
39,0.4850303,0.43973783,0.46300322,0.47210553,0.5001155,0.5212888,0.50489557,0.3704172,0.262461,0.53653115
40,0.57468283,0.52086467,0.5552365,0.55250174,0.56809235,0.5941845,0.5726587,0.49388525,0.38949785,0.6135875
41,0.106798135,0.07289332,0.05190594,0.058765065,0.084062696,0.08982255,0.08829895,0.064393796,0.04116727,0.09841625
42,0.8377557,0.75775266,0.8106859,0.8301615,0.83295316,0.8417185,0.846871,0.23643515,0.23028454,0.8382761
43,0.13660124,0.09859627,0.077702075,0.08733336,0.11606809,0.12151966,0.11878139,0.07901399,0.05112521,0.12563178
44,0.6323855,0.565902,0.6043558,0.61604047,0.6250525,0.6372082,0.62178046,0.1938076,0.18928635,0.64426714
45,0.51095444,0.4682995,0.50892884,0.5033979,0.53346074,0.56800693,0.52541715,0.31884378,0.1719417,0.5863291
46,0.14498897,0.09967945,0.07710829,0.08921818,0.13164376,0.150526,0.14721511,0.11551322,0.078537144,0.16792881
47,0.17025308,0.12448883,0.10083743,0.1108652,0.13952117,0.15152201,0.15205492,0.08813191,0.06356483,0.1572767
48,0.4753056,0.42083868,0.4508233,0.46792874,0.48998073,0.5030726,0.4878183,0.24418756,0.23224595,0.5101433
49,0.41389358,0.36242288,0.39015448,0.39765298,0.4178057,0.43625167,0.40688357,0.37759274,0.3188861,0.44737273
