t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
17,0.4228502,0.41518164,0.4419393,0.46532965,0.54567045,0.5880798,0.548168,0.4734632,0.34496176,0.6148277
18,0.42258674,0.38630933,0.38967687,0.40080863,0.45509204,0.48739547,0.4714708,0.18208875,0.16411267,0.4970856
19,0.38620573,0.3702919,0.3838285,0.39166686,0.46340862,0.5112936,0.47203693,0.4193532,0.33183807,0.53004813
20,0.13353045,0.12933671,0.099210314,0.14645179,0.31530198,0.39275604,0.37990367,0.17878069,0.097701795,0.430858
21,0.20535423,0.19398928,0.18610787,0.21063833,0.30339628,0.35028538,0.32820755,0.25736478,0.22370613,0.379855
22,0.78077227,0.7339232,0.77536345,0.77293664,0.7865651,0.82075477,0.78303814,0.5292411,0.3733114,0.8349332
23,0.35180604,0.3333636,0.3396805,0.36445394,0.4457449,0.4885348,0.4695234,0.34815544,0.2468236,0.5113134
24,0.7225765,0.6790414,0.71754515,0.7216129,0.7432484,0.777087,0.7484463,0.501222,0.37394804,0.79148537
25,0.5812364,0.55933106,0.59576213,0.6105106,0.6524993,0.68785506,0.64658564,0.5481214,0.45679888,0.70545965
26,0.10983827,0.113753244,0.11220189,0.16480787,0.2465566,0.2843637,0.29282644,0.2119313,0.13521345,0.3259172
27,0.29854438,0.2905579,0.3015406,0.32361686,0.41913983,0.4767035,0.45718968,0.35990155,0.26475734,0.51539975
28,0.11011305,0.113359906,0.11627353,0.15883212,0.22677225,0.2592016,0.25851268,0.22698188,0.1488856,0.29721504
29,0.21475425,0.17205775,0.15586491,0.16557884,0.2043432,0.22600314,0.23772323,0.15767053,0.11558618,0.23724121
30,0.5480967,0.519613,0.5708172,0.59360236,0.61400455,0.6496169,0.54067636,0.35686994,0.28294218,0.6720819
31,0.60284805,0.5554244,0.5700026,0.5725211,0.59347653,0.60289466,0.6275238,0.46035427,0.33924538,0.6108506
32,0.14976521,0.14944929,0.17380078,0.18963191,0.23413523,0.2630524,0.25453097,0.3091388,0.23172782,0.29369664
33,0.14098836,0.1437287,0.17446947,0.18705155,0.22254865,0.25095773,0.24380335,0.3118657,0.23606598,0.27685887
34,0.15149787,0.1492738,0.17735964,0.19034293,0.22861145,0.25986817,0.2508256,0.32129925,0.24499327,0.28642878
35,0.14218853,0.14618231,0.17984091,0.19502512,0.22967127,0.26216084,0.25078574,0.340434,0.26574287,0.2910339
36,0.12310575,0.110937595,0.11437728,0.12549804,0.16891758,0.19282438,0.18183465,0.20566045,0.13859186,0.20823614
37,0.13678668,0.12530358,0.11845578,0.14522251,0.24526426,0.2816497,0.2707229,0.24248709,0.15104347,0.30426645
38,0.47318327,0.4350796,0.44452438,0.4642502,0.49916384,0.5180076,0.516249,0.18402065,0.17173354,0.5282175
39,0.13241312,0.11906133,0.1053194,0.13242722,0.21024364,0.23542464,0.22172768,0.1669927,0.1319757,0.25189343
40,0.16200344,0.13895808,0.121085905,0.15244804,0.25709754,0.29003224,0.2756624,0.16298996,0.113106355,0.30391312
41,0.40297627,0.3705589,0.3924268,0.40260237,0.43501896,0.45899206,0.42920378,0.37855178,0.27651432,0.4797193
42,0.40658855,0.37846875,0.41481718,0.43139148,0.46907988,0.49789935,0.42879158,0.36668316,0.31408498,0.52106524
43,0.19141237,0.15402398,0.1410982,0.1473145,0.18451451,0.19820122,0.18176058,0.16344483,0.13469276,0.20394135
44,0.12626305,0.10773269,0.11387103,0.13151373,0.18936627,0.21229057,0.20499378,0.19476835,0.15175311,0.22585727
45,0.14373395,0.11741721,0.11359915,0.13806099,0.21369378,0.2346261,0.23265876,0.1738735,0.12915872,0.24900761
46,0.20985183,0.14635402,0.11829969,0.11901741,0.13014916,0.13367783,0.12690859,0.066145845,0.04013117,0.12916227
47,0.5569018,0.4747332,0.5099808,0.52484286,0.53067034,0.5413139,0.54566735,0.47247288,0.39879358,0.54299265
48,0.5633863,0.49771622,0.53957385,0.54909277,0.5650187,0.58060306,0.5590959,0.30537403,0.27536276,0.5882257
49,0.23399334,0.19373512,0.19614902,0.21886508,0.2757914,0.29589844,0.28621086,0.196498,0.14311646,0.30674177
