t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
22,0.112100005,0.11975899,0.1435714,0.1596526,0.18544105,0.20332186,0.19858027,0.25602815,0.20262742,0.21585408
23,0.13591355,0.13459168,0.14595911,0.1592979,0.2067058,0.2369443,0.22393093,0.23520403,0.15970337,0.2554912
24,0.1198996,0.13004193,0.15529643,0.1671545,0.1960669,0.21510297,0.20280232,0.2677538,0.20996873,0.22776581
25,0.13093919,0.13595106,0.15770563,0.16816434,0.19583952,0.22091496,0.20624867,0.27062297,0.20711224,0.23166397
26,0.6555467,0.60319436,0.6127368,0.6191955,0.6479175,0.66939765,0.73040164,0.4882664,0.34469372,0.6783206
27,0.11433954,0.11805035,0.13725458,0.14272755,0.16853775,0.18906064,0.17897366,0.23785466,0.1805991,0.19790116
28,0.124229975,0.12681411,0.14789765,0.15527117,0.17550743,0.19625843,0.18274842,0.25458986,0.19676988,0.20616283
29,0.9049414,0.85830307,0.9155869,0.9155865,0.9283682,0.9575657,0.91732746,0.62302816,0.49975953,0.965379
30,0.66042787,0.6184319,0.6471329,0.64898187,0.6632519,0.6894394,0.67971605,0.48761395,0.34042722,0.7032518
31,0.12872732,0.12692632,0.14184251,0.14910574,0.17159274,0.18732263,0.17273737,0.23899609,0.18500908,0.19477169
32,0.16012542,0.15149643,0.1576096,0.16809943,0.20010297,0.21821822,0.20871672,0.20261416,0.15716474,0.22779202
33,0.13134134,0.1295689,0.14103654,0.14932905,0.17486851,0.19350052,0.1828139,0.22425714,0.17170791,0.20387363
34,0.11689369,0.11993361,0.13729802,0.14657746,0.16939749,0.18437351,0.17206772,0.23873952,0.18784145,0.19147894
35,0.2250466,0.2151865,0.22499743,0.23778805,0.27571005,0.30452988,0.27396232,0.22945257,0.17898636,0.3208568
36,0.22513449,0.21526457,0.22509249,0.23785724,0.2757498,0.30456573,0.27401012,0.22945605,0.17902224,0.3208905
37,0.12780455,0.124002025,0.1322811,0.14446023,0.17166357,0.1858743,0.17811798,0.2082699,0.1611141,0.19371147
38,0.11183144,0.1118085,0.123886384,0.13494517,0.15734285,0.16960989,0.1636916,0.20745292,0.16437525,0.17621124
39,0.11663812,0.11331682,0.12571812,0.13733502,0.1608873,0.17595665,0.1681117,0.219553,0.17442384,0.18293935
40,0.111257724,0.106588565,0.11640192,0.12443788,0.1493724,0.16406704,0.15589395,0.20221996,0.1554269,0.17067899
41,0.13191058,0.123896144,0.13288356,0.14321637,0.17141081,0.18849795,0.17396477,0.22281082,0.16837536,0.19566151
42,0.31297144,0.28986907,0.2993361,0.31738666,0.38018963,0.41497254,0.39793622,0.32558113,0.20725524,0.44196412
43,0.45617083,0.40929493,0.4257233,0.4311577,0.4544591,0.47261775,0.46758208,0.2956298,0.27448764,0.4822866
44,0.36924076,0.33658186,0.35227436,0.36890444,0.4026415,0.42454088,0.3981372,0.28897136,0.22754073,0.4385786
45,0.17749755,0.13565663,0.11725339,0.11809528,0.13304955,0.1421652,0.12630586,0.10621642,0.078747876,0.13932933
46,0.32875365,0.2621024,0.2578527,0.2613355,0.27017817,0.27236676,0.28311083,0.24152792,0.20279373,0.2700273
47,0.55148333,0.4583485,0.4900622,0.49509963,0.5007094,0.5171378,0.48996317,0.25041184,0.16807874,0.52113056
48,0.50350827,0.4415431,0.4676882,0.4802899,0.49245146,0.5051274,0.48565996,0.35857967,0.26555705,0.5110709
49,0.4295275,0.3670319,0.39158052,0.3964523,0.4094026,0.42337993,0.39586443,0.341717,0.2730541,0.4304662
