t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.06105,0.0975,0.08325,0.1756,0.33295,0.3776,0.42205,0.2037,0.1114,0.4191
1,0.06105,0.0975,0.08325,0.1756,0.33295,0.3776,0.42205,0.2037,0.1114,0.4191
2,0.06105,0.0975,0.08325,0.1756,0.33295,0.3776,0.42205,0.2037,0.1114,0.4191
3,0.0814375,0.1075375,0.1135125,0.180575,0.297675,0.334275,0.3701125,0.281475,0.1958875,0.3758
4,0.0549,0.08275,0.1051,0.1703,0.2461,0.2812,0.3243,0.2116,0.1206,0.3273
5,0.0685,0.09465,0.1135,0.1747,0.2454,0.27615,0.312,0.267,0.1678,0.3163
6,0.0477625,0.07508333,0.055329166,0.117125,0.276825,0.323675,0.3469625,0.20550834,0.10868,0.3465
7,0.0280375,0.0627,0.03215,0.1044,0.3961,0.510375,0.5234875,0.1930125,0.089425,0.5341875
8,0.060725,0.0929375,0.0644,0.13916667,0.40836668,0.5054333,0.5465,0.22376667,0.11855,0.5384667
9,0.069916666,0.09255,0.0933,0.1582,0.2614,0.3042,0.31820834,0.2925,0.17965,0.3453
10,0.1011,0.1051,0.08315,0.1264,0.222,0.2535,0.30435,0.218,0.1265,0.2795
11,0.06605,0.09345,0.0900375,0.1523,0.271275,0.3162,0.3423875,0.3077875,0.18555,0.353475
12,0.07805,0.090825,0.083075,0.1352,0.24585,0.2898,0.30138335,0.3109,0.1842,0.318225
13,0.06476,0.08892,0.09031,0.14816,0.24434,0.2841,0.30229,0.33024,0.19826,0.32878
14,0.06533334,0.089216664,0.112733334,0.15656666,0.2081,0.23926666,0.25695,0.3477,0.2273,0.27926666
15,0.0616,0.08095,0.08705,0.1283,0.19005,0.2158,0.2252,0.30725,0.21115,0.24315
16,0.0396,0.066633336,0.061816666,0.11226667,0.22396667,0.25526667,0.26951668,0.2776,0.16906667,0.2836
17,0.036083333,0.061683334,0.048425,0.10288333,0.25065,0.29336667,0.30834165,0.24929167,0.1405375,0.31822917
18,0.0556,0.076425,0.06125,0.1197,0.271,0.31375,0.333875,0.281575,0.16095,0.3442
19,0.041125,0.06575,0.051933333,0.10922083,0.25028333,0.28819168,0.31225,0.2433875,0.1393125,0.318125
20,0.02665,0.055075,0.042616665,0.098741665,0.22956666,0.26263332,0.290625,0.2052,0.117675,0.29205
21,0.0561,0.0829,0.06635,0.1331,0.252,0.2804,0.30075,0.11335,0.0637,0.30725
22,0.0561,0.0829,0.06635,0.1331,0.252,0.2804,0.30075,0.11335,0.0637,0.30725
