t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
22,0.14419477,0.13616425,0.12274997,0.15713917,0.27170393,0.3219941,0.31454924,0.2141759,0.13586901,0.35152
23,0.100336894,0.10179932,0.09075884,0.1354473,0.26139396,0.31185254,0.3100282,0.28099427,0.16494708,0.34552968
24,0.71713465,0.667668,0.7094457,0.72548175,0.7574104,0.781934,0.7789864,0.5135963,0.35422775,0.7934299
25,0.09917686,0.09586168,0.0791166,0.11737192,0.24124122,0.29464996,0.2878983,0.26781517,0.14936322,0.32969216
26,0.11310381,0.1083905,0.095320866,0.1292876,0.24007715,0.2962373,0.28421,0.29400137,0.16519432,0.33503821
27,0.11041711,0.10144343,0.100044966,0.12401871,0.19351427,0.23263769,0.22687288,0.28754234,0.17094128,0.27226737
28,0.60128075,0.56067646,0.5832359,0.58677787,0.6100073,0.63584226,0.6000944,0.22342604,0.23405315,0.6517433
29,0.8413382,0.79833835,0.84986466,0.8503878,0.86604416,0.8918816,0.845029,0.5991646,0.47201183,0.8990808
30,0.12284906,0.1076751,0.09866674,0.11770995,0.19099374,0.23311944,0.223729,0.28229403,0.17398022,0.2683538
31,0.27620652,0.25405088,0.25298306,0.26897505,0.32080194,0.34717914,0.33775672,0.1853797,0.1533825,0.36329153
32,0.53618675,0.52378213,0.57448167,0.58032113,0.61578393,0.6566104,0.5936141,0.54925674,0.41168806,0.6842931
33,0.08640495,0.05649602,0.037149858,0.038174078,0.050562136,0.05436515,0.050667368,0.033816885,0.018548436,0.055691928
34,0.10377999,0.091103524,0.07899062,0.105927914,0.18083718,0.21677515,0.21137612,0.23866555,0.14334826,0.24829489
35,0.3136439,0.28868118,0.28789988,0.31144843,0.36934805,0.39782682,0.39156765,0.24494718,0.21015094,0.41535214
36,0.104848325,0.089246616,0.07876652,0.1011743,0.17390187,0.20761284,0.20551774,0.24851786,0.1505826,0.23737265
37,0.55093455,0.51888824,0.558572,0.5722432,0.5942173,0.62041336,0.5761324,0.5446408,0.45859203,0.6347406
38,0.117104545,0.096684426,0.08441171,0.10911916,0.18802768,0.22777754,0.22614685,0.2365921,0.12871262,0.26773643
39,0.5323875,0.48505548,0.5228281,0.5260994,0.5524051,0.5789401,0.54172516,0.4152773,0.35019052,0.59478724
40,0.39243075,0.34532166,0.34738842,0.35298595,0.37690455,0.39394748,0.39231154,0.27967978,0.18008886,0.40913734
41,0.32645482,0.28114077,0.28887892,0.29404542,0.31702036,0.32846236,0.33234674,0.2825,0.22792621,0.33643764
42,0.117776126,0.09475725,0.07906595,0.11060671,0.19203565,0.22142479,0.22395764,0.22960915,0.14234747,0.24987522
43,0.46807766,0.41180876,0.45007622,0.45574912,0.47569352,0.49515578,0.47658926,0.48780915,0.42577457,0.5135552
44,0.13856584,0.10842644,0.09405059,0.123440474,0.18911387,0.21759579,0.21943627,0.21461643,0.13730165,0.24446288
45,0.44092116,0.3552756,0.35736936,0.36431006,0.37450927,0.38124794,0.421698,0.19924764,0.16812383,0.38217044
46,0.5324086,0.4836011,0.55189466,0.5806924,0.60061157,0.6185458,0.5929021,0.57476676,0.4969013,0.6391604
47,0.3729319,0.31329018,0.32338506,0.33388686,0.34934923,0.36067924,0.32728028,0.27567464,0.23258755,0.3669755
48,0.44958016,0.39211798,0.4199144,0.4360149,0.45840937,0.4705097,0.4645713,0.245188,0.2261996,0.4820115
49,0.32337147,0.27005258,0.27879614,0.28516412,0.29792887,0.311436,0.2904261,0.2570859,0.21060495,0.31777635
