t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.5765261,0.5100315,0.57709837,0.60421616,0.62336373,0.6409991,0.5782312,0.4591942,0.35192502,0.65369785
1,0.552219,0.48093888,0.53667235,0.5624908,0.5852045,0.59721357,0.5723549,0.24659051,0.23408368,0.6051506
2,0.6751155,0.6025414,0.6602349,0.67514104,0.6886608,0.70613503,0.6796825,0.25311187,0.2007829,0.7121873
3,0.3452156,0.29780823,0.31516594,0.32997054,0.34984225,0.36724976,0.3481133,0.32538277,0.2793245,0.37737608
4,0.61826646,0.53832364,0.5827542,0.61305803,0.62281096,0.635323,0.6319218,0.24857567,0.2741961,0.63848215
5,0.48982725,0.42840466,0.45903802,0.4719801,0.49019438,0.5028496,0.48544422,0.39447248,0.321748,0.5094996
6,0.123538375,0.10875492,0.10277123,0.14707407,0.21708949,0.24470705,0.2543414,0.22695224,0.14246356,0.27915794
7,0.26293933,0.24135964,0.27087584,0.31147823,0.3678178,0.3921253,0.39360574,0.41180927,0.3399858,0.4246237
8,0.6093347,0.5403399,0.5891795,0.60788614,0.62789595,0.6463576,0.6320606,0.49672228,0.41097727,0.65684474
9,0.88012004,0.82137865,0.90569633,0.9317093,0.94544744,0.9616875,0.9697641,0.65074867,0.47822627,0.9764339
10,0.8136281,0.75502443,0.8284066,0.8442983,0.8641825,0.8923684,0.8610199,0.56668305,0.41206986,0.9060773
11,0.8150282,0.7582511,0.8232661,0.82522005,0.84389967,0.8772558,0.8318225,0.44643617,0.34737402,0.89227957
12,0.39888918,0.3538132,0.36446112,0.37430897,0.39315248,0.4074953,0.37654957,0.30495396,0.2412066,0.41397357
13,0.10076077,0.100449175,0.09017698,0.14039785,0.25841013,0.29675186,0.31041598,0.26432753,0.15853843,0.33547288
14,0.11403121,0.106328085,0.08813928,0.12722951,0.24770352,0.28705138,0.28027612,0.18879516,0.11037419,0.3121269
15,0.2650785,0.25947332,0.25912917,0.28838158,0.38009432,0.42340904,0.406294,0.3290912,0.24991064,0.44043866
16,0.10255833,0.11139352,0.08335986,0.13516243,0.33967948,0.4148,0.41170216,0.18796645,0.097467825,0.44360602
17,0.20759648,0.19499113,0.17575128,0.21415792,0.35744673,0.4171321,0.40129995,0.18377754,0.12796089,0.4391761
18,0.09003781,0.09166612,0.061365265,0.113286756,0.32965788,0.41726264,0.42032138,0.17922501,0.08820654,0.45712063
19,0.473663,0.43464178,0.44520795,0.4482344,0.4844265,0.5105818,0.49981585,0.25635833,0.22244258,0.5178764
20,0.47166327,0.45196903,0.48449346,0.48779982,0.5362848,0.57583016,0.49914542,0.4059183,0.30378953,0.5928579
21,0.120234735,0.11834366,0.1264921,0.16144787,0.24675964,0.3041009,0.3056435,0.35776764,0.21540318,0.35852143
