t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.054166667,0.078675,0.1002,0.13205,0.157,0.16796666,0.1909,0.2399,0.1696,0.19463333
1,0.054166667,0.078675,0.1002,0.13205,0.157,0.16796666,0.1909,0.2399,0.1696,0.19463333
2,0.054166667,0.078675,0.1002,0.13205,0.157,0.16796666,0.1909,0.2399,0.1696,0.19463333
3,0.054166667,0.078675,0.1002,0.13205,0.157,0.16796666,0.1909,0.2399,0.1696,0.19463333
4,0.0512,0.0658,0.0971,0.1185,0.1349,0.1435,0.1667,0.1907,0.1388,0.163
5,0.0939,0.10985,0.13195,0.16725,0.19035,0.20625,0.22145,0.27755,0.21105,0.22985
6,0.063925,0.0888,0.09625,0.13795,0.2226,0.2463,0.256225,0.2692,0.18315,0.266225
7,0.039825,0.073725,0.058725,0.1277,0.3107,0.354,0.3727,0.243525,0.14315,0.375875
8,0.04825,0.07495,0.05795,0.12155,0.302,0.3489,0.35825,0.21345,0.113,0.37295
9,0.0752,0.0914,0.079,0.134,0.2583,0.3023,0.3106,0.2285,0.1354,0.3307
10,0.056733333,0.08008333,0.071433336,0.1306,0.24976666,0.2891,0.30393332,0.23588334,0.13901667,0.32063332
11,0.038266666,0.06876667,0.06386667,0.1272,0.24123333,0.2759,0.29726666,0.24326667,0.14263333,0.31056666
12,0.0686,0.087,0.0786,0.136,0.22415,0.2519,0.2603,0.2698,0.16735,0.2805
13,0.0666,0.0832,0.09208,0.13492,0.18844,0.21318,0.21938,0.28234,0.17704,0.24612
14,0.07125,0.088475,0.1109,0.148275,0.18135,0.206225,0.216,0.3181,0.215,0.239125
15,0.0513,0.06095,0.06805,0.09395,0.10715,0.11785,0.1013,0.13305,0.09995,0.12565
16,0.034166668,0.053266667,0.058766667,0.094066665,0.15076667,0.16703333,0.1738,0.2555,0.1711,0.19243333
17,0.036566667,0.0529,0.062233333,0.0964,0.15663333,0.18053333,0.18666667,0.25683334,0.1703,0.20636667
18,0.0356,0.0564,0.0632,0.1029,0.1651,0.1868,0.1869,0.2781,0.1793,0.2119
19,0.03465,0.056575,0.063125,0.097325,0.152525,0.175425,0.18425,0.25045,0.16375,0.19735
20,0.0337,0.05675,0.06305,0.09175,0.13995,0.16405,0.1816,0.2228,0.1482,0.1828
21,0.03685,0.054975,0.061575,0.092775,0.135175,0.156275,0.1659,0.2001,0.1304,0.17565
22,0.04,0.0532,0.0601,0.0938,0.1304,0.1485,0.1502,0.1774,0.1126,0.1685
