t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.48980948,0.42769808,0.4645811,0.48993322,0.50855505,0.5226498,0.51273346,0.23580936,0.22394745,0.5349512
1,0.749774,0.6814043,0.78948647,0.83803177,0.85745,0.8717332,0.8662311,0.7491763,0.6340185,0.90093577
2,0.57063234,0.5179357,0.57983977,0.5941745,0.6182824,0.64030063,0.61249655,0.55559134,0.46775603,0.65868425
3,0.5849667,0.5076843,0.52685714,0.52595806,0.52487105,0.5301221,0.536719,0.2887436,0.18720783,0.5260093
4,0.55253905,0.48613003,0.52239895,0.5420821,0.55947554,0.57378376,0.56036496,0.32976323,0.22364292,0.5831546
5,0.426564,0.3753135,0.40265137,0.42300412,0.45325583,0.47149193,0.46036842,0.37333736,0.35337505,0.48612776
6,0.602326,0.5407083,0.5933572,0.60921365,0.62790364,0.6440243,0.6291312,0.49439433,0.389254,0.65448993
7,0.305988,0.27677357,0.29191354,0.31344575,0.3435523,0.36379293,0.35583046,0.3190904,0.26628533,0.38329276
8,0.6879817,0.63728565,0.70074034,0.7208856,0.73814654,0.7619636,0.7057645,0.44581133,0.31348208,0.77549547
9,0.10978319,0.09292106,0.09179554,0.116236754,0.14598002,0.15913835,0.15807012,0.14211485,0.08730959,0.17342223
10,0.63828826,0.5824607,0.64106673,0.6729303,0.6918983,0.71004957,0.70417035,0.44274053,0.30248043,0.7205229
11,0.10310018,0.08918494,0.07743914,0.09668434,0.15513693,0.17703253,0.167765,0.12779933,0.084603064,0.18685248
12,0.09896966,0.09152685,0.06572935,0.10297259,0.2414326,0.29045457,0.27945486,0.16800964,0.09430412,0.3038833
13,0.17528267,0.15129633,0.13119727,0.14833198,0.23157065,0.27118188,0.25486466,0.12932363,0.09014956,0.28128022
14,0.10715821,0.099584766,0.0708939,0.10551949,0.28235543,0.3630918,0.33946538,0.1592842,0.0775513,0.38243642
15,0.09823079,0.08884445,0.058718387,0.09162118,0.26426202,0.35839656,0.3417844,0.14271368,0.06772604,0.3825158
16,0.082520954,0.07537715,0.048815146,0.08104486,0.24840751,0.33436963,0.32947367,0.14038685,0.067220256,0.3577153
17,0.097967975,0.08544418,0.05633007,0.08951409,0.26358455,0.358311,0.3399786,0.13720286,0.06004202,0.38604286
18,0.101732366,0.09110619,0.06316862,0.098102205,0.27641016,0.3858118,0.37277502,0.16620678,0.07910628,0.41866085
19,0.09691425,0.08432426,0.058302183,0.08836084,0.26161966,0.3620866,0.34938747,0.13561869,0.065334275,0.38833636
20,0.10766543,0.095629685,0.07037502,0.10150432,0.26357248,0.3654043,0.3436559,0.16253,0.075587444,0.39856356
21,0.28844756,0.2727911,0.27460033,0.28213143,0.35661665,0.41184363,0.3640945,0.29505932,0.24724378,0.4362768
22,0.107948795,0.09420461,0.07105674,0.096572876,0.24200132,0.339958,0.3313284,0.16540603,0.07823439,0.37722233
23,0.18449554,0.17209367,0.17007945,0.1946306,0.29098916,0.34933203,0.28322956,0.22527133,0.16704112,0.37941352
24,0.1597807,0.1503047,0.14388445,0.17267261,0.26904967,0.31691277,0.30929303,0.24959955,0.15740551,0.34750378
25,0.115434706,0.11220317,0.12261639,0.13817301,0.17444627,0.19499712,0.1919306,0.23053853,0.18193232,0.21415508
26,0.11812721,0.11431483,0.12255285,0.13689217,0.17773849,0.19983152,0.189975,0.22940592,0.17532039,0.21815602
27,0.42460757,0.40717903,0.4287007,0.441415,0.49815896,0.5383066,0.54574233,0.5402836,0.41156107,0.5668177
28,0.105414316,0.08767056,0.08022651,0.08551729,0.11200792,0.12645172,0.11109262,0.11494974,0.08803446,0.13389415
29,0.13368757,0.122001484,0.12606493,0.13771646,0.1706752,0.1899293,0.18174125,0.21162273,0.15592183,0.2063913
30,0.12383545,0.11439257,0.12242165,0.1306445,0.15492791,0.17732078,0.16672903,0.22078922,0.16612071,0.19272757
31,0.67727053,0.6397889,0.6812396,0.6885258,0.7051041,0.7262484,0.6941751,0.39565626,0.38446003,0.73609656
32,0.8870711,0.84187627,0.8987827,0.89741385,0.9110418,0.93957525,0.90125793,0.6121406,0.49426976,0.94891965
33,0.1157465,0.09861098,0.094904885,0.09894265,0.12430007,0.1396759,0.13070801,0.16601223,0.11607817,0.15082529
34,0.21736026,0.1891301,0.18258017,0.18890695,0.22069658,0.24567103,0.25008595,0.20096043,0.15174018,0.26169375
35,0.10591391,0.0865546,0.08518055,0.09397027,0.11731078,0.13037936,0.12109883,0.13528523,0.08930079,0.14246917
36,0.11023912,0.09948967,0.101815306,0.113179766,0.14097771,0.15661085,0.15400848,0.1809255,0.13901344,0.16931394
37,0.11087553,0.09887634,0.100559644,0.10866518,0.13791679,0.15461238,0.14968641,0.18081294,0.13399705,0.16674742
38,0.14177129,0.12087065,0.12191155,0.13233586,0.15871698,0.17700504,0.17226481,0.2120096,0.16293608,0.19236676
39,0.43366495,0.3927879,0.4135538,0.42138097,0.4467802,0.46832672,0.44668016,0.2893427,0.26991785,0.47920144
40,0.3276683,0.28991717,0.2975967,0.30702263,0.3399842,0.36403102,0.3276609,0.2694112,0.19119482,0.38102466
41,0.23360588,0.20344406,0.20014815,0.2154099,0.2454872,0.25983512,0.2548418,0.1922587,0.1591529,0.26964554
42,0.17929007,0.13648303,0.11878049,0.12015955,0.13778882,0.1515982,0.14146894,0.12549788,0.09086707,0.1541453
43,0.38160896,0.33826342,0.35203406,0.35548845,0.37431666,0.3902379,0.3645951,0.3362246,0.2709154,0.40032655
44,0.11587853,0.08713867,0.07615624,0.086211346,0.111238845,0.1215892,0.11752012,0.11908294,0.086796604,0.12834832
45,0.28527248,0.22024062,0.20407279,0.1946731,0.20318183,0.21293439,0.19048388,0.045107495,0.016775625,0.2109429
46,0.13550626,0.098955505,0.080626264,0.09354097,0.12086536,0.12920097,0.12284886,0.0715727,0.044431172,0.13472849
47,0.30599913,0.25004736,0.24948782,0.25981405,0.28387433,0.29590368,0.29499587,0.2514872,0.22258936,0.30374208
48,0.42124996,0.36107308,0.38754132,0.39478496,0.40945545,0.4253418,0.3973975,0.35140023,0.28373137,0.4342054
49,0.27570602,0.21655296,0.21108969,0.22135001,0.24506818,0.26067725,0.24221751,0.14887235,0.11618276,0.26591754
