t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.69067353,0.6160857,0.70568854,0.7309551,0.7570254,0.7835254,0.74728996,0.467815,0.35112157,0.80036664
1,0.43322027,0.36080742,0.38138133,0.38766867,0.40063143,0.41385418,0.38857004,0.2789994,0.2131078,0.41956708
2,0.6468304,0.56636167,0.6341541,0.6635044,0.6855073,0.6985657,0.6814477,0.32492843,0.30493718,0.70803845
3,0.67117155,0.59308785,0.6424768,0.65463746,0.67121583,0.68641555,0.65241444,0.18757193,0.1812526,0.69048685
4,0.20053242,0.17182443,0.17354369,0.19830321,0.24317639,0.26169014,0.2587266,0.20321976,0.18860888,0.2807883
5,0.3647571,0.31820095,0.33932316,0.35676607,0.3886695,0.40808633,0.38909572,0.2180413,0.13594757,0.42356345
6,0.49833485,0.44924405,0.49331743,0.5122812,0.5337049,0.5506721,0.532913,0.5023326,0.44154277,0.5683363
7,0.12038324,0.10907997,0.103630684,0.15752168,0.24615453,0.2793668,0.2915936,0.22991896,0.1378234,0.31646606
8,0.116684884,0.09161091,0.085089795,0.11172791,0.16005997,0.1760432,0.17079252,0.17062184,0.12069871,0.19739476
9,0.5321103,0.47166967,0.51413417,0.53570837,0.5545239,0.5727212,0.54976875,0.44163185,0.36046454,0.58413976
10,0.7980195,0.734461,0.80052054,0.8172414,0.834126,0.85632944,0.8236107,0.49109134,0.33747476,0.86738443
11,0.5323296,0.48923764,0.5278175,0.54529065,0.57569987,0.5931275,0.5721703,0.17855719,0.16655733,0.60378754
12,0.8105235,0.7473025,0.80069876,0.797165,0.81031895,0.83581704,0.80230474,0.40593368,0.2955103,0.84442264
13,0.12460908,0.104344636,0.09545125,0.114479356,0.14994864,0.16588572,0.15745246,0.1378834,0.09360194,0.17842318
14,0.12013349,0.10680674,0.09405783,0.1217147,0.19789949,0.22477376,0.22457571,0.15904146,0.09913195,0.24312684
15,1.0574119,1.050069,1.1498731,1.1688416,1.1888764,1.2061403,1.2284291,0.7759375,0.5879907,1.2222297
16,0.43563232,0.40744057,0.40696886,0.4218077,0.47366863,0.49524137,0.5401679,0.44433784,0.347343,0.5002537
