t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
17,0.108100526,0.10963079,0.078535594,0.12824672,0.32026935,0.38984784,0.38738316,0.1905138,0.09783702,0.4206699
18,0.1072432,0.10766085,0.07293346,0.12727094,0.3472415,0.432619,0.4192107,0.17912552,0.08643206,0.46795812
19,0.09918391,0.09810807,0.05853561,0.116105005,0.37453327,0.48370606,0.47044396,0.1876633,0.07847523,0.5312852
20,0.33758372,0.3130738,0.31385213,0.3275349,0.42142037,0.47408754,0.45291218,0.2585245,0.20908141,0.49604845
21,0.102652594,0.09903025,0.06802321,0.11775386,0.32036364,0.40463722,0.39941466,0.18094379,0.083972126,0.44404155
22,0.6022377,0.57356495,0.60172063,0.60133845,0.66479665,0.71227777,0.68437684,0.56544375,0.42047518,0.7323346
23,0.09431169,0.08603639,0.058882948,0.09769947,0.24036607,0.30477658,0.30611706,0.17220181,0.07534427,0.3453637
24,0.89697164,0.8547652,0.9030934,0.8918466,0.907467,0.9378101,0.9070562,0.5491763,0.36370793,0.9484064
25,0.10582318,0.10818211,0.10973032,0.1589033,0.25682014,0.30396697,0.31633127,0.3081318,0.17840219,0.3516667
26,0.12814581,0.12567809,0.13253339,0.172642,0.27206823,0.33333734,0.33979326,0.29916632,0.15922341,0.39907545
27,0.7711854,0.72881377,0.7756,0.7879605,0.8080967,0.83372754,0.8198352,0.5766626,0.42880565,0.844629
28,0.33813062,0.3194463,0.32872465,0.3468658,0.40825543,0.45092377,0.41635972,0.35751295,0.29281747,0.4771192
29,0.8828766,0.83469915,0.8798042,0.88661546,0.8952481,0.9139665,0.884541,0.18270674,0.20863627,0.91339564
30,0.21957557,0.18938604,0.17373376,0.17699899,0.22399372,0.2409699,0.29352176,0.2181436,0.12770472,0.24190721
31,0.10459048,0.09979516,0.09445661,0.12551147,0.22254549,0.26613155,0.2624914,0.29044995,0.16058512,0.30552238
32,0.12323043,0.117615804,0.118127525,0.14921314,0.24989344,0.30255887,0.30281687,0.3360224,0.18318231,0.35197258
33,0.1076703,0.10053746,0.104439944,0.13073725,0.2013124,0.24035329,0.2389894,0.30250204,0.17568246,0.27944243
34,0.15019779,0.1310563,0.12248648,0.13279541,0.1800992,0.20590329,0.20535097,0.20180896,0.14077234,0.2242095
35,0.12480971,0.1086145,0.101261765,0.119088314,0.17038034,0.19393072,0.1897922,0.18119557,0.119820714,0.21381745
36,0.2827349,0.25959414,0.26315895,0.2729449,0.32068375,0.35265926,0.34552005,0.35435474,0.27705318,0.37615082
37,0.10826355,0.09539609,0.094356164,0.11415576,0.1725696,0.20429406,0.19936535,0.2762515,0.16968922,0.23476787
38,0.1795553,0.15304418,0.14293341,0.15478066,0.19665214,0.21817863,0.21805933,0.17516035,0.1297603,0.23201452
39,0.104508445,0.09198306,0.08479596,0.110950164,0.19168429,0.22637954,0.22894853,0.2642116,0.15372889,0.26138404
40,0.5439701,0.4980445,0.51822853,0.52019906,0.53385174,0.55014175,0.52494824,0.4035916,0.30933836,0.5570693
41,0.19612563,0.16351216,0.15199214,0.16172077,0.20170899,0.22312276,0.2187234,0.16976427,0.11433971,0.2395558
42,0.32596925,0.29107112,0.29346296,0.3005419,0.33024204,0.34773347,0.337531,0.2753872,0.18830748,0.3607004
43,0.32884374,0.29223675,0.30125389,0.3075709,0.33860365,0.3614489,0.33498046,0.22672768,0.17009784,0.37690476
44,0.4136544,0.35867515,0.38065553,0.3843186,0.4076504,0.42676425,0.40809542,0.39561844,0.33847228,0.44016737
45,0.5029142,0.45313895,0.4929811,0.48894516,0.50878954,0.53491867,0.48415318,0.4243694,0.31167382,0.55133593
46,0.6299649,0.5590836,0.60224813,0.62144655,0.6308315,0.6421076,0.6464702,0.3668239,0.28190464,0.6476986
47,0.1894908,0.14528857,0.13717963,0.14939332,0.17552327,0.18822983,0.17203781,0.18092787,0.16282968,0.20204964
48,0.49359998,0.4410656,0.48458895,0.50192946,0.5192146,0.53555954,0.5201248,0.4242814,0.32189623,0.54770446
49,0.14243329,0.10964192,0.09109609,0.122649275,0.2050005,0.23799038,0.23804235,0.17221321,0.08941241,0.26961306
