t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
36,0.35246736,0.31889614,0.3204242,0.33496326,0.36530602,0.3817089,0.37623835,0.12799838,0.11516767,0.39182127
37,0.1225437,0.106572,0.09620363,0.11188507,0.15477139,0.17128251,0.15550457,0.16025808,0.10762846,0.18252939
38,0.33010116,0.29171175,0.29481912,0.30036983,0.32117432,0.3394464,0.30396542,0.27502644,0.22827417,0.3521826
39,0.12768771,0.102720186,0.08726481,0.109844856,0.17411965,0.20093913,0.19611037,0.23109505,0.14013317,0.22631787
40,0.41358948,0.34646165,0.33678004,0.3339273,0.34227455,0.3396529,0.42158663,0.34822515,0.27526823,0.3332037
41,0.17886543,0.15088731,0.13536179,0.15571037,0.20937951,0.2309515,0.2280928,0.17408508,0.121980816,0.2485938
42,0.3213587,0.27547047,0.27857006,0.27889118,0.29522738,0.30650124,0.28272057,0.26055253,0.21175817,0.31212777
43,0.11396713,0.0880123,0.06685901,0.09215244,0.16081423,0.17986226,0.18013364,0.1509587,0.09332691,0.19338554
44,0.16187131,0.122974016,0.09972243,0.122683525,0.18330425,0.20306396,0.1951464,0.16391647,0.095708355,0.21845816
45,0.5724124,0.5083929,0.5397474,0.5503658,0.559334,0.57046735,0.5546049,0.19372119,0.18678446,0.5762052
46,0.13033156,0.09712482,0.07024501,0.10058384,0.16522004,0.18113643,0.17943442,0.09594911,0.052284144,0.19235514
47,0.54025424,0.44794023,0.47679567,0.4821966,0.48463604,0.503023,0.47393262,0.23692815,0.1572539,0.50555474
48,0.5974611,0.53107446,0.57837415,0.5966008,0.61169475,0.6278001,0.6109039,0.27461004,0.2697011,0.63598335
49,0.28185236,0.23160116,0.23790069,0.25609505,0.28434956,0.30293038,0.27579674,0.2209143,0.19347216,0.31928617
