t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.47856367,0.4166141,0.45980766,0.4579286,0.47850615,0.5003262,0.4656683,0.41607067,0.35723326,0.51741505
1,0.68262184,0.6022079,0.67979854,0.7143886,0.73653835,0.7482526,0.72609323,0.30408293,0.31641132,0.7563104
2,0.5502825,0.47912344,0.516533,0.52567637,0.5402782,0.55594295,0.5188926,0.21135946,0.14909191,0.560073
3,0.13205385,0.11282088,0.08632988,0.14120457,0.27283165,0.31738606,0.32812482,0.18276855,0.09348347,0.35804993
4,0.5342379,0.47699335,0.5190594,0.5366224,0.5589454,0.5752224,0.5596735,0.4696119,0.4017138,0.58610964
5,0.12572029,0.107168786,0.084618285,0.13864167,0.257295,0.2994992,0.30233076,0.17091896,0.08829357,0.33263296
6,0.115412556,0.10062273,0.083925836,0.13585009,0.24846904,0.28359625,0.29237098,0.17816827,0.09916486,0.31582522
7,0.12539904,0.10922509,0.096210875,0.14700238,0.26001555,0.29489622,0.3105504,0.23323525,0.14534393,0.33625448
8,0.6316548,0.5684747,0.6306154,0.6572776,0.68159026,0.70514125,0.6737455,0.5559891,0.4754631,0.72118956
9,0.8829428,0.82473373,0.90979284,0.93088716,0.9506343,0.97686565,0.9429163,0.5929614,0.41205615,0.98983413
10,0.7156255,0.66451395,0.7392357,0.7745559,0.7979087,0.81882715,0.8048318,0.5972219,0.4666759,0.83462816
11,0.6761388,0.6228697,0.67241997,0.689386,0.70468456,0.7234625,0.69705504,0.49312314,0.35848758,0.7341699
12,0.09745985,0.09739392,0.08699011,0.13498448,0.25737688,0.29897994,0.3120996,0.22933532,0.14006063,0.33251104
13,0.120558195,0.11292509,0.09949598,0.13762553,0.24539809,0.28486878,0.27877662,0.18148679,0.115936756,0.30769768
14,0.12790626,0.102729276,0.08183568,0.09173465,0.13332579,0.14376362,0.1643372,0.10231204,0.056305002,0.14553477
15,0.10085869,0.09983444,0.07532083,0.11711683,0.30520913,0.38479263,0.38488206,0.18020585,0.09965207,0.41527298
16,0.10991246,0.108522214,0.08093767,0.12299469,0.31942895,0.40183443,0.38727605,0.18878123,0.10505394,0.43517128
17,0.10928922,0.10812425,0.07726042,0.12849598,0.34592518,0.43962786,0.43206197,0.2083411,0.115505844,0.4816039
18,0.21298328,0.1995612,0.18718274,0.21064793,0.32333216,0.3791671,0.3855509,0.27934948,0.17365634,0.4083827
19,0.11121127,0.10653687,0.081620455,0.1337506,0.317818,0.39542443,0.38978663,0.1984688,0.10890697,0.43929237
20,1.0459695,1.0020705,1.0605795,1.07954,1.0915002,1.1128666,1.0535234,0.22901869,0.22247694,1.1237541
21,0.14351623,0.14517903,0.12629049,0.19018185,0.3345219,0.40970764,0.4166323,0.3721511,0.20908809,0.4787417
22,0.9427622,0.8882258,0.92294407,0.9466186,0.94767797,0.9552095,0.9614268,0.268506,0.31217065,0.94697535
23,0.6361051,0.60724354,0.64512295,0.6598368,0.69552124,0.7250051,0.70730203,0.57133394,0.43935323,0.7439761
24,0.14246605,0.12898812,0.11535321,0.14024574,0.24100406,0.29048124,0.2820402,0.20327629,0.125392,0.31802234
25,0.3285981,0.29641554,0.2840646,0.29354525,0.34612185,0.3752698,0.3980802,0.1939862,0.16036953,0.38708463
26,0.10930802,0.108394876,0.10830524,0.1459613,0.24593224,0.29302803,0.30222896,0.3024151,0.18378562,0.33449626
27,0.11813271,0.1129166,0.10993021,0.14219587,0.2458035,0.30555475,0.30260873,0.28546488,0.16032733,0.3505751
28,0.11931253,0.09859757,0.084347956,0.09326666,0.13377194,0.15688461,0.14471032,0.124374114,0.072276734,0.16857886
29,0.40999204,0.37840238,0.38545838,0.39002138,0.42992234,0.45705685,0.4578384,0.30407423,0.24755207,0.47226351
30,0.5837753,0.5594799,0.5920351,0.61022687,0.6624666,0.6921831,0.694303,0.6467085,0.52367127,0.7130193
31,0.09219296,0.08060896,0.07010839,0.087041944,0.15008712,0.1794523,0.17058647,0.1615502,0.09967154,0.20188016
32,0.4625276,0.43564102,0.4398218,0.4446266,0.5045932,0.55212814,0.55852723,0.48164532,0.36189875,0.5822643
33,0.30560413,0.27463594,0.27467355,0.27437252,0.3196995,0.3541923,0.35294455,0.3237762,0.21587288,0.3789156
34,0.14115204,0.13336842,0.14699699,0.17486955,0.238467,0.275126,0.27310774,0.35793623,0.23321652,0.3174446
35,0.719811,0.69594765,0.74971163,0.748423,0.7783785,0.8080429,0.78330743,0.48193792,0.29215854,0.8314602
36,0.2493535,0.22939147,0.23361611,0.25098753,0.29747468,0.32233164,0.31341538,0.23101744,0.18575005,0.34186044
37,0.11585239,0.10439668,0.11178679,0.1337389,0.17733409,0.2019332,0.19968371,0.30339703,0.21621448,0.22983442
38,0.30317965,0.27802783,0.2819248,0.28846037,0.31916335,0.3407958,0.33237484,0.26859745,0.22199225,0.3547946
39,0.118934676,0.10619448,0.10507608,0.12949553,0.17544451,0.1965918,0.1963979,0.23383717,0.15996766,0.21988212
40,0.16259116,0.13718738,0.12980117,0.14400697,0.1873246,0.20843635,0.20691742,0.20838319,0.13696514,0.2277647
41,0.11613271,0.09076701,0.07976238,0.093657985,0.13870475,0.15961695,0.16993879,0.16009666,0.0856376,0.17576072
42,0.2390121,0.2081975,0.19760905,0.2215437,0.2815328,0.3096753,0.315857,0.23969649,0.16949296,0.33403283
43,0.78382987,0.70848525,0.75887096,0.77821076,0.78682935,0.79918224,0.784572,0.21083066,0.2154836,0.8028421
44,0.37271577,0.31648245,0.33194345,0.33552837,0.35730132,0.37272158,0.3591254,0.36176535,0.31012422,0.38423067
45,0.1338314,0.10322579,0.093964785,0.12143266,0.18208593,0.2098209,0.21794324,0.22214793,0.13264248,0.24877957
46,0.14948018,0.12030358,0.10988038,0.1426539,0.21248433,0.24314426,0.24665387,0.104137406,0.057541713,0.2853843
47,0.36381948,0.33911568,0.38983983,0.42982265,0.4934111,0.5301408,0.4894129,0.49484956,0.44564107,0.5722881
48,0.26078552,0.20697235,0.20150802,0.21134159,0.2311893,0.2419939,0.22266823,0.19012704,0.16812392,0.25073567
49,0.557812,0.49946553,0.5406086,0.5609934,0.5805883,0.59411323,0.5825555,0.29563272,0.28408945,0.6010141
