t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.50205,0.5074,0.51315,0.6068,0.64695,0.6678,0.6286,0.1396,0.1024,0.66355
1,0.50205,0.5074,0.51315,0.6068,0.64695,0.6678,0.6286,0.1396,0.1024,0.66355
2,0.50205,0.5074,0.51315,0.6068,0.64695,0.6678,0.6286,0.1396,0.1024,0.66355
3,0.0826625,0.1067125,0.11695,0.1666,0.23795,0.257025,0.2762625,0.19333333,0.1473,0.27365
4,0.07516875,0.09640625,0.1136625,0.1517,0.201175,0.2151625,0.22856875,0.18311666,0.1363,0.229275
5,0.067675,0.0861,0.110375,0.1368,0.1644,0.1733,0.180875,0.1729,0.1253,0.1849
6,0.06540417,0.0938875,0.102325,0.1479625,0.21066667,0.2301,0.24983333,0.22718333,0.17351666,0.23973334
7,0.0759,0.12093,0.12517,0.1839,0.3295,0.36793,0.37628,0.26136,0.19739,0.38087
8,0.099975,0.13335,0.11255,0.162375,0.315675,0.370125,0.387825,0.211,0.137025,0.38805
9,0.081133336,0.11441667,0.08246667,0.16473334,0.3744,0.4347,0.43788335,0.18615,0.1175,0.45503333
10,0.07145833,0.104625,0.09485833,0.16598333,0.303175,0.34673333,0.36079165,0.206175,0.13853334,0.37550834
11,0.061783332,0.09483334,0.10725,0.16723333,0.23195,0.25876668,0.2837,0.2262,0.15956667,0.29598334
12,0.09365,0.117975,0.145125,0.18325,0.2144,0.239,0.250875,0.3147,0.2553,0.2661
13,0.10822,0.14304,0.1845,0.21435,0.24184,0.26165,0.26635,0.33674,0.27882,0.28238
14,0.1046875,0.1432,0.18915,0.2244,0.2521875,0.2709125,0.27505,0.36125,0.307425,0.2911125
15,0.06855,0.0881,0.10235,0.1348,0.1801,0.1973,0.19815,0.22065,0.16705,0.2097
16,0.0537,0.08771667,0.08606666,0.14463334,0.29303333,0.3184,0.3357,0.24363333,0.1671,0.33293334
17,0.0448,0.07485,0.051933333,0.1235,0.3614,0.4067,0.42681667,0.2018,0.1099,0.4239
18,0.0446,0.07305,0.04955,0.1231,0.3811,0.44105,0.44815,0.2022,0.102925,0.4543
19,0.12855,0.1257,0.116,0.1301,0.1584,0.1618,0.16275,0.14385,0.12415,0.1648
20,0.0457,0.074125,0.10305,0.1254,0.156,0.162,0.166625,0.19035,0.16515,0.173
21,0.1343,0.10255,0.08515,0.0917,0.10155,0.1087,0.11205,0.0654,0.044,0.1067
22,0.0406,0.05585,0.07215,0.0927,0.1108,0.1213,0.12055,0.116,0.0821,0.13
