t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.05175,0.07425,0.0592,0.1277,0.22605,0.25365,0.30185,0.16665,0.0918,0.2887
1,0.05175,0.07425,0.0592,0.1277,0.22605,0.25365,0.30185,0.16665,0.0918,0.2887
2,0.05175,0.07425,0.0592,0.1277,0.22605,0.25365,0.30185,0.16665,0.0918,0.2887
3,0.049975,0.0733,0.0718125,0.130675,0.22375,0.2484625,0.2787,0.178125,0.10605,0.27775
4,0.0595375,0.0826,0.08450625,0.139175,0.2205,0.24863125,0.285575,0.1985875,0.125175,0.278475
5,0.0691,0.0919,0.0972,0.147675,0.21725,0.2488,0.29245,0.21905,0.1443,0.2792
6,0.05378,0.07814,0.0569,0.12116,0.3026025,0.34922,0.38702,0.22155,0.11694,0.37706
7,0.0331,0.0683375,0.0357375,0.1084125,0.37135,0.45748,0.4879625,0.18282,0.0869375,0.476325
8,0.051175,0.0754625,0.0448625,0.11055,0.3727,0.4573,0.4650375,0.1718,0.0804,0.487075
9,0.050025,0.077875,0.04755,0.126375,0.362225,0.43625,0.444975,0.1952,0.093975,0.4738
10,0.1558,0.156,0.14095,0.1848,0.2737,0.3017,0.29655,0.2267,0.1651,0.3224
11,0.046354167,0.0724125,0.0789,0.126525,0.22196667,0.24786666,0.27691665,0.28705,0.169375,0.29596666
12,0.06815,0.08905,0.072925,0.134225,0.2545,0.28985,0.2986,0.2979,0.177825,0.32375
13,0.042433333,0.06656667,0.0505,0.10936667,0.26346666,0.30453333,0.31713334,0.26113334,0.13598333,0.33723333
14,0.05183333,0.07941667,0.06836667,0.13033333,0.267775,0.3104,0.32695,0.28613332,0.16655,0.34111667
15,0.08255,0.088725,0.079375,0.1182,0.19485,0.2138,0.223875,0.189175,0.13225,0.22435
16,0.0385375,0.0628125,0.0531875,0.1086375,0.217575,0.245725,0.269075,0.2267375,0.13245,0.276675
17,0.03378333,0.056566667,0.04905,0.105333336,0.2112,0.24155,0.2753,0.22721666,0.12931667,0.27416667
18,0.02735,0.041025,0.03985,0.0743,0.1401,0.158025,0.1633,0.1584,0.10325,0.1823
19,0.16255,0.163,0.1472,0.1659,0.2146,0.2201,0.244,0.2039,0.1752,0.2364
20,0.02765,0.0515,0.053775,0.096275,0.1616,0.183725,0.224,0.202,0.1312,0.21795
21,0.0457,0.066475,0.06445,0.1119,0.1899,0.2133,0.25785,0.1466,0.08835,0.23945
22,0.0457,0.066475,0.06445,0.1119,0.1899,0.2133,0.25785,0.1466,0.08835,0.23945
