t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.07845,0.09685,0.1093,0.132,0.177,0.1924,0.1872,0.141,0.096,0.2029
1,0.07845,0.09685,0.1093,0.132,0.177,0.1924,0.1872,0.141,0.096,0.2029
2,0.07845,0.09685,0.1093,0.132,0.177,0.1924,0.1872,0.141,0.096,0.2029
3,0.0586,0.07921667,0.0980375,0.12223333,0.1474,0.15806666,0.16795833,0.19153333,0.1488,0.163525
4,0.0474,0.06975,0.08935,0.1155,0.1416,0.1505,0.15975,0.17685,0.1232,0.1549
5,0.0569,0.0797,0.1013,0.127,0.1534,0.1622,0.1717,0.215,0.1733,0.16975
6,0.0554275,0.0806725,0.0781525,0.117995,0.228825,0.26044,0.26517,0.20502,0.1383475,0.26687
7,0.0294,0.0548,0.0395375,0.0867125,0.2720625,0.343025,0.3475125,0.161,0.084675,0.3501
8,0.04725,0.06685,0.049883332,0.09606667,0.28796667,0.37233335,0.37491667,0.16113333,0.079,0.38973334
9,0.058383334,0.0722,0.054866668,0.097433336,0.297,0.4204,0.42486668,0.17686667,0.09003333,0.44603333
10,0.17505,0.1924,0.19065,0.2411,0.3481,0.3891,0.3926,0.3034,0.2214,0.4133
11,0.0773375,0.1114125,0.1432875,0.16125,0.185175,0.198425,0.2009875,0.247975,0.2024,0.2058625
12,0.08745,0.123275,0.15925,0.17855,0.1988,0.21915,0.21115,0.27745,0.23525,0.21955
13,0.0823625,0.1215,0.1574625,0.178395,0.1978,0.2101,0.20276,0.2768,0.228625,0.218975
14,0.073975,0.1141,0.1495,0.17045,0.1842,0.19525,0.190975,0.2673,0.22215,0.202
15,0.077625,0.10825,0.13435,0.15325,0.16685,0.175975,0.1731,0.2382,0.19965,0.18
16,0.0773,0.1167,0.14531666,0.1645,0.181875,0.193025,0.18985416,0.2473375,0.205375,0.1988
17,0.08078333,0.12058333,0.14716667,0.1681,0.20193334,0.21766667,0.21561667,0.27043334,0.22176667,0.22816667
18,0.0879,0.122625,0.14695,0.163625,0.19555,0.20485,0.209825,0.2706,0.210025,0.2119
19,0.07605,0.1069875,0.12698333,0.1487125,0.18515833,0.193375,0.20042917,0.23515,0.18132083,0.20055
20,0.0642,0.09135,0.10701667,0.1338,0.17476666,0.1819,0.19103333,0.1997,0.15261666,0.1892
21,0.05075,0.0741,0.08185,0.1113,0.1502,0.1572,0.1645,0.127,0.0852,0.16395
22,0.05075,0.0741,0.08185,0.1113,0.1502,0.1572,0.1645,0.127,0.0852,0.16395
