t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.54173774,0.46555707,0.48314068,0.48729664,0.49009943,0.5027586,0.46195632,0.27352995,0.18550473,0.5038555
1,0.73871416,0.66066635,0.7303572,0.7650957,0.77801,0.79097193,0.78247523,0.27001256,0.30598316,0.797187
2,0.22320399,0.19100946,0.18766004,0.21793863,0.26073992,0.27546057,0.26668322,0.14328991,0.11496155,0.28723577
3,0.15806487,0.14030531,0.1546765,0.19214863,0.24819668,0.27728027,0.2958799,0.2939542,0.19957739,0.31699818
4,0.30062032,0.26955128,0.28355774,0.30919972,0.34055558,0.3588346,0.36620572,0.25812846,0.19626722,0.38094488
5,0.7188037,0.6845804,0.7684651,0.80126613,0.8217855,0.84455156,0.7866221,0.5798221,0.4365119,0.8670108
6,0.60613513,0.5409667,0.57739145,0.5888867,0.60006374,0.61840284,0.56542665,0.31861317,0.23654005,0.6226221
7,0.6760268,0.6247337,0.69780034,0.7352641,0.75848264,0.7804561,0.7610532,0.531306,0.39798924,0.79640365
8,0.13518678,0.12531283,0.15143561,0.17187947,0.1956008,0.21600133,0.21774328,0.2604635,0.17435765,0.24087597
9,0.49918336,0.46559137,0.49769846,0.5105928,0.53251356,0.5493868,0.5631694,0.50128037,0.41733775,0.5636887
10,0.31613532,0.29278636,0.30124554,0.32224274,0.37045962,0.38875884,0.40876758,0.3849421,0.29544616,0.39814937
11,0.2643261,0.25917718,0.2713512,0.29503167,0.35875058,0.38732132,0.37261376,0.32476938,0.24464713,0.40446302
12,0.11638841,0.116116375,0.12594438,0.15446757,0.20895305,0.23408146,0.2330611,0.27893904,0.18738566,0.25591293
13,0.098674424,0.10028854,0.09382004,0.12651473,0.2199985,0.25278106,0.25170296,0.21742885,0.13552026,0.2737083
14,0.12087823,0.12154668,0.11285907,0.14869013,0.2556964,0.29500574,0.2813202,0.24674062,0.1481704,0.3184316
15,0.14659075,0.14415659,0.13224089,0.17200221,0.3086633,0.3596464,0.34604257,0.24532531,0.1567669,0.38408837
16,0.11171115,0.11141182,0.0943,0.13741946,0.29975855,0.36433563,0.3569694,0.24814884,0.14183,0.3957116
17,0.17966275,0.16591509,0.14291173,0.18636787,0.35414818,0.41697952,0.40512955,0.22226664,0.13564597,0.44294932
