t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
18,0.127093,0.1202681,0.09314664,0.13371523,0.3203277,0.39254442,0.37334508,0.2081001,0.10965027,0.41882342
19,1.0043057,0.9525065,1.0042386,0.995277,1.0006815,1.0341278,0.9958216,0.46430248,0.31787616,1.0404984
20,0.09099146,0.072001904,0.04918522,0.06192044,0.1375366,0.1710523,0.16133505,0.061629955,0.028569557,0.17649579
21,0.15331204,0.14271411,0.12366341,0.15981562,0.30555475,0.3759292,0.35894236,0.21936756,0.12390823,0.41146618
22,0.976219,0.92918724,0.9714592,0.99560356,0.9946546,1.0004494,0.9997409,0.25361463,0.3049035,0.98907644
23,0.8122731,0.7870739,0.8451216,0.8585517,0.88741934,0.9115321,0.9114168,0.6958816,0.5257637,0.9282112
24,0.4964,0.4669279,0.47939292,0.49894994,0.5495886,0.58088464,0.5644649,0.26958787,0.26057807,0.5918512
25,0.59439546,0.56155485,0.5891819,0.5973157,0.63425595,0.66557324,0.63624734,0.4561939,0.37498483,0.68092334
26,0.08931898,0.08667571,0.07679584,0.120094866,0.24325222,0.29594252,0.3011926,0.2106247,0.10799195,0.33283085
27,0.09958752,0.09840469,0.09384071,0.14090487,0.25520712,0.3059523,0.31651473,0.2398435,0.12888221,0.35110092
28,0.86447513,0.81709635,0.86325485,0.87167996,0.8820069,0.9059748,0.8764349,0.31751612,0.28330594,0.90748584
29,0.85363317,0.81861275,0.8703138,0.8593631,0.8668034,0.88763285,0.87529737,0.53959405,0.3710759,0.8891256
30,0.8112268,0.76456326,0.81292343,0.80795336,0.8242574,0.85544896,0.79567325,0.50243807,0.39736775,0.8664155
31,0.659354,0.6238169,0.6553042,0.6601315,0.6760364,0.7019157,0.68426365,0.51174104,0.37437207,0.71597314
32,0.10980288,0.096239954,0.09626615,0.11052447,0.15056819,0.17207359,0.16523261,0.2372595,0.15474385,0.19477761
33,0.29068315,0.27222708,0.27620924,0.2915228,0.33220574,0.35911492,0.35133013,0.26472208,0.20493571,0.379612
34,0.10630124,0.095733896,0.09545004,0.12004571,0.16825669,0.18743686,0.18847947,0.22696178,0.1562304,0.20729898
35,0.12358619,0.10728416,0.10158518,0.123507656,0.17356531,0.1948185,0.18342929,0.20781744,0.13446641,0.21470182
36,0.27064937,0.24973544,0.25151548,0.27593836,0.332334,0.35946682,0.350636,0.25330207,0.20738593,0.37821266
37,0.107549466,0.093682215,0.0896727,0.11078177,0.16899036,0.19372393,0.19253297,0.22452806,0.1437623,0.2166565
38,0.12610872,0.107888676,0.102623366,0.12698314,0.186022,0.21382433,0.2058051,0.24803084,0.15677279,0.23895548
39,0.25147092,0.22987093,0.23360708,0.25385335,0.31868017,0.35314164,0.33212784,0.27792296,0.18035239,0.38190424
40,0.39373314,0.34075487,0.34197024,0.346211,0.36189952,0.3739856,0.3777496,0.35233903,0.31141928,0.37933096
41,0.19098191,0.16866548,0.16025062,0.18559642,0.24160323,0.2646957,0.26023278,0.20662495,0.144127,0.28468287
42,0.26154053,0.22679372,0.22847916,0.24417615,0.28571942,0.30997,0.27483723,0.20295717,0.15147275,0.3267245
43,0.32574403,0.276353,0.28815618,0.2993515,0.33126602,0.3492846,0.32530224,0.32897112,0.29248142,0.36467513
44,0.5430906,0.47854203,0.5066293,0.5175458,0.5244779,0.5380044,0.52061415,0.18125057,0.17522651,0.5427871
45,0.33971202,0.29941455,0.32708627,0.34896982,0.390917,0.41671196,0.40560123,0.3607421,0.32231748,0.43880174
46,0.47229752,0.40665093,0.4301122,0.43522784,0.4439763,0.44396213,0.50149596,0.42876017,0.35333496,0.44542614
47,0.4703855,0.40931442,0.4306969,0.44091088,0.45537633,0.46646538,0.4436107,0.31911787,0.23361607,0.47119355
48,0.40860522,0.35406014,0.3831968,0.39136916,0.40870818,0.4262165,0.3985638,0.3729204,0.31632823,0.43763712
49,0.4869189,0.4228273,0.46306455,0.48235574,0.5072881,0.52629113,0.49937266,0.3427829,0.27504674,0.54147065
