t,B02,B03,B04,B05,B06,B07,B08,B11,B12,B8A
0,0.4321377,0.36723882,0.39797777,0.418359,0.445048,0.46035966,0.4555424,0.2801773,0.22953124,0.47077438
1,0.46274412,0.3889439,0.4136942,0.4100872,0.41946155,0.4338935,0.4030195,0.2961759,0.22636987,0.43764567
2,0.5105269,0.43682352,0.47864962,0.49779573,0.51365,0.5307607,0.4799357,0.34487736,0.25534117,0.54178226
3,0.3906227,0.3405215,0.3605547,0.37423813,0.4006567,0.41277918,0.39324296,0.13055691,0.12946324,0.4178248
4,0.5106531,0.45378965,0.49412036,0.51516706,0.54153717,0.5605174,0.5365422,0.2744515,0.17973122,0.5684411
5,0.5325075,0.4751585,0.5173853,0.5365449,0.55806637,0.57475996,0.5608934,0.46398202,0.38079083,0.587718
6,0.12232478,0.11010238,0.09905142,0.15262716,0.24160604,0.2765474,0.28438807,0.19042966,0.10848939,0.3126258
7,0.58820426,0.5206373,0.5647274,0.58236545,0.6010522,0.61703104,0.6183496,0.48579013,0.40324175,0.62660813
8,0.72351027,0.6661228,0.72520584,0.73924,0.7586361,0.78452796,0.74365777,0.4666205,0.3221452,0.79739654
9,0.613491,0.5602993,0.6044719,0.62586975,0.65021086,0.6677513,0.656642,0.29675755,0.2917671,0.6799631
10,0.8592003,0.80134475,0.8714814,0.8727192,0.8911355,0.92458653,0.8822976,0.49789968,0.35786942,0.9410058
11,0.47374022,0.44416425,0.48270664,0.501019,0.5294524,0.5517763,0.49011233,0.42340407,0.34503,0.5661538
12,0.09878044,0.0970282,0.093257196,0.14071263,0.23443213,0.26935226,0.28107548,0.24566449,0.14308126,0.30492508
13,0.11765145,0.108690836,0.094963014,0.13211818,0.22874096,0.26392522,0.25858432,0.18406028,0.1097018,0.28947818
14,0.1055812,0.08776655,0.05889539,0.08140329,0.18016289,0.21580273,0.20072319,0.08726527,0.040993925,0.2244443
15,0.10370936,0.10206742,0.0698616,0.12064082,0.3190136,0.39266887,0.38838443,0.17684557,0.085769035,0.42573544
16,0.08327389,0.08434102,0.05214926,0.10133361,0.3171059,0.40275344,0.4057807,0.15914051,0.07014034,0.441678
17,0.09438945,0.09283428,0.059485998,0.10868324,0.32268858,0.41174692,0.39737004,0.17086492,0.07396785,0.45024702
18,0.3935315,0.35671002,0.36578554,0.36770287,0.40556356,0.43718973,0.41081798,0.24243501,0.19961813,0.4473634
19,0.093486205,0.08175106,0.05652376,0.08782387,0.21627025,0.27151617,0.26777273,0.11796368,0.05484385,0.29600698
20,0.7524154,0.728184,0.7817431,0.77557474,0.8118355,0.85466725,0.7874551,0.5852729,0.4497925,0.8792417
21,0.11406655,0.1104465,0.112898,0.15174651,0.22618003,0.2760785,0.2825878,0.35872245,0.2091949,0.3338714
22,0.6718813,0.6372616,0.6741867,0.6862483,0.7126982,0.7394132,0.725823,0.5734242,0.45180383,0.7531398
23,0.7746683,0.7362441,0.779689,0.7753677,0.79561925,0.8306101,0.79869694,0.53398395,0.3448809,0.8431093
24,0.11720227,0.11404734,0.11313618,0.15031749,0.251637,0.30504686,0.30331036,0.3307709,0.18608993,0.35688296
25,0.49843532,0.46864662,0.49184024,0.4992745,0.5277554,0.5543246,0.5335852,0.41950232,0.36035872,0.56833965
26,0.8878016,0.8380342,0.88305163,0.8913272,0.899202,0.9156259,0.89263725,0.2595161,0.2648011,0.91365194
27,0.10132345,0.096893884,0.09085186,0.12250991,0.21013474,0.25214255,0.24958445,0.29206517,0.1711014,0.28926998
28,0.092410415,0.0704059,0.05214272,0.056418974,0.0815389,0.09152796,0.083109885,0.059384763,0.0314947,0.09375421
29,0.19040614,0.17085671,0.16588694,0.1740129,0.22287989,0.25484398,0.24151084,0.21949841,0.1454721,0.2730418
30,0.55092657,0.5089315,0.521686,0.5118046,0.5326368,0.56131876,0.52821285,0.32044455,0.20494078,0.565853
31,0.11284248,0.10340198,0.10706078,0.12934935,0.18852028,0.22329074,0.21783513,0.30000082,0.17920965,0.26195025
32,0.69606245,0.6503377,0.6844617,0.68544483,0.6930998,0.704865,0.71663135,0.35161728,0.29213881,0.7009611
33,0.82980084,0.7856498,0.8351556,0.8308382,0.84854466,0.8755613,0.8265271,0.567956,0.44405407,0.88259095
34,0.12599975,0.1108597,0.10493013,0.12508206,0.18855943,0.22549754,0.21605802,0.28431785,0.16955516,0.2593646
35,0.21459174,0.19064674,0.19153178,0.19896586,0.23531944,0.26262072,0.24256341,0.26805982,0.20740679,0.2808873
36,0.10936774,0.09599992,0.09334374,0.11208311,0.1670826,0.19872138,0.19125362,0.26723102,0.1628693,0.22919944
37,0.115909174,0.083263494,0.06431898,0.06506819,0.0776023,0.08423737,0.08664757,0.04751241,0.02912664,0.08508911
38,0.10719651,0.09572662,0.08993602,0.11883382,0.18346308,0.20992975,0.21170272,0.2509675,0.1597755,0.23736125
39,0.105400436,0.0894324,0.08118611,0.10356776,0.16835138,0.19954413,0.19544685,0.25122494,0.15063964,0.22809917
40,0.5276037,0.49760956,0.5342511,0.54931986,0.57620734,0.6022952,0.57094234,0.55388033,0.47414288,0.6196226
41,0.11579542,0.094102964,0.08317775,0.10764169,0.17798366,0.21300763,0.20289625,0.22055793,0.11586304,0.25212663
42,0.5352305,0.48933795,0.52286625,0.5219401,0.5466383,0.57325494,0.538932,0.39885068,0.33370158,0.58757144
43,0.4009084,0.3599915,0.3689441,0.37521735,0.39692625,0.41279897,0.39999947,0.29741392,0.19555366,0.4234544
44,0.114207424,0.08937415,0.07325649,0.10195424,0.16914628,0.19664207,0.19498895,0.21241014,0.12525208,0.22193769
45,0.14949793,0.11251472,0.092407584,0.115118675,0.16553429,0.18414967,0.19103493,0.1667845,0.101914406,0.20362851
46,0.68124205,0.6112276,0.665628,0.68764323,0.6891992,0.69028133,0.7415988,0.45137966,0.33179662,0.68096536
47,0.44860977,0.3748743,0.39059788,0.40355942,0.4128794,0.4224044,0.37105557,0.30250093,0.25265405,0.4254333
48,0.33821994,0.27488545,0.2720099,0.2771118,0.2880187,0.2963668,0.2781857,0.2157331,0.1680059,0.29660657
49,0.44091427,0.3864027,0.41229317,0.43113303,0.45322865,0.4668766,0.45595512,0.24013415,0.22088143,0.47770435
