t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
40,0.1599455,0.0014235199,0.29386327,0.17596634,0.12826334,0.109862365,0.11506618,0.1333232,0.17222352,0.19802709,0.19574557,0.23079197,0.061209977
41,0.40306658,0.001823601,0.2640288,0.15641679,0.35613877,0.32581645,0.34238353,0.34703562,0.37678215,0.39958483,0.3609782,0.41706836,0.13399059
42,0.62887615,0.18009952,0.38576293,0.34129074,0.60431695,0.5553117,0.5887478,0.5910669,0.6077558,0.62926,0.60020703,0.6407677,0.3328712
43,0.46661994,0.0041618003,0.38234687,0.2565919,0.43858206,0.4104301,0.43758208,0.44500804,0.4737962,0.49497145,0.46613586,0.5056553,0.19573909
44,0.32490712,0.15240349,0.23373163,0.20113666,0.29697746,0.263849,0.26947087,0.28673527,0.31382766,0.3266447,0.32235256,0.3381185,0.24502823
45,0.47680715,0.0025452555,0.42227966,0.34593415,0.45712247,0.39579123,0.42029977,0.42029133,0.43798938,0.45434162,0.44132304,0.46614784,0.14519456
46,0.5830929,0.07934023,0.38605946,0.33383787,0.56857735,0.5001079,0.5454443,0.56870854,0.5817667,0.59370834,0.57712406,0.5952347,0.3578596
47,0.62849313,0.0036450122,0.5756413,0.48880526,0.6256662,0.5470154,0.60390455,0.6229129,0.63207054,0.64742905,0.66165626,0.65358233,0.3050008
48,0.5732125,0.14478475,0.29863438,0.26956043,0.5360853,0.4801197,0.5251744,0.5370629,0.5535678,0.57187265,0.5449762,0.5839197,0.34141013
49,0.17789635,0.0010645579,0.16130804,0.092031874,0.14030065,0.10374347,0.09871184,0.11540503,0.13811597,0.15733618,0.1548429,0.17636651,0.067867965
