t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
0,0.61220694,0.088652775,0.3854936,0.29334882,0.58215874,0.50772864,0.55573785,0.55776846,0.57060313,0.5922958,0.5587799,0.60121936,0.24764837
1,0.6460003,0.30299494,0.241586,0.25489548,0.61296433,0.537475,0.58319944,0.6124383,0.6164751,0.6255434,0.6242152,0.62480265,0.5601524
2,0.51970285,0.0045912103,0.281265,0.2068714,0.45768934,0.3830703,0.41080403,0.4201918,0.43362564,0.45210493,0.40891376,0.46264604,0.19298103
3,0.45395866,0.013449696,0.4020745,0.36785963,0.4010283,0.3458797,0.380196,0.405721,0.42529494,0.43823114,0.41654998,0.45457786,0.2730028
4,0.6966696,0.103441484,0.31888956,0.23478742,0.64936495,0.5631743,0.6299973,0.6556088,0.6681703,0.6823426,0.6516578,0.68881595,0.41507244
5,0.7190745,0.0068821837,0.41655535,0.31311315,0.68447244,0.59946865,0.66288537,0.68565696,0.7010122,0.71887517,0.6891279,0.7255343,0.34270832
6,0.6154525,0.084360376,0.2131998,0.179817,0.58232445,0.5064268,0.5432495,0.5530787,0.5645157,0.5772822,0.54482645,0.5778,0.28011933
7,0.58781135,0.003316464,0.5584098,0.50804687,0.55680853,0.49124137,0.5390838,0.5531724,0.5690614,0.58979946,0.562394,0.601649,0.23256227
8,0.44828394,0.0024104125,0.1072547,0.082608454,0.45622358,0.42737526,0.4711991,0.51908016,0.5930886,0.6195923,0.6143035,0.6387581,0.27083537
9,0.19726305,0.0016572009,0.14327316,0.08559297,0.16290003,0.14556673,0.14550883,0.18963777,0.27137816,0.29298222,0.29210162,0.3115829,0.14274453
10,0.16170855,0.00806146,0.11559425,0.09666903,0.12805162,0.1000594,0.09527826,0.10862549,0.13231887,0.13992137,0.13999115,0.1456994,0.088880695
11,0.77771956,0.02194787,0.3661946,0.2810873,0.75737935,0.69730204,0.7504373,0.74712366,0.7626874,0.79044646,0.75284916,0.80001175,0.3108344
12,0.12876654,0.009244929,0.24716254,0.19284514,0.11436129,0.11435822,0.13196082,0.1570975,0.1929493,0.20978229,0.21654199,0.2279831,0.13157766
13,0.1500524,0.001946518,0.15747684,0.10963384,0.1208144,0.10777698,0.102475286,0.12044885,0.16345213,0.18198337,0.18239547,0.18830858,0.061263084
14,0.45462957,0.030867951,0.44255924,0.32853478,0.5334295,0.48979518,0.49598184,0.49815246,0.51550996,0.5228978,0.58225846,0.5254962,0.28718224
15,0.14411446,0.0029958417,0.114608146,0.07634087,0.116426304,0.10198201,0.08919801,0.10462383,0.15750775,0.17545064,0.16553184,0.17690578,0.045011055
16,0.14382116,0.0012565585,0.2535466,0.17509635,0.12260118,0.13149466,0.12401789,0.16669571,0.29885146,0.3533132,0.33993894,0.3778551,0.08599753
17,0.45661876,0.0021856998,0.4734632,0.34496176,0.4228502,0.41518164,0.4419393,0.46532965,0.54567045,0.5880798,0.548168,0.6148277,0.23492238
18,0.44954047,0.10587251,0.18208875,0.16411267,0.42258674,0.38630933,0.38967687,0.40080863,0.45509204,0.48739547,0.4714708,0.4970856,0.28186488
19,0.40851715,0.0017724476,0.4193532,0.33183807,0.38620573,0.3702919,0.3838285,0.39166686,0.46340862,0.5112936,0.47203693,0.53004813,0.12671159
20,0.1549923,0.0013404327,0.17878069,0.097701795,0.13353045,0.12933671,0.099210314,0.14645179,0.31530198,0.39275604,0.37990367,0.430858,0.08589057
21,0.25822774,0.014472988,0.25736478,0.22370613,0.20535423,0.19398928,0.18610787,0.21063833,0.30339628,0.35028538,0.32820755,0.379855,0.1554266
22,0.7991324,0.03757086,0.5292411,0.3733114,0.78077227,0.7339232,0.77536345,0.77293664,0.7865651,0.82075477,0.78303814,0.8349332,0.33148172
23,0.381076,0.0057802233,0.34815544,0.2468236,0.35180604,0.3333636,0.3396805,0.36445394,0.4457449,0.4885348,0.4695234,0.5113134,0.2257379
24,0.7368623,0.024884416,0.501222,0.37394804,0.7225765,0.6790414,0.71754515,0.7216129,0.7432484,0.777087,0.7484463,0.79148537,0.33836356
25,0.6233022,0.011535936,0.5481214,0.45679888,0.5812364,0.55933106,0.59576213,0.6105106,0.6524993,0.68785506,0.64658564,0.70545965,0.32846603
26,0.12530379,0.0013429006,0.2119313,0.13521345,0.10983827,0.113753244,0.11220189,0.16480787,0.2465566,0.2843637,0.29282644,0.3259172,0.14598705
27,0.2979303,0.0017013523,0.35990155,0.26475734,0.29854438,0.2905579,0.3015406,0.32361686,0.41913983,0.4767035,0.45718968,0.51539975,0.10693208
28,0.12903911,0.0027006762,0.22698188,0.1488856,0.11011305,0.113359906,0.11627353,0.15883212,0.22677225,0.2592016,0.25851268,0.29721504,0.0920617
29,0.22603543,0.004413117,0.15767053,0.11558618,0.21475425,0.17205775,0.15586491,0.16557884,0.2043432,0.22600314,0.23772323,0.23724121,0.09883391
30,0.6745137,0.037309837,0.35686994,0.28294218,0.5480967,0.519613,0.5708172,0.59360236,0.61400455,0.6496169,0.54067636,0.6720819,0.4565638
31,0.56573373,0.011275118,0.46035427,0.33924538,0.60284805,0.5554244,0.5700026,0.5725211,0.59347653,0.60289466,0.6275238,0.6108506,0.3047127
32,0.16875051,0.009697025,0.3091388,0.23172782,0.14976521,0.14944929,0.17380078,0.18963191,0.23413523,0.2630524,0.25453097,0.29369664,0.06986444
33,0.15449402,0.008280358,0.3118657,0.23606598,0.14098836,0.1437287,0.17446947,0.18705155,0.22254865,0.25095773,0.24380335,0.27685887,0.06668631
34,0.17006177,0.002094253,0.32129925,0.24499327,0.15149787,0.1492738,0.17735964,0.19034293,0.22861145,0.25986817,0.2508256,0.28642878,0.06364729
35,0.15877038,0.0011830967,0.340434,0.26574287,0.14218853,0.14618231,0.17984091,0.19502512,0.22967127,0.26216084,0.25078574,0.2910339,0.06038161
