t,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9
36,0.14743651,0.0015618323,0.20566045,0.13859186,0.12310575,0.110937595,0.11437728,0.12549804,0.16891758,0.19282438,0.18183465,0.20823614,0.036383636
37,0.16680402,0.0015259973,0.24248709,0.15104347,0.13678668,0.12530358,0.11845578,0.14522251,0.24526426,0.2816497,0.2707229,0.30426645,0.0669528
38,0.48959354,0.09594952,0.18402065,0.17173354,0.47318327,0.4350796,0.44452438,0.4642502,0.49916384,0.5180076,0.516249,0.5282175,0.3461259
39,0.17725493,0.02150879,0.1669927,0.1319757,0.13241312,0.11906133,0.1053194,0.13242722,0.21024364,0.23542464,0.22172768,0.25189343,0.09373303
40,0.20516413,0.040596012,0.16298996,0.113106355,0.16200344,0.13895808,0.121085905,0.15244804,0.25709754,0.29003224,0.2756624,0.30391312,0.11200879
41,0.43244216,0.002569608,0.37855178,0.27651432,0.40297627,0.3705589,0.3924268,0.40260237,0.43501896,0.45899206,0.42920378,0.4797193,0.17469953
42,0.4825593,0.010171433,0.36668316,0.31408498,0.40658855,0.37846875,0.41481718,0.43139148,0.46907988,0.49789935,0.42879158,0.52106524,0.22595328
43,0.24698442,0.0014719743,0.16344483,0.13469276,0.19141237,0.15402398,0.1410982,0.1473145,0.18451451,0.19820122,0.18176058,0.20394135,0.07352995
44,0.15593529,0.0014727857,0.19476835,0.15175311,0.12626305,0.10773269,0.11387103,0.13151373,0.18936627,0.21229057,0.20499378,0.22585727,0.07984456
45,0.17876004,0.009732353,0.1738735,0.12915872,0.14373395,0.11741721,0.11359915,0.13806099,0.21369378,0.2346261,0.23265876,0.24900761,0.12933016
46,0.2650706,0.0015930696,0.066145845,0.04013117,0.20985183,0.14635402,0.11829969,0.11901741,0.13014916,0.13367783,0.12690859,0.12916227,0.050808553
47,0.5792054,0.003525693,0.47247288,0.39879358,0.5569018,0.4747332,0.5099808,0.52484286,0.53067034,0.5413139,0.54566735,0.54299265,0.2529378
48,0.5876413,0.16017687,0.30537403,0.27536276,0.5633863,0.49771622,0.53957385,0.54909277,0.5650187,0.58060306,0.5590959,0.5882257,0.3523698
49,0.27751413,0.05059689,0.196498,0.14311646,0.23399334,0.19373512,0.19614902,0.21886508,0.2757914,0.29589844,0.28621086,0.30674177,0.14512931
