t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.47019538,0.4568444,0.48710948,0.46061748,0.34566468,0.48687682,0.4719898,0.48084763,0.48056048,0.48091936,0.4775756,0.4851876,0.48723465,0.4655297,0.63969934,0.4625951,0.45555678,0.48301697,0.4866128,0.60904765,0.44753355,0.5774485,0.46481714,0.48538354,0.48502856,0.4854088,0.48510346,0.4835752,0.4561659,0.6873944,0.49289253,0.6948262
1,0.4784357,0.46346238,0.49107867,0.46933597,0.3382773,0.48981243,0.47718608,0.4841517,0.48667032,0.48202267,0.48111534,0.4873715,0.48965734,0.47148886,0.527706,0.46798146,0.46276435,0.4854014,0.48945826,0.56882125,0.4535889,0.5251482,0.46984878,0.48854637,0.46880305,0.48876408,0.48854142,0.48638478,0.4610885,0.7129032,0.53280675,0.65643924
2,0.4750423,0.46423435,0.48689455,0.47036752,0.38965607,0.4877026,0.47570765,0.48316276,0.48173735,0.48360118,0.48062214,0.48547488,0.4876659,0.47072044,0.6244765,0.46958947,0.4633554,0.4851273,0.48798677,0.5995126,0.45815644,0.55638987,0.46935263,0.4859013,0.5203348,0.48551372,0.48490044,0.48564488,0.46240264,0.66114706,0.48379073,0.70575124
3,0.48316795,0.4778156,0.49116609,0.48436865,0.40303826,0.49132937,0.48422393,0.48846295,0.48800778,0.48768923,0.4873498,0.48980355,0.49110162,0.48122206,0.6146828,0.48271412,0.47864604,0.48948878,0.49089798,0.58595854,0.47174096,0.52623,0.4793881,0.4898431,0.45536903,0.49038854,0.48892456,0.48933166,0.46815577,0.6577747,0.4714361,0.694966
4,0.46699226,0.4498324,0.48389712,0.4565934,0.33267695,0.48426127,0.4671747,0.47719333,0.47718734,0.47727916,0.4733473,0.48098344,0.48412338,0.46017787,0.620496,0.4562635,0.448333,0.48004138,0.48429838,0.6265922,0.44082063,0.5702233,0.4578743,0.48212978,0.51902413,0.4819772,0.4813246,0.48085093,0.4495112,0.72569907,0.49595976,0.75267774
5,0.46254689,0.44549587,0.48097092,0.4534216,0.32739335,0.4818591,0.4634903,0.4745857,0.473249,0.475357,0.47066104,0.47857794,0.48167035,0.4562551,0.6707714,0.45377263,0.44420514,0.47776923,0.48206142,0.6522234,0.43610674,0.5798548,0.45357695,0.47934246,0.5284647,0.47920126,0.47823516,0.47844636,0.44376355,0.7363213,0.47338375,0.7897641
6,0.46978706,0.45270243,0.4840799,0.46006963,0.35355645,0.4848839,0.46894735,0.47853673,0.47765952,0.4790317,0.47485167,0.4816739,0.48468477,0.46242583,0.6137706,0.45935068,0.45111805,0.48115382,0.48543015,0.61220044,0.4457018,0.5525529,0.46022618,0.4828196,0.55152947,0.48236227,0.4818791,0.48224726,0.45482212,0.70142746,0.4963865,0.73550564
7,0.47501191,0.46640474,0.4868719,0.47533724,0.3644104,0.48717353,0.47629607,0.4829162,0.48169446,0.4826568,0.48114014,0.48542506,0.48691344,0.47182867,0.67895883,0.47449014,0.46739683,0.4845987,0.48684207,0.62173164,0.45890856,0.53026235,0.46927375,0.48526028,0.45723954,0.4859306,0.48401734,0.48466283,0.456055,0.7037011,0.45215085,0.75751096
8,0.47225565,0.45667738,0.48529774,0.4626141,0.37094533,0.4864675,0.47141916,0.480505,0.47961047,0.48174626,0.4770446,0.48313427,0.4854259,0.4666723,0.5805516,0.46321288,0.45513096,0.48321843,0.48676997,0.61481273,0.45051062,0.5436873,0.4631505,0.48445112,0.5881067,0.4844276,0.48396903,0.48416707,0.46032888,0.6806575,0.49195662,0.7320984
9,0.49411646,0.49038383,0.49501178,0.49634972,0.4625771,0.49581343,0.4930203,0.49463233,0.49398267,0.4946421,0.49428892,0.49418682,0.49467304,0.4924265,0.5319874,0.49444398,0.49115044,0.49526557,0.49574018,0.53995895,0.48894042,0.48103288,0.48997217,0.49473152,0.5171423,0.49523947,0.4941065,0.4953897,0.48602992,0.5798493,0.48720148,0.6269118
