t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.011693503,0.019293211,0.011903031,0.019936347,0.04320126,0.0055885795,0.0152403945,0.0075982655,0.016499396,0.0073593743,0.00021373565,0.0106163025,-0.0008914892,-0.003457546,0.020953484,0.0151911015,0.014864744,0.0039239964,-0.0024350944,-0.08219562,0.061477672,-0.09234905,-0.0002573296,0.011653697,0.001519494,0.017516939,0.024543157,-0.00024976154,0.01249529,-0.035326526,0.1147611,0.021488687
1,-0.019936187,0.030222338,0.016191803,0.03454857,0.062830634,0.010149645,0.022841556,0.010923878,0.018007368,0.00447333,0.00028163887,0.012317634,0.0034911025,-0.0050603184,0.042553123,0.021106543,0.022255296,0.004391956,-0.0033948917,-0.17859773,0.051415488,-0.12972917,0.0004687038,0.01813807,0.0010887019,0.025534684,0.037655126,-0.0025056114,0.015021767,-0.04836192,0.17813088,0.024203146
2,-0.018964985,0.024130527,0.011357315,0.03153563,0.058235627,0.0076516084,0.019805307,0.00590574,0.012543341,0.0044449926,-0.003003506,0.011504034,-0.00066023495,-0.010686779,0.037318304,0.01504188,0.017953932,0.0060254238,-0.007967468,-0.17964295,0.033346683,-0.1159156,-0.0048583713,0.014892782,-0.0016960674,0.023760527,0.033977177,-0.0041370788,0.012046372,-0.050338168,0.17227328,0.055868074
3,-0.019863863,0.023637831,0.010006363,0.029910823,0.062411655,0.008271925,0.020114357,0.0044978894,0.012092767,0.0072150663,-0.0039649056,0.008561766,0.00020006801,-0.010189148,0.0718563,0.011162404,0.018159486,0.0067056315,-0.00796702,-0.17936699,0.015180076,-0.13517518,-0.0025672675,0.014502737,0.022948343,0.021526508,0.029455071,-0.0044406103,0.009268589,-0.054473355,0.15542291,0.08986365
4,-0.024687223,0.028726276,0.014390676,0.036291227,0.053065617,0.010209859,0.024129884,0.006429178,0.015953943,0.006983227,-0.0041339654,0.012680931,0.0013491362,-0.0118523305,0.07136365,0.016306391,0.021731345,0.007986022,-0.00878234,-0.22765766,0.040537037,-0.1598464,-0.0043051853,0.01921002,0.0058667776,0.028224338,0.04010749,-0.0050954414,0.013875958,-0.07517555,0.18793097,0.077060916
5,-0.026922094,0.030521039,0.015711483,0.0391498,0.046583734,0.01074848,0.026146965,0.0062067034,0.01822426,0.008543506,-0.005044744,0.015218628,1.504338e-05,-0.014354529,0.07351344,0.017466359,0.023327518,0.009178199,-0.01042968,-0.24347506,0.05528049,-0.17297904,-0.006117022,0.020794438,-0.0047111637,0.031458456,0.04439158,-0.0052677016,0.015612236,-0.09724104,0.20142217,0.07992
6,-0.025751976,0.028767772,0.013250362,0.039875228,0.04207631,0.010366719,0.025013922,0.0056061,0.013791393,0.005434749,-0.0047897925,0.0152381575,-0.00030641802,-0.015426518,0.049441323,0.016264929,0.02163671,0.008746915,-0.011394342,-0.24819545,0.04605811,-0.15193978,-0.007996888,0.019402735,-0.022830851,0.030772815,0.043845624,-0.00545891,0.014740232,-0.09804153,0.20892647,0.07058264
7,-0.024781853,0.029593948,0.012602614,0.037765387,0.045496836,0.011111634,0.026433902,0.0056291753,0.016301338,0.010840318,-0.004745993,0.0131804235,-0.0009787924,-0.013803623,0.08261115,0.013618649,0.022889791,0.009479681,-0.010823283,-0.22896294,0.042847924,-0.17568229,-0.0040918095,0.018642003,0.0026914258,0.02862867,0.038505778,-0.0046090917,0.012860225,-0.10861908,0.18765391,0.11328509
8,-0.026133725,0.026082132,0.01213522,0.03715706,0.04033433,0.010063064,0.02271645,0.0037641488,0.013512396,0.0056069903,-0.00545726,0.012952992,0.0017989422,-0.015038704,0.067212746,0.0134932995,0.020437608,0.008728121,-0.008970444,-0.25650838,0.05041958,-0.16492637,-0.0084279915,0.01891924,-0.03535815,0.027648525,0.03970008,-0.0039777923,0.012515346,-0.12276999,0.18255723,0.07054948
9,-0.020928118,0.017071398,0.0049674865,0.028707722,0.019999618,0.007842744,0.01528771,0.0005021524,0.0044963104,0.0013960408,-0.0049096528,0.0067751035,0.003949301,-0.013049264,0.06438013,0.00486934,0.013424968,0.0056011444,-0.006394489,-0.19336255,-0.004852064,-0.0739938,-0.007615526,0.013496246,-0.032377865,0.017659474,0.02540835,-0.003737006,0.0046078707,-0.06998483,0.12899499,0.08109698
10,-0.013475914,0.011317864,0.0019220308,0.019644774,-0.0010709009,0.005683871,0.010971848,-0.00047885173,0.00034248512,0.00059166044,-0.003851408,0.0034161233,0.002878858,-0.009764498,0.045016315,0.00038281034,0.008465715,0.0043608374,-0.0057625147,-0.14251126,-0.029187413,-0.04132642,-0.0049266447,0.008871101,-0.0047134478,0.011507379,0.015764812,-0.0039671287,0.0013813274,-0.035326276,0.08401382,0.08171033
11,-0.02007748,0.025792504,0.014519087,0.031617142,0.02780968,0.008697852,0.022200597,0.0063540223,0.01699156,0.0072474442,-0.0032242783,0.014735332,-0.0004310369,-0.011219829,0.050895534,0.015749786,0.01934165,0.008162031,-0.008240137,-0.21616079,0.058676433,-0.12075436,-0.0055774916,0.017894905,-0.015911499,0.027383585,0.038489927,-0.0031124617,0.015435038,-0.0844142,0.16629204,0.0803105
12,-0.016793747,0.017459009,0.0064198137,0.02375837,0.02436087,0.00730723,0.015745541,0.0017316178,0.0078069316,0.0055988883,-0.004043362,0.005725464,0.0017631268,-0.009492001,0.08661308,0.004163061,0.013855873,0.006002897,-0.0062641413,-0.14641292,0.0025425442,-0.0718827,-0.0027471427,0.011766597,0.012227809,0.015799347,0.021132736,-0.0034674318,0.005544177,-0.03718952,0.11483815,0.08805693
13,-0.012805068,0.011705776,0.0038952243,0.016331552,0.008393748,0.0056335023,0.011301805,5.218171e-05,0.0045793173,0.004753287,-0.0039659664,0.0032044817,0.0018283379,-0.00823427,0.07289612,0.00035660976,0.009219766,0.0053580315,-0.0049807657,-0.111362495,-0.0099635115,-0.052424386,-0.0024781995,0.008970882,0.020064143,0.011132611,0.014440618,-0.0039785183,0.0027685245,-0.03249198,0.076727115,0.08720797
14,-0.018512651,0.022802848,0.012083104,0.025753312,0.036861874,0.009140102,0.019964056,0.0048569986,0.01616423,0.010570326,-0.003115148,0.009024119,0.0013984927,-0.008100197,0.10715594,0.010068886,0.018448979,0.007314554,-0.005145838,-0.16150519,0.03855743,-0.13094622,-2.3701856e-05,0.015255015,0.022237303,0.019851906,0.02693121,-0.0040638973,0.010135421,-0.05461631,0.123543255,0.08656405
15,-0.015178222,0.013786663,0.005313125,0.018901793,0.010385647,0.0070787612,0.013136563,0.0009124987,0.0067967996,0.006328824,-0.0038119007,0.0048735263,0.00226042,-0.008980591,0.0670386,0.002312805,0.011205622,0.0056787487,-0.004486682,-0.1131448,0.000401716,-0.06071416,-0.0023205183,0.010733973,0.008873918,0.012941213,0.017356513,-0.004740933,0.0043320716,-0.041861635,0.08788889,0.08385205
