t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.007620174,0.013567128,0.0072155683,0.013549286,0.054662768,0.004828537,0.009906765,0.0063809296,0.009061351,0.0030875506,0.0014530388,0.0045411177,0.002879621,0.00043368226,0.031319655,0.009968843,0.010208885,0.0010923954,0.0006710671,-0.07068652,0.012957315,-0.062382158,0.0028111294,0.008259994,0.01754695,0.009713534,0.0139844,-0.00037458845,0.006264792,-0.012209743,0.06523105,0.02801986
1,-0.017566111,0.02367537,0.013122641,0.025425667,0.068068095,0.008360156,0.018545426,0.008065785,0.016514227,0.0076220953,-0.00077136833,0.008852389,0.0033726182,-0.003974088,0.054846823,0.015747638,0.018201493,0.0038525655,-0.0021658984,-0.13068561,0.019679897,-0.1255211,0.001601805,0.015614364,0.032463495,0.019693991,0.027638385,-0.002280891,0.011287588,-0.044302206,0.13186513,0.05384475
2,-0.027141862,0.03773178,0.020967493,0.041938048,0.053743288,0.0140947085,0.028817108,0.013111166,0.022902435,0.0067914883,-0.00037100146,0.0135846725,0.0074335528,-0.005609927,0.06692089,0.024723377,0.027560217,0.0060703848,-0.0030422767,-0.21623303,0.050736714,-0.16257864,0.0024086076,0.024611367,0.012449468,0.031779423,0.046612214,-0.003910718,0.017456573,-0.07444976,0.20364471,0.04775733
3,-0.026098792,0.03337292,0.019196853,0.04043632,0.042665266,0.011392142,0.02794355,0.009234923,0.022659954,0.009115722,-0.0036832287,0.01825962,-0.0006194256,-0.013378453,0.059913218,0.021986388,0.024636472,0.00954468,-0.009520198,-0.22841719,0.0865174,-0.17038313,-0.0056982925,0.022700682,-0.010378726,0.03512931,0.050038446,-0.0044890074,0.019369712,-0.098517254,0.21305424,0.06216977
4,-0.03142022,0.04043737,0.021363605,0.049583096,0.046856366,0.014692421,0.032031443,0.011296347,0.022220604,0.0055718655,-0.0027773434,0.017734313,0.004520732,-0.0127220005,0.063643284,0.024885414,0.0292973,0.00830588,-0.008330596,-0.2733386,0.06411609,-0.17701612,-0.003551942,0.02644278,-0.012381989,0.038317155,0.055919643,-0.0051893494,0.019140605,-0.11551198,0.2421376,0.04940038
5,-0.02471495,0.028090876,0.011267235,0.0391894,0.0440923,0.01085431,0.023774974,0.0048304736,0.011400119,0.0045416057,-0.004683057,0.011394545,0.0018534418,-0.014558168,0.06261443,0.012779087,0.020882951,0.007441075,-0.009525862,-0.21714793,0.014271502,-0.1268367,-0.005684771,0.018292794,-0.005677872,0.027136534,0.03847425,-0.00555874,0.010560369,-0.093065105,0.19646189,0.08883908
6,-0.01739457,0.015426472,0.004143037,0.025758998,0.023716155,0.0068273703,0.014324649,6.6641085e-05,0.002457842,0.0013790315,-0.005140395,0.005176935,0.0021578628,-0.012958291,0.055428144,0.0026712564,0.011191754,0.0058789016,-0.007926394,-0.15364268,-0.024874415,-0.05770748,-0.0069180657,0.011710828,0.004576275,0.016422784,0.023117572,-0.0053668674,0.003450179,-0.045877844,0.13021906,0.09265643
7,-0.023130728,0.025972253,0.01259324,0.028976275,0.05191866,0.010524903,0.021600017,0.0044188485,0.017201638,0.011131163,-0.0043250616,0.0059444145,0.004960259,-0.008229365,0.12815005,0.008710095,0.021079717,0.0072446642,-0.0039910623,-0.18408172,0.008984575,-0.15107386,0.001711102,0.017769849,0.035501067,0.020134756,0.027068282,-0.0043081213,0.0071853204,-0.055442158,0.12446403,0.10896902
8,-0.022710964,0.023359545,0.010261486,0.027787786,0.04605923,0.011104562,0.020002618,0.0040477007,0.013068816,0.00940977,-0.0038870042,0.005506754,0.0061998274,-0.008452321,0.11251734,0.006984654,0.018757671,0.006651653,-0.003436337,-0.17236474,-0.004272388,-0.11850499,0.0014389296,0.017102629,0.026100712,0.018633945,0.02518236,-0.0055936957,0.0062240055,-0.050170116,0.11778197,0.09891036
9,-0.029530162,0.03451971,0.019037925,0.03766264,0.04495066,0.014416932,0.028296255,0.008149211,0.024444625,0.013789199,-0.0038783697,0.011497003,0.0065853335,-0.009417667,0.13458908,0.01666274,0.027136074,0.008314349,-0.003958133,-0.22288395,0.036841758,-0.17589408,0.0024044893,0.024403563,0.023213394,0.028790105,0.0398734,-0.0056728437,0.013569949,-0.08915275,0.16826066,0.10457905
