t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-0.032778002,0.057583157,0.02925083,0.058948778,0.35582858,0.020498209,0.04202956,0.02737845,0.03718669,0.013009418,0.0062033376,0.018697076,0.012019123,0.0018711971,0.16940606,0.042906757,0.04474504,0.004497663,0.0027919372,-0.33125386,0.052268587,-0.28346956,0.012107269,0.034466133,0.0980673,0.040022686,0.05772546,-0.0015928415,0.026161771,-0.051569734,0.26029274,0.14069065
1,-0.06831885,0.082900375,0.041150704,0.09511629,0.48026693,0.02797381,0.06502131,0.024084078,0.053739607,0.028023787,-0.006751553,0.029237537,0.008928468,-0.019987985,0.27682605,0.054099556,0.06817801,0.014719092,-0.0110032065,-0.5174681,0.053908844,-0.47007853,0.0015966506,0.052421834,0.18081683,0.06642635,0.09279362,-0.009739478,0.03790203,-0.15137915,0.43263802,0.21991198
2,-0.09452796,0.13168463,0.060494598,0.16064905,0.6333504,0.04882663,0.09775941,0.04656505,0.064332575,0.015040873,-6.520748e-05,0.040754016,0.026478829,-0.019225294,0.37637374,0.09033356,0.10541712,0.018528944,-0.008984575,-0.8096434,0.18572174,-0.62228936,0.0085221995,0.07813861,-0.03645339,0.09738741,0.14732431,-0.0136123495,0.056833003,-0.21615739,0.61305845,0.10472384
3,-0.07993069,0.096463636,0.04259696,0.13294935,0.3453695,0.024325995,0.08006887,0.017241031,0.059071496,0.029643275,-0.018430632,0.055676114,-0.019747946,-0.060182407,0.113815725,0.06495213,0.078845695,0.03199165,-0.03830915,-0.6889248,0.28058413,-0.456805,-0.03715209,0.054972693,-0.18872884,0.096834406,0.13616265,-0.013594863,0.056957014,-0.21973984,0.5957556,0.20877995
4,-0.095495515,0.1237254,0.050517228,0.16257794,0.55468047,0.044612788,0.0919898,0.034352966,0.048661496,0.0056522335,-0.005011265,0.03960476,0.022343371,-0.032948826,0.33237827,0.07727167,0.098819844,0.016416354,-0.016674984,-0.8276037,0.119610734,-0.5891232,-0.004549789,0.07158326,-0.109151304,0.09445247,0.14244895,-0.01472166,0.04812009,-0.2297117,0.5973324,0.0631579
5,-0.040306028,0.03651499,0.004096662,0.05903315,0.12690178,0.014541842,0.03402472,-0.0045261728,0.0027437774,0.007598481,-0.014463132,0.011660439,-0.0017798711,-0.03660918,0.16694392,0.0018852815,0.026950784,0.014365264,-0.023115376,-0.45960918,-0.05809538,-0.2098568,-0.017487543,0.022480622,0.00038190183,0.03648594,0.04844367,-0.012942983,0.0056498717,-0.0910601,0.26751614,0.3134463
6,-0.019707168,0.0048354403,-0.0059728636,0.021972174,0.0021095618,0.005355016,0.009215349,-0.009983253,-0.013336367,-0.0037689588,-0.011375163,-0.0021153833,0.0050277594,-0.022908244,0.11480015,-0.015769713,0.001955964,0.008775088,-0.012867154,-0.22389837,-0.12541397,0.011079957,-0.016624024,0.010352372,0.030987915,0.011544019,0.015779255,-0.010546473,-0.0074301623,0.013206852,0.0971568,0.19788088
7,-0.06683808,0.08156685,0.043962248,0.07422525,0.4147262,0.031703252,0.06459989,0.019442372,0.06781666,0.045638427,-0.008268337,0.01458136,0.016835688,-0.009439033,0.6011525,0.032314908,0.07113916,0.018577311,-0.0006180051,-0.5119593,0.089532256,-0.56502426,0.022025293,0.051975347,0.2481365,0.051816996,0.06759602,-0.00762635,0.024286954,-0.07743568,0.2860749,0.24716887
8,-0.048208006,0.04561511,0.016402246,0.05768845,0.1350081,0.024988638,0.03951326,0.007982339,0.018656917,0.016381813,-0.00747309,0.01061717,0.015677352,-0.01892059,0.24863507,0.011730902,0.036820747,0.012686,-0.0060864217,-0.40129703,-0.034202237,-0.20253061,0.0025916283,0.034877505,0.05766196,0.035883438,0.04940094,-0.014724614,0.011534441,-0.07648635,0.23255005,0.18846591
9,-0.1004436,0.12169178,0.061202932,0.13596259,0.49762958,0.04503094,0.09494114,0.03164754,0.08279454,0.044951286,-0.010561261,0.040112123,0.01703333,-0.029160725,0.48487827,0.06943629,0.10344488,0.023579858,-0.010704209,-0.7182042,0.16673872,-0.6197411,0.009072189,0.07632461,0.10701226,0.090799645,0.12795775,-0.015064791,0.05057874,-0.21431701,0.5317409,0.15869763
10,-0.094941765,0.10305199,0.047405247,0.13880453,0.32329115,0.034899,0.083616704,0.01828027,0.060225688,0.029071024,-0.017067347,0.049375758,0.0014597893,-0.053099386,0.20679475,0.062308002,0.08710052,0.026297905,-0.025695365,-0.7120664,0.19385044,-0.49575204,-0.02374911,0.06567633,-0.12810661,0.09313741,0.133832,-0.01740267,0.051239844,-0.2698956,0.5643475,0.0685922
11,-0.0988531,0.1144588,0.05029078,0.14688012,0.41675207,0.03980105,0.09299389,0.021954814,0.0658573,0.033989914,-0.014918173,0.04868957,0.0031971151,-0.050029725,0.3478485,0.06360896,0.09644336,0.025095021,-0.025913447,-0.7495736,0.17352515,-0.5673524,-0.0145107005,0.0685599,-0.03425521,0.09570461,0.13607918,-0.017608862,0.04994789,-0.20092137,0.57474786,0.1537492
